human gene name,pig gene name,correlation,identical_scores,orthology confidence,combo_score
ISL1,ISL1,0.99608165,100.0,1.0,1.9931120362104675
CACNG7,CACNG7,0.9960672,100.0,1.0,1.9930866466012027
SMU1,SMU1,0.99605393,100.0,1.0,1.9930633303302727
KCNJ2,KCNJ2,0.9998178,99.5316,1.0,1.9929355601238115
PSMC4,PSMC4,0.9959476,100.0,1.0,1.9928765014615455
HOXC5,HOXC5,0.99963427,99.5496,1.0,1.9928721389195312
NCS1,NCS1,0.9958024,100.0,1.0,1.9926213754224293
NFYB,NFYB,0.99973065,99.5169,1.0,1.992570871683693
RAB39B,RAB39B,0.9995971,99.5305,1.0,1.992531944544381
NCKAP1,NCKAP1,0.999325,99.5586,1.0,1.992458257593301
SLITRK1,SLITRK1,0.999789,99.4968,1.0,1.9923841204457928
ASF1A,ASF1A,0.99964255,99.5098,1.0,1.9923138920438004
PTGES3,PTGES3,0.99559796,100.0,1.0,1.9922621607706605
PRRX1,PRRX1,0.998894,99.5918,1.0,1.992178771197286
ANKRD52,ANKRD52,0.99990535,99.4424,1.0,1.9918056388140273
PRPF4,PRPF4,0.99829555,99.6161,1.0,1.9914769766247837
BTG1,BTG1,0.99989665,99.4152,1.0,1.9913988941836411
LDB1,LDB1,0.9970366,99.7567,1.0,1.9912884111451752
PBX2,PBX2,0.9997923,99.41805,1.0,1.991256561061341
EPHA7,EPHA7,0.99821556,99.5992,1.0,1.991093206723503
AHCYL1,AHCYL1,0.99471027,100.0,1.0,1.9907024305112748
EIF5A2,EIF5A2,0.99462366,100.0,1.0,1.990550250991662
GNB2,GNB2,0.9946101,100.0,1.0,1.9905264251714803
SOX2,SOX2,0.9997398,99.37205,1.0,1.9905022902588283
PHOX2B,PHOX2B,0.9996376,99.3631,1.0,1.990193911071776
FAM78B,FAM78B,0.9943345,100.0,1.0,1.9900421776757478
H2AZ2,H2AZ2,0.99430007,100.0,1.0,1.989981681880109
POU3F1,POU3F1,0.9995973,99.3348,1.0,1.9897158121153813
CXXC4,CXXC4,0.9997143,99.31880000000001,1.0,1.9896911193807694
KLHL11,KLHL11,0.99982727,99.2938,1.0,1.9895298190739372
H2AX,H2AX,0.9997303,99.3007,1.0,1.989458740069169
KCNK12,KCNK12,0.99967295,99.3023,1.0,1.9893809992621505
GMEB1,GMEB1,0.999675,99.2895,1.0,1.9892003856469054
ARRDC3,ARRDC3,0.999784,99.2754,1.0,1.9891889808845362
SEC11A,SEC11A,0.9937757,100.0,1.0,1.9890603289797564
LRRC73,LRRC73,0.9989044,99.3671,1.0,1.9889631973736408
OLIG3,OLIG3,0.9997147,99.2647,1.0,1.9889132234548084
EIF1AX,EIF1AX,0.9993383,99.3056,1.0,1.9888404900810972
GABBR1,GABBR1,0.9983381,99.4274,1.0,1.9888359988641726
PPP1CA,PPP1CA,0.9934542,100.0,1.0,1.988495432136948
KCND3,KCND3,0.9995664,99.2366,1.0,1.9882482396975942
H2AJ,H2AJ,0.99321663,100.0,1.0,1.988078005875841
POU3F2,POU3F2,0.9996418,99.2092,1.0,1.987986385981424
NHLH1,NHLH1,0.999193,99.2481,1.0,1.9877576573137234
CAB39,CAB39,0.99782145,99.4135,1.0,1.9877281638867386
MEOX2,MEOX2,0.99970394,99.17654999999999,1.0,1.9876256763847522
KCNS2,KCNS2,0.9998104,99.1614,1.0,1.9875946972377179
RBM8A,RBM8A,0.9929059,100.0,1.0,1.9875320326380002
FUT9,FUT9,0.9996672,99.1643,1.0,1.9873848216785497
KHDC4,KHDC4,0.99944806,99.1857,1.0,1.9873077636094005
LSM12,LSM12,0.99269575,100.0,1.0,1.9871627851371723
RNF5,RNF5,0.99720365,99.4444,1.0,1.987087356249123
MAPRE3,MAPRE3,0.9983588,99.2883,1.0,1.9868704646582176
EFNA5,EFNA5,0.999712,99.1228,1.0,1.9868662767326501
EIF4A3,EIF4A3,0.99448943,99.7567,1.0,1.9868128643610512
POU3F3,POU3F3,0.9997741,99.101,1.0,1.9866616483591422
DDX6,DDX6,0.9957736,99.5859,1.0,1.9866111093704935
NOG,NOG,0.99939805,99.1379,1.0,1.986531962583249
EBF1,EBF1,0.9963395,99.4924,1.0,1.9862597958374466
CHMP5,CHMP5,0.9996573,99.0868,1.0,1.9862520588226324
RIMS4,RIMS4,0.9997224,99.0727,1.0,1.9861635188459577
SOX1,SOX1,0.99945223,99.10485,1.0,1.9861515100006102
MAPK9,MAPK9,0.99592024,99.5283,1.0,1.9860397953791993
MTCP1,MTCP1,0.9996121,99.0654,1.0,1.9858646539635454
PIM1,PIM1,0.999741,99.0415,1.0,1.9857471747524675
SNX3,SNX3,0.9917431,100.0,1.0,1.9854889158454108
DCAF7,DCAF7,0.9929316,99.85425000000001,1.0,1.98547957800234
LINGO2,LINGO2,0.9996649,99.0099,1.0,1.9851586797347673
BTK,BTK,0.9989414,99.0895,1.0,1.9850330329759491
EPHB2,EPHB2,0.9934457,99.7466,1.0,1.9848336038400074
FGF9,FGF9,0.9991768,99.0385,1.0,1.9847126623664337
LRATD1,LRATD1,0.9996716,98.9726,1.0,1.984633636303784
S100A4,S100A4,0.99935883,99.0099,1.0,1.9846208944262815
RING1,RING1,0.99725777,99.2611,1.0,1.9845444237034002
NMNAT2,NMNAT2,0.9992087,99.0228,1.0,1.9845427608356065
ROMO1,ROMO1,0.99118423,100.0,1.0,1.9845069441547727
DCX,DCX,0.99900687,99.0426,1.0,1.9844730906354169
CSE1L,CSE1L,0.99282765,99.79435000000001,1.0,1.9844348595047399
ATXN7L3B,ATXN7L3B,0.9995777,98.9691,1.0,1.9844182763167337
SATB2,SATB2,0.9944787,99.5907,1.0,1.9844049649589335
RAB9B,RAB9B,0.99927473,99.005,1.0,1.984402605108409
C1QL3,C1QL3,0.9943107,99.6078,1.0,1.9843558783361452
DUSP14,DUSP14,0.9992892,98.9899,1.0,1.984210713016802
GLRA3,GLRA3,0.99984056,98.9224,1.0,1.9842080396787263
PABIR1,PABIR1,0.99955076,98.9547,1.0,1.984163698396818
ONECUT2,ONECUT2,0.9998949,98.9099,1.0,1.9841236206179143
MEX3A,MEX3A,0.9996124,98.9414,1.0,1.9840805924455338
HPSE2,HPSE2,0.99779826,99.1554,1.0,1.983972882618486
HNRNPL,HNRNPL,0.9943183,99.57554999999999,1.0,1.9839050950763721
RPL26L1,RPL26L1,0.9908312,100.0,1.0,1.983886647008842
RPS6KA3,RPS6KA3,0.99190414,99.8649,1.0,1.9838275357113575
NEUROD1,NEUROD1,0.9998627,98.8764,1.0,1.9835849163111972
PHYHIP,PHYHIP,0.99561584,99.3939,1.0,1.9835706805575646
FAM199X,FAM199X,0.99905586,98.9691,1.0,1.9835013687943355
GRIK4,GRIK4,0.9991545,98.954,1.0,1.9834573689803618
NLGN3,NLGN3,0.9944121,99.5283,1.0,1.9833898932811809
HNRNPR,HNRNPR,0.9930801,99.684,1.0,1.9832902909443406
EBF3,EBF3,0.9995258,98.8871,1.0,1.9831469533752988
EFNA3,EFNA3,0.99901867,98.9478,1.0,1.983129477221378
CNOT4,CNOT4,0.9990228,98.94630000000001,1.0,1.9831151461397671
DHX15,DHX15,0.9923654,99.7484,1.0,1.9829613503431265
LRRC8A,LRRC8A,0.9993126,98.8889,1.0,1.982798252140934
PPTC7,PPTC7,0.9994481,98.8567,1.0,1.9825729172640076
KSR2,KSR2,0.99954724,98.8421,1.0,1.9825369919051536
RNF24,RNF24,0.9955934,99.3243,1.0,1.982529579655627
ABHD13,ABHD13,0.99975866,98.8131,1.0,1.9824911074085174
DERL1,DERL1,0.99328464,99.6016,1.0,1.9824637933691576
POU4F1,POU4F1,0.9997141,98.81004999999999,1.0,1.9823689174066421
IMP3,IMP3,0.99887013,98.913,1.0,1.9823676464144082
KCNH5,KCNH5,0.99659204,99.1903,1.0,1.9823557493539692
LIX1L,LIX1L,0.99964404,98.8131,1.0,1.9822897124594578
KLHL15,KLHL15,0.99934834,98.8411,1.0,1.9821731195573038
ACTC1,ACTC1,0.9982953,98.96105,1.0,1.9820491600414603
ELMO2,ELMO2,0.99432975,99.4444,1.0,1.9820377231649966
GALNT18,GALNT18,0.9978308,99.0115,1.0,1.9819590712280304
CA8,CA8,0.9939597,99.48395,1.0,1.9819567181736277
CAMK2A,CAMK2A,0.99137074,99.7955,1.0,1.9818915225380627
CSNK1G3,CSNK1G3,0.9932923,99.5609,1.0,1.9818915044527996
SMIM12,SMIM12,0.99859613,98.913,1.0,1.981886210224892
BARHL1,BARHL1,0.9996993,98.7768,1.0,1.9818643840159886
RASL10B,RASL10B,0.997749,99.0148,1.0,1.9818628362824486
NUDT3,NUDT3,0.9992018,98.8372,1.0,1.9818595108582007
PHF6,PHF6,0.99187404,99.726,1.0,1.9817756209018105
HOXC13,HOXC13,0.99950963,98.79245,1.0,1.981756353591047
HMBOX1,HMBOX1,0.993464,99.5238,1.0,1.9816592553441275
MAFB,MAFB,0.9996765,98.7616,1.0,1.981605566875824
PLAGL2,PLAGL2,0.99936897,98.7903,1.0,1.9814782621690326
KCNJ9,KCNJ9,0.99778813,98.9822,1.0,1.9814624161804488
KIF3B,KIF3B,0.99816424,98.929,1.0,1.981357620325501
LHX5,LHX5,0.9995558,98.7562,1.0,1.9813157730063304
SAP30L,SAP30L,0.9915683,99.7268,1.0,1.981249928900315
CKS1B,CKS1B,0.9893159,100.0,1.0,1.981224164315507
PRKAA1,PRKAA1,0.99368536,99.4633,1.0,1.9811774930059505
CTNNBIP1,CTNNBIP1,0.99932235,98.7654,1.0,1.9810379908221885
ARL4A,ARL4A,0.99326545,99.5,1.0,1.980967863929636
ARHGAP35,ARHGAP35,0.99981034,98.6996,1.0,1.9809484383218419
FLNC,FLNC,0.9995187,98.73285,1.0,1.980914536289446
SIX2,SIX2,0.9988261,98.8147,1.0,1.9808755645305998
RGP1,RGP1,0.9995799,98.7212,1.0,1.9808544037713118
GRB2,GRB2,0.9890892,100.0,1.0,1.9808258373660057
MAP1LC3A,MAP1LC3A,0.9958243,99.1736,1.0,1.9807664354151102
GRIA1,GRIA1,0.9989972,98.7859,1.0,1.980761713486087
DDA1,DDA1,0.9970792,99.0196,1.0,1.980755034068212
GGPS1,GGPS1,0.9972394,99.0,1.0,1.980754435963561
CBX5,CBX5,0.9889529,100.0,1.0,1.9805863492177171
C1QL4,C1QL4,0.99926716,98.7395,1.0,1.9805682695725704
MTF2,MTF2,0.9958076,99.1568,1.0,1.9804953094297277
OGT,OGT,0.9896439,99.9044,1.0,1.9804246218173516
RPE65,RPE65,0.9979701,98.8743,1.0,1.980229269598671
FOXG1,FOXG1,0.9996607,98.6676,1.0,1.9802249719046399
RNF122,RNF122,0.99930155,98.7097,1.0,1.980199818138697
MAP3K7,MAP3K7,0.99264914,99.505,1.0,1.9799569255651086
POLE3,POLE3,0.9996946,98.6395,1.0,1.9798801256427903
KANTR,KANTR,0.99927896,98.6842,1.0,1.9797931339907744
GNG11,GNG11,0.9993892,98.6301,1.0,1.9792082342365522
DR1,DR1,0.99742866,98.8636,1.0,1.9791239308458843
RACK1,RACK1,0.9880823,100.0,1.0,1.9790566472228528
GOLGA7B,GOLGA7B,0.9978844,98.8024,1.0,1.979043915436348
PLPP4,PLPP4,0.99709105,98.893,1.0,1.9789538478729272
MAPK8,MAPK8,0.9937422,99.2974,1.0,1.978889757763859
MACROH2A1,MACROH2A1,0.99237305,99.4624,1.0,1.9788587245586564
CCT2,CCT2,0.99710935,98.8785,1.0,1.9787773204518877
MED18,MED18,0.9995813,98.5577,1.0,1.9785037971940813
IKZF5,IKZF5,0.999489,98.568,1.0,1.9784898559584354
FGF18,FGF18,0.99958175,98.5507,1.0,1.9784038449669747
LHFPL4,LHFPL4,0.9976557,98.7854,1.0,1.9783974130085538
KIF5B,KIF5B,0.9987165,98.6501,1.0,1.9783140925563834
RNF38,RNF38,0.995612,99.0291,1.0,1.9783137887846152
PPP2R5A,PPP2R5A,0.9951574,99.07515000000001,1.0,1.9781777708154389
RBM26,RBM26,0.99403596,99.2056,1.0,1.9780847423193242
GPR22,GPR22,0.9988609,98.6143,1.0,1.978052584932409
GPR88,GPR88,0.9992026,98.566,1.0,1.977957848458036
NAA50,NAA50,0.9898461,99.70415,1.0,1.9778979339086042
CHMP2A,CHMP2A,0.99848485,98.6487,1.0,1.9778869195468798
CBLN4,CBLN4,0.9995947,98.5075,1.0,1.9778048713221579
SH3BGRL3,SH3BGRL3,0.99616736,98.9247,1.0,1.9777870846738579
BABAM2,BABAM2,0.98945653,99.7389,1.0,1.9777135501308982
NR2F2,NR2F2,0.98929286,99.7585,1.0,1.9777080512151926
PCSK2,PCSK2,0.99878997,98.5893,1.0,1.9775681601173578
POLR3F,POLR3F,0.99488693,99.0506,1.0,1.9773492173036402
GDF11,GDF11,0.9981787,98.64500000000001,1.0,1.9772957438508225
CNKSR2,CNKSR2,0.99299574,99.27505,1.0,1.977256520279898
PAPSS1,PAPSS1,0.9975559,98.7179,1.0,1.9772506083231598
ATP2B2,ATP2B2,0.99687636,98.7932,1.0,1.9771403172740567
SP8,SP8,0.9966907,98.8158,1.0,1.977139356000106
RAB39A,RAB39A,0.9982749,98.6175,1.0,1.9770689979310767
DYNC1H1,DYNC1H1,0.9981261,98.6334,1.0,1.9770363767702568
PDIK1L,PDIK1L,0.9893131,99.7067,1.0,1.9769981167271768
EIF2S2,EIF2S2,0.99919385,98.4985,1.0,1.9769710246670043
H2AC1,H2AC1,0.999264,98.4733,1.0,1.9767316084087914
BLCAP,BLCAP,0.9866839,100.0,1.0,1.976599565589935
ID2,ID2,0.99885345,98.5075,1.0,1.9765024458642058
ANAPC16,ANAPC16,0.9940126,99.0909,1.0,1.976392952758486
CDC40,CDC40,0.9978818,98.6183,1.0,1.976389808610179
SLC17A6,SLC17A6,0.9992234,98.4536,1.0,1.976376752189628
RRAGC,RRAGC,0.9957328,98.8778,1.0,1.9763485564287864
ATAD1,ATAD1,0.9865203,100.0,1.0,1.9763121095293337
RAP2C,RAP2C,0.9909894,99.4536,1.0,1.9763009114290015
CSNK2A2,CSNK2A2,0.9935287,99.1429,1.0,1.976291084215159
RCBTB1,RCBTB1,0.9988448,98.4934,1.0,1.9762843222416298
KIF5C,KIF5C,0.99416673,99.0596,1.0,1.9762133046877826
GJD2,GJD2,0.99918437,98.4424,1.0,1.9761469852374502
GPR27,GPR27,0.9984164,98.53550000000001,1.0,1.9761374916285193
MVB12B,MVB12B,0.9979423,98.5918,1.0,1.9761147272643393
ACVR1,ACVR1,0.98959875,99.6071,1.0,1.9760665950921958
CDH7,CDH7,0.9968147,98.7261,1.0,1.976066283838132
SLC32A1,SLC32A1,0.99962,98.3826,1.0,1.976051783804305
OSTC,OSTC,0.99180925,99.3289,1.0,1.9759467793761973
NKIRAS1,NKIRAS1,0.9990785,98.4375,1.0,1.9758904445843744
RBM18,RBM18,0.9991915,98.4211,1.0,1.9758529668466802
HSPA1B,HSP70.2,0.9990129,98.4399,1.0,1.975809721454762
PPP2R5E,PPP2R5E,0.9965374,98.7399,1.0,1.9757776567747334
NRF1,NRF1,0.99741626,98.63159999999999,1.0,1.975763235448523
MAP3K2,MAP3K2,0.99938715,98.38735,1.0,1.9757110121548433
PTBP2,PTBP2,0.99071366,99.44135,1.0,1.9756401178567609
CDC5L,CDC5L,0.99938124,98.3791,1.0,1.9755818951807096
FBXO32,FBXO32,0.9930265,99.1549,1.0,1.9755813876028152
DAZAP2,DAZAP2,0.9909788,99.4048,1.0,1.975579964545232
PLEKHF2,PLEKHF2,0.9992553,98.3936,1.0,1.9755692919760577
PRADC1,PRADC1,0.99914974,98.4043,1.0,1.9755378087776876
MEST,MEST,0.9909414,99.403,1.0,1.975488344943492
ACTG1,ACTG1,0.99679786,98.68350000000001,1.0,1.9754236022920157
EIF1,EIF1,0.9859881,100.0,1.0,1.9753769987991858
MED27,MED27,0.99378693,99.0354,1.0,1.9751976882534503
NKAIN1,NKAIN1,0.9877938,99.75845000000001,1.0,1.9750733836877585
MOSMO,MOSMO,0.9858116,100.0,1.0,1.9750668765822161
FZR1,FZR1,0.9981482,98.48425,1.0,1.974928664426506
FGF14,FGF14,0.9923647,99.1903,1.0,1.9749280323415994
PSMA5,PSMA5,0.9856961,100.0,1.0,1.9748639354147377
LSM2,LSM2,0.98569196,100.0,1.0,1.9748566611599037
HMX3,HMX3,0.99937767,98.3193,1.0,1.9747149901912306
EIF2S1,EIF2S1,0.9933884,99.0476,1.0,1.9746730250820201
EIF1AY,EIF1AY,0.9912592,99.3056,1.0,1.9746449750492714
DOCK3,DOCK3,0.9963806,98.67,1.0,1.9744961588801382
GTF2H4,GTF2H4,0.99161035,99.24334999999999,1.0,1.9743660766304705
GRIN1,GRIN1,0.9985253,98.37785,1.0,1.9740599619742332
LHX8,LHX8,0.9994073,98.2659,1.0,1.973998527606404
ACTR6,ACTR6,0.9872006,99.7475,1.0,1.9738735012179158
RAD21,RAD21,0.9980776,98.4152,1.0,1.9738108587215824
CAMK2D,CAMK2D,0.9888691,99.53059999999999,1.0,1.9736835755494604
RPLP0,RPLP0,0.98888564,99.5278,1.0,1.9736723402646783
MAP2K1,MAP2K1,0.98501587,100.0,1.0,1.9736687261476042
FGF17,FGF17,0.9983053,98.37639999999999,1.0,1.9736525391959234
RAP1B,RAP1B,0.98487365,100.0,1.0,1.9734188361663159
RAB11A,RAB11A,0.9848434,100.0,1.0,1.9733656849081669
HMGB2,HMGB2,0.994588,98.80725,1.0,1.9733217222472117
NFYA,NFYA,0.9954359,98.7002,1.0,1.9732708919505364
RNF41,RNF41,0.9873188,99.6845,1.0,1.9731745003018162
CTXND1,CTXND1,0.9985865,98.3051,1.0,1.9731204877966044
C9orf78,C9orf78,0.99884087,98.2699,1.0,1.9730608398693117
PLCXD3,PLCXD3,0.9948588,98.7539,1.0,1.9730297309546714
BCAS2,BCAS2,0.9992005,98.2222,1.0,1.9730062427015356
PRKAA2,PRKAA2,0.9994527,98.1884,1.0,1.9729629305215832
KCNC2,KCNC2,0.99811494,98.3509,1.0,1.9729510720205734
CMTM8,CMTM8,0.99876595,98.2659,1.0,1.9728716330803229
SFRP2,SFRP2,0.9970065,98.47229999999999,1.0,1.9727506392005838
SOX9,SOX9,0.998933,98.2357,1.0,1.9727305173355547
CYTH3,CYTH3,0.99877375,98.25059999999999,1.0,1.972665142987157
NRARP,NRARP,0.99873805,98.2456,1.0,1.9725304564979378
GJA1,GJA1,0.99934804,98.1675,1.0,1.972478246417165
PGGT1B,PGGT1B,0.997363,98.4085,1.0,1.9724588337289695
PTPN11,PTPN11,0.992533,98.9882,1.0,1.972315154971267
HAS3,HAS3,0.9975629,98.3725,1.0,1.972291964920597
EHD4,EHD4,0.9993652,98.1516,1.0,1.9722795673590507
AP2M1,AP2M1,0.98416513,100.0,1.0,1.9721739194911483
SEC61A1,SEC61A1,0.98405576,100.0,1.0,1.97198174914061
CLVS2,CLVS2,0.9889703,99.3884,1.0,1.971814870471558
CEBPB,CEBPB,0.99935883,98.1189,1.0,1.9717977615521438
MED7,MED7,0.9979705,98.2833,1.0,1.9717243927073627
CNNM2,CNNM2,0.99415916,98.7429,1.0,1.9716421067466063
PSMD1,PSMD1,0.99196714,99.00264999999999,1.0,1.9715288635302903
GLRA2,GLRA2,0.99459326,98.6726,1.0,1.9713931026414224
ACVR2A,ACVR2A,0.9964929,98.4405,1.0,1.9713905492706338
FZD4,FZD4,0.9996468,98.04294999999999,1.0,1.971210683418329
ORMDL3,ORMDL3,0.9943074,98.6928,1.0,1.9711815428904347
DIPK1A,DIPK1A,0.98930013,99.2991,1.0,1.9711092120211693
CHST1,CHST1,0.9994444,98.0535,1.0,1.9710068871346484
PRDM12,PRDM12,0.99356294,98.77045,1.0,1.970991003924669
SIX3,SIX3,0.99949557,98.04535000000001,1.0,1.9709795026941617
LAMTOR5,LAMTOR5,0.9834822,100.0,1.0,1.9709739661447745
PPP2R2C,PPP2R2C,0.98712254,99.5526,1.0,1.9709313742487016
GRID1,GRID1,0.9907232,99.108,1.0,1.9708593591212602
MACO1,MACO1,0.9846345,99.8494,1.0,1.9708312220558701
CHIC2,CHIC2,0.98338664,100.0,1.0,1.970806060881015
MED11,MED11,0.9973664,98.2906,1.0,1.9707680093642626
POU3F4,POU3F4,0.9992251,98.0609,1.0,1.9707280621209182
CPLX3,CPLX3,0.99884295,98.1013,1.0,1.970638029693566
CNN3,CNN3,0.99448663,98.63034999999999,1.0,1.9705976912499374
C1QL1,C1QL1,0.9991043,98.062,1.0,1.9705316395298385
ARL4D,ARL4D,0.99752134,98.25495000000001,1.0,1.9705271799965653
KCNV1,KCNV1,0.9994391,98.0044,1.0,1.9702909351495639
EMC3,EMC3,0.98622173,99.6169,1.0,1.9702739868381722
RANBP9,RANBP9,0.9993384,98.01545,1.0,1.9702730284391738
ASTN1,ASTN1,0.9989395,98.06200000000001,1.0,1.9702420749895748
FNBP1L,FNBP1L,0.9986423,98.09764999999999,1.0,1.9702329440933282
RGS7BP,RGS7BP,0.9989525,98.0545,1.0,1.970156978023674
NR4A2,NR4A2,0.9843681,99.8328,1.0,1.9701242349629
ELMOD1,ELMOD1,0.99768895,98.2036,1.0,1.9700826607114552
DDAH2,DDAH2,0.9915751,98.9474,1.0,1.9700448738517302
SLITRK2,SLITRK2,0.9993653,97.99350000000001,1.0,1.9700043925523325
GRIN2D,GRIN2D,0.9994285,97.9762,1.0,1.969866460249192
SLITRK5,SLITRK5,0.99947184,97.9705,1.0,1.9698605779963527
IER3IP1,IER3IP1,0.9828055,100.0,1.0,1.9697849593219805
