A	B	source
SIGLEC6	Siglece	only_in_union
ZNF808	Zfp11	only_in_union
SEPTIN4	Septin4	only_in_union
KCNB2	Kcnb2	only_in_union
CNKSR3	Cnksr3	only_in_union
OR7A17	Olfr57	only_in_union
OR9H1P	Olfr466	only_in_union
OR2AE1	Olfr168	only_in_union
KIFC1	Kifc5b	only_in_union
UTS2	Esp1	only_in_union
AFAP1	Ubc	only_in_union
ZNF606	2900092C05Rik	only_in_union
CLDN4	Cldn4	only_in_union
RBM23	Gm29289	only_in_union
MRGPRX2	Mrgprb2	only_in_union
ZNF607	Zfp958	only_in_union
PXDNL	Pxdn	only_in_union
IDNK	Smad6	only_in_union
ZNF679	Zfp986	only_in_union
DCD	5430401F13Rik	only_in_union
CLEC2D	Clec2e	only_in_union
NUP42	Nupl2	only_in_union
TBX10	Tbx10	only_in_union
OR51B5	Olfr66	only_in_union
OR52E4	Olfr677	only_in_union
OLR1	Klra2	only_in_union
MAGEC2	Magec2	only_in_union
ZNF878	Zfp867	only_in_union
SLFN12L	Slfn8	only_in_union
SDHA	Sdha	only_in_union
OR6V1	Olfr750	only_in_union
DNAH7	Dnah7a	only_in_union
FXYD5	Fxyd5	only_in_union
ZNF260	Gm21994	only_in_union
ANKRD7	Ankrd7	only_in_union
IGLV6-57	Igkv4-53	only_in_union
C16orf92	Fam220a	only_in_union
CADPS	Cadps	only_in_union
FGF19	Fgf22	only_in_union
OR13C8	Olfr272	only_in_union
RNASE2	Ear14	only_in_union
GBP7	Gbp7	only_in_union
HSD3B1	Hsd3b1	only_in_union
CCL16	Ccl2	only_in_union
ZNF487	Zfp866	only_in_union
RPS6	Rps6	only_in_union
FAM177B	Fam177a	only_in_union
GIMAP5	Gimap5	only_in_union
ZNF582	Gm3854	only_in_union
KLRF2	Klra8	only_in_union
CFAP92	1810020O05Rik	only_in_union
NAA11	Naa12	only_in_union
SPATA31F1	Gm12394	only_in_union
OR14I1	Olfr128	only_in_union
GIMAP6	Gimap3	only_in_union
CCL25	Gm13306	only_in_union
SLC47A2	Slc47a2	only_in_union
REG1A	Reg2	only_in_union
FCAR	Kir3dl1	only_in_union
CYP3A7	Cyp3a59	only_in_union
GLIPR1	Glipr1l2	only_in_union
UGT2B7	Ugt2b1	only_in_union
C20orf141	1700020A23Rik	only_in_union
TMPRSS11B	Tmprss11b	only_in_union
ZNF140	Zfp84	only_in_union
LPAR1	Lpar1	only_in_union
ZNF506	Zfp981	only_in_union
OR2B11	Olfr222	only_in_union
SAMD9	Samd9l	only_in_union
POLR1G	Cd3eap	only_in_union
RPS12	Rps12	only_in_union
OR8J3	Olfr1049	only_in_union
ASNSD1	Gm28551	only_in_union
ZNF600	Zfp945	only_in_union
ZNF226	Zfp882	only_in_union
OR2A14	Olfr237	only_in_union
OR1A1	Olfr403	only_in_union
KRTAP4-12	Gm11563	only_in_union
ZNF347	Zfp534	only_in_union
AQP10	Aqp7	only_in_union
H2AC14	H2al2a	only_in_union
SLC22A14	Oacyl	only_in_union
CRISP3	Crisp2	only_in_union
ZNF43	D130040H23Rik	only_in_union
HDAC1	Hdac1	only_in_union
IGHV3-15	Ighv10-1	only_in_union
SCD5	Scd4	only_in_union
GPALPP1	Gpalpp1	only_in_union
ZNF431	Zfp995	only_in_union
GTPBP6	Gtpbp6	only_in_union
SIGLEC5	Siglecf	only_in_union
MEIS3	Meis3	only_in_union
ZNF709	Zfp97	only_in_union
ZNF766	Zfp229	only_in_union
ZNF540	Zfp871	only_in_union
IGLV3-22	Igkv17-127	only_in_union
KRTAP10-6	Gm49918	only_in_union
OR4F6	Olfr1310	only_in_union
FAM110D	3110021N24Rik	only_in_union
BCAS4	Bloc1s4	only_in_union
NEURL3	Gm9955	only_in_union
MT1E	Mt3	only_in_union
CNN2	Cnn2	only_in_union
ALOX15	Alox12e	only_in_union
CT83	Tnfrsf26	only_in_union
TEX51	Flt3l	only_in_union
FDXR	Fdxr	only_in_union
FAM24A	Fam24a	only_in_union
PPDPFL	Ppdpf	only_in_union
OR2AK2	Olfr316	only_in_union
OR5F1	Olfr1134	only_in_union
CYP11B2	Cyp11b2	only_in_union
UGT1A8	Ugt1a9	only_in_union
CCL1	Ccl1	only_in_union
PILRA	Pilra	only_in_union
NAT16	Nat8l	only_in_union
VWDE	Vwde	only_in_union
GNG10	Gng10	only_in_union
HEXD	Hexdc	only_in_union
PPP4R3C	4930415L06Rik	only_in_union
HMGN2	Gm10282	only_in_union
CD1D	Cd1d2	only_in_union
SPANXN4	4921517D22Rik	only_in_union
PAGE5	Pagr1a	only_in_union
ZNF714	Gm28557	only_in_union
RPL18	Rpl18	only_in_union
CLDN22	Cldn22	only_in_union
BTNL8	Btnl10	only_in_union
NPBWR2	Npbwr1	only_in_union
KRT78	Krt88	only_in_union
TRAV36DV7	Trav7-2	only_in_union
TRAV8-6	Trav9d-2	only_in_union
GPR84	Gpr84	only_in_union
SP140L	A630001G21Rik	only_in_union
VCF1	Fam104a	only_in_union
ZNF248	Zfp993	only_in_union
ZNF19	Zfp184	only_in_union
OR1C1	Olfr351	only_in_union
NLRP7	Nlrp1a	only_in_union
COPS9	Cops9	only_in_union
AGPAT4	Agpat3	only_in_union
GCNT2	Gcnt2	only_in_union
FAM220A	Gm5475	only_in_union
LCN1	Obp2b	only_in_union
CFH	Cfh	only_in_union
ZNF713	Mrps17	only_in_union
IFNW1	Ifna11	only_in_union
KLK3	Klk13	only_in_union
ZNF557	Zfp78	only_in_union
KLLN	D930048N14Rik	only_in_union
PRR23A	Prr23a3	only_in_union
ULBP3	Raet1d	only_in_union
OR52N5	Olfr669	only_in_union
RAET1G	Ulbp1	only_in_union
SERF1B	Serf2	only_in_union
ZNF28	Zfp52	only_in_union
CYP4A45P	Cyp4a31	only_in_union
SEMG2	Gm37797	only_in_union
BEST4	Best2	only_in_union
ADGRE2	Adgre4	only_in_union
OR14K1	Olfr126	only_in_union
SPANXN3	4933409G03Rik	only_in_union
INCA1	Polr2m	only_in_union
ANKRD62	Ccdc144b	only_in_union
POLR3G	Polr3g	only_in_union
CTSV	Ctsll3	only_in_union
ZNF875	Zfp113	only_in_union
CASP3	Casp3	only_in_union
CNTNAP5	Cntnap5a	only_in_union
CIMAP1C	Odf3l1	only_in_union
FIP1L1	Fip1l1	only_in_union
ZNF585A	Zfp27	only_in_union
ZNF420	Zfp420	only_in_union
TCEAL4	Tceal6	only_in_union
H2AC12	H2ac12	only_in_union
FAAH2	Qrsl1	only_in_union
CYP3A4	Cyp3a13	only_in_union
OR5K2	Olfr173	only_in_union
MYH4	Myh4	only_in_union
SAA2	Saa1	only_in_union
FAM24B	Fam24b	only_in_union
ZNF684	Zfp868	only_in_union
PABIR3	Fam122b	only_in_union
FDCSP	Smr3a	only_in_union
ERCC6L2	Ercc6l2	only_in_union
LAMP3	Lamp3	only_in_union
CYP4F11	Cyp4f15	only_in_union
SMTNL1	P2rx3	only_in_union
ZNF331	Gm10130	only_in_union
ZNF214	Zfp959	only_in_union
ZNF614	Zfp974	only_in_union
CERS4	Alg9	only_in_union
OR2B2	Olfr1359	only_in_union
CYP2B6	Cyp2b23	only_in_union
ZNF485	Zfp9	only_in_union
MAGEB3	Mageb11	only_in_union
IFNL1	Ifnl2	only_in_union
GJA1	Gjc1	only_in_union
ZW10	Ighd5-5	only_in_union
TSBP1	Tceal5	only_in_union
ZNF254	Gm14443	only_in_union
ZNF776	Zfp90	only_in_union
C20orf203	1600014C23Rik	only_in_union
DCAF16	1700129C05Rik	only_in_union
TET2	Gm5591	only_in_union
ZNF891	Zfp68	only_in_union
WDR87	Gm35339	only_in_union
ITIH6	Cd248	only_in_union
ZNF501	Gm21060	only_in_union
ZNF75A	Zfp445	only_in_union
CASP5	Casp4	only_in_union
SPANXN2	Gm3952	only_in_union
RPS13	Rps13	only_in_union
VPREB1	Vpreb1	only_in_union
ZNF683	Zfp683	only_in_union
FPR3	Fpr3	only_in_union
ZNF845	Gm7072	only_in_union
TSPYL6	Tspyl1	only_in_union
MUC7	Prol1	only_in_union
CFL1	Cfl1	only_in_union
OR6M1	Olfr303	only_in_union
AKR1C8	Akr1c6	only_in_union
IGHV6-1	Ighv3-8	only_in_union
CEACAM1	Ceacam1	only_in_union
BTN3A2	Btnl2	only_in_union
H2AC6	H2aw	only_in_union
OR13C9	Olfr271-ps1	only_in_union
IGLV4-3	Igkv6-29	only_in_union
CLEC2B	Clec2i	only_in_union
TEX55	Gm50092	only_in_union
DHRS12	Hsd17b7	only_in_union
KRT74	Krt72	only_in_union
ZNF792	Zfp418	only_in_union
OR2J1	Olfr137	only_in_union
MTNAP1	D11Wsu47e	only_in_union
ZNF425	Zfp626	only_in_union
ZNF547	Zfp65	only_in_union
EPHB6	Ephb6	only_in_union
ANHX	Pou5f2	only_in_union
OR2AP1	Olfr767	only_in_union
CKS1B	Cks2	only_in_union
OR6B3	Olfr1414	only_in_union
DNMT3L	Dnmt3c	only_in_union
ID1	1700014B07Rik	only_in_union
ERVFRD-1	Syna	only_in_union
CYSLTR2	Cysltr2	only_in_union
ANKRD30BL	Ankrd23	only_in_union
CXCL11	Cxcl11	only_in_union
ZNF529	Zfp455	only_in_union
SCAND3	Gm21833	only_in_union
OR2S2	Olfr155	only_in_union
CD300LD	Cd300ld	only_in_union
IQCF3	Iqcf4	only_in_union
OR5T1	Olfr141	only_in_union
TSC22D4	Tsc22d4	only_in_union
ZNF445	Zfp329	only_in_union
IQCE	Iqce	only_in_union
AZGP1	H2-M9	only_in_union
ZNF605	Zfp433	only_in_union
HYI	Hyi	only_in_union
TIMM8A	Timm8a1	only_in_union
FRMD1	Myo15b	only_in_union
OR6C2	Olfr791	only_in_union
OR5K1	Olfr177	only_in_union
RNF187	Rnf187	only_in_union
CCDC183	Ccdc183	only_in_union
ENTPD4	Entpd4	only_in_union
ZIK1	Zfp934	only_in_union
TRBV24-1	Trbv13-2	only_in_union
GARIN5B	Fam71e2	only_in_union
ZNF616	Zfp760	only_in_union
NTAN1	Ntan1	only_in_union
ATAD3A	Atad3a	only_in_union
SPATA31H1	Gm597	only_in_union
PPP1R14B	Ppp1r14b	only_in_union
FCRL1	Fcrl1	only_in_union
GSTM5	Gstm4	only_in_union
AGTR1	Agtr1b	only_in_union
OR1E2	Olfr161	only_in_union
PRRT1B	Gm13420	only_in_union
ZNF793	Zfp12	only_in_union
DTWD2	Dtwd2	only_in_union
ZNF707	Zfp707	only_in_union
OR1D2	Olfr412	only_in_union
TEX13D	Tex13c1	only_in_union
IGSF22	Obsl1	only_in_union
KRTAP13-4	2310061N02Rik	only_in_union
CCDC30	Gm8279	only_in_union
NUGGC	Nuggc	only_in_union
MDP1	Mdp1	only_in_union
TARS3	Tarsl2	only_in_union
CXCL1	Cxcl2	only_in_union
CCDC7	Ccdc7b	only_in_union
RHOXF1	Rhox10	only_in_union
CMTM1	Gm45711	only_in_union
URAD	Urad	only_in_union
OR3A3	Olfr399	only_in_union
MUC1	Cd24a	only_in_union
CCDC63	Ccdc63	only_in_union
DYNAP	Gm36255	only_in_union
CYP3A5	Cyp3a11	only_in_union
CYP2A23	Cyp2a4	only_in_union
ZNF461	Zfp566	only_in_union
SPINT4	Spint5	only_in_union
DEFB1	Defb1	only_in_union
GBP3	Gbp2b	only_in_union
OR2T10	Olfr721-ps1	only_in_union
GUSB	Gusb	only_in_union
OPRPN	Smr2	only_in_union
OR2A2	Olfr437	only_in_union
C12orf42	1700012B07Rik	only_in_union
RPS20	Rps20	only_in_union
H2BK1	H2bu2	only_in_union
ZNF85	Zfp72	only_in_union
MAGEB10	Magea5	only_in_union
DNAJA1	Dnaja1	only_in_union
SLFN12	Slfn3	only_in_union
PEBP1	Pebp1	only_in_union
CST5	Cst10	only_in_union
OR2W3	Olfr317	only_in_union
ZP4	Zp3	only_in_union
PNMA6E	Gm18336	only_in_union
MYOCOS	Inca1	only_in_union
PRAC1	Phxr2	only_in_union
GAL3ST2	Gal3st2b	only_in_union
CTSD	Gm49369	only_in_union
TRIM77	Trim43c	only_in_union
FAM111B	Fam111a	only_in_union
OR6C4	Olfr820	only_in_union
CYP2D8	Cyp2d11	only_in_union
KHSRP	Khsrp	only_in_union
OR4K17	Olfr1297	only_in_union
TRBV16	Trbv26	only_in_union
SCGB1D1	Scgb2b27	only_in_union
CLEC1B	Clec12b	only_in_union
TKTL1	Tktl2	only_in_union
RBMX	Rbmx	only_in_union
OR6F1	Olfr308	only_in_union
ZNF550	Zfp7	only_in_union
HLA-F	H2-Q7	only_in_union
REEP6	Reep6	only_in_union
SERPINB9	Serpinb6b	only_in_union
FAM9A	Rhox8	only_in_union
REG3A	Reg3a	only_in_union
CSKMT	Vwa1	only_in_union
OR5A2	Olfr1438-ps1	only_in_union
MEF2B	Borcs8	only_in_union
OR4A5	Olfr1238	only_in_union
ZNF880	Zfp874b	only_in_union
KISS1	Hrc	only_in_union
ZNF415	Zfp984	only_in_union
ZNF285	Zfp109	only_in_union
ZNF500	Mzf1	only_in_union
ZNF559	Zfp558	only_in_union
REG3G	Reg3d	only_in_union
ZNF595	Zfp873	only_in_union
DNAJC4	Dnajc30	only_in_union
SLC22A11	Slc22a30	only_in_union
OR11L1	Olfr738	only_in_union
LILRB5	Pirb	only_in_union
CLEC4E	Cd209a	only_in_union
SERHL2	Serhl	only_in_union
GCAT	Gcat	only_in_union
TRIM75	Rfpl4	only_in_union
UQCC6	1190007I07Rik	only_in_union
TSPAN19	Cd37	only_in_union
ZNF674	Gm12258	only_in_union
KDM5D	Kdm5c	only_in_union
SSTR5	Sstr3	only_in_union
MRGPRX1	Mrgpra9	only_in_union
CCL26	Ccl26	only_in_union
ODF4	Odf4	only_in_union
C5orf58	4930469K13Rik	only_in_union
TRGV9	Trgv5	only_in_union
KRT86	Krt83	only_in_union
TMEM221	A930007A09Rik	only_in_union
NAIP	Naip6	only_in_union
PRR13	Prr13	only_in_union
DUT	Dut	only_in_union
C11orf21	4930564D02Rik	only_in_union
OSTC	Ostc	only_in_union
TP53AIP1	9930022D16Rik	only_in_union
H2BW2	H2bl1	only_in_union
IGKV5-2	Igkv6-13	only_in_union
MRGPRX4	Mrgprb4	only_in_union
FBN3	Agrn	only_in_union
TMEM202	Tmem202	only_in_union
KIRREL1	Kirrel	only_in_union
ZNF556	Zfp422	only_in_union
SMIM27	Smim27	only_in_union
PAEP	Lcn2	only_in_union
SLC37A3	Slc37a3	only_in_union
BTN3A3	Cd276	only_in_union
ZNF585B	Zfp617	only_in_union
CD1C	Cd1d1	only_in_union
SATL1	Skint5	only_in_union
TAS2R8	Tas2r104	only_in_union
CYP3A43	Cyp3a16	only_in_union
TRAV8-7	Trav17	only_in_union
POLR3GL	Polr3gl	only_in_union
LCN15	Lcn5	only_in_union
TMEM196	Tmem196	only_in_union
RPL5	Rpl5	only_in_union
FCRL6	Fcrl6	only_in_union
SP100	Sp100	only_in_union
PLSCR2	Plscr1	only_in_union
MRGPRX3	Mrgprx1	only_in_union
DCAF4L2	Dcaf12l1	only_in_union
RNF181	Rnf165	only_in_union
SMCP	Smcp	only_in_union
SMAD9	Smad9	only_in_union
TREM1	Trem3	only_in_union
CNOT7	Cnot7	only_in_union
CTRC	Cela3a	only_in_union
ZNF850	Gm14325	only_in_union
PDCD6IP	Pdcd6ip	only_in_union
TAAR6	Taar6	only_in_union
MEP1A	Mep1a	only_in_union
IGFL3	Igfl3	only_in_union
ZNF112	Zfp108	only_in_union
CXCL8	Cxcl1	only_in_union
USP26	Usp26	only_in_union
HNRNPA1	Hnrnpa1	only_in_union
OR4X2	Olfr1269	only_in_union
SPINK9	Spink2	only_in_union
LACRT	Glycam1	only_in_union
FOXL2NB	Gm10277	only_in_union
FUNDC1	Fundc1	only_in_union
ZNF30	Zfp780b	only_in_union
CSN1S1	Csn1s2b	only_in_union
ZNF44	Zfp345	only_in_union
KCMF1	Kcmf1	only_in_union
HTR1E	Htr1f	only_in_union
IGKV1-27	Igkv15-103	only_in_union
ZNF546	Zfp712	only_in_union
CRYGD	Crygd	only_in_union
DDX43	Ddx43	only_in_union
TRBV7-2	Trbv16	only_in_union
OR6Y1	Olfr414	only_in_union
MCF2L2	Ect2l	only_in_union
OR4D9	Olfr1427	only_in_union
OR9G1	Olfr1016	only_in_union
COL10A1	Col10a1	only_in_union
ZNF555	Zfp948	only_in_union
PHF11	Phf11c	only_in_union
ZNF460	Zfp772	only_in_union
PJA1	Proca1	only_in_union
OR14A2	Olfr305	only_in_union
CCDC121	4930548H24Rik	only_in_union
TEX22	BC030500	only_in_union
ZNF892	Rslcan18	only_in_union
OR5D14	Olfr1162	only_in_union
OR9G4	Olfr1006	only_in_union
ZSCAN4	Zscan4-ps2	only_in_union
HMGB2	Hmgb1	only_in_union
RPL30	Rpl30	only_in_union
RTL1	Rtl1	only_in_union
OR1M1	Olfr24	only_in_union
CIMIP2B	Fam166b	only_in_union
ZNF589	Zfp773	only_in_union
ZNF268	Zfp160	only_in_union
MSMB	Tdgf1	only_in_union
SAFB2	Safb	only_in_union
RPL19	Rpl19	only_in_union
CSNK1A1	Csnk1a1	only_in_union
SP140	C130026I21Rik	only_in_union
STARD9	Stard9	only_in_union
OR52A1	Olfr243	only_in_union
PPP1R2C	Ppp1r2	only_in_union
MAGEB6B	Mageb4	only_in_union
DUS4L	Bcap29	only_in_union
RPS4Y1	Rps4x	only_in_union
