A	B	source
TMEM255B	Tmem255b	only_in_union
RNU6-282P	Gm23104	only_in_union
MIR218-1	Mir218-1	only_in_union
FAM228B	Fam228b	only_in_union
RNU6-1294P	Gm25008	only_in_union
OR5W2	Or5w8	only_in_union
JAK2	Jak2	only_in_union
IL31RA	Il31ra	only_in_union
RNU6-302P	Gm24678	only_in_union
OR10J3	Or10j3	only_in_union
RNU6-542P	Gm25897	only_in_union
PLAU	Plau	only_in_union
CCND2	Ccnd2	only_in_union
SNORD49A	Snord49a	only_in_union
ZNF354B	Zfp354b	only_in_union
MIR133A1	Mir133a-1	only_in_union
LILRA2	Pira1	only_in_union
SEC61B	Sec61b	only_in_union
ZNF569	Zfp74	only_in_union
LGALS2	Lgals2	only_in_union
PRKAG1	Prkag1	only_in_union
DOK4	Dok4	only_in_union
BPI	Bpi	only_in_union
BBLN	Bbln	only_in_union
EOGT	Eogt	only_in_union
CSNK1D	Csnk1d	only_in_union
RNU5A-2P	Gm24043	only_in_union
LANCL2	Lancl2	only_in_union
MTERF3	Mterf3	only_in_union
SSH1	Ssh1	only_in_union
OR5AS1	Or5as1	only_in_union
ATP5ME	Atp5me	only_in_union
AMDHD1	Amdhd1	only_in_union
PHF12	Phf12	only_in_union
UGP2	Ugp2	only_in_union
FGF11	Fgf11	only_in_union
SPATA31A3	Spata31	only_in_union
TBC1D16	Tbc1d16	only_in_union
RTTN	Rttn	only_in_union
SAFB	Safb	only_in_union
SS18	Ss18	only_in_union
PSEN1	Psen1	only_in_union
OR52E6	Or52e8b	only_in_union
CEACAM20	Ceacam20	only_in_union
PATJ	Patj	only_in_union
PCDHGA4	Pcdhga4	only_in_union
SPTAN1	Sptan1	only_in_union
CCK	Cck	only_in_union
GCNT3	Gcnt3	only_in_union
DYNC2I1	Dync2i1	only_in_union
AZGP1	Azgp1	only_in_union
RPL35	Rpl35	only_in_union
NSG2	Nsg2	only_in_union
FLVCR1	Flvcr1	only_in_union
FUBP1	Fubp1	only_in_union
RNU6-421P	Gm26403	only_in_union
RN7SKP1	Gm55256	only_in_union
PLA2G2A	Pla2g2a	only_in_union
OR51A7	Or51a7	only_in_union
DPEP2	Dpep2	only_in_union
MIR19B2	Mir19b-2	only_in_union
NRK	Nrk	only_in_union
FTSJ3	Ftsj3	only_in_union
ABCA3	Abca3	only_in_union
RNU6-41P	Gm22950	only_in_union
CDH16	Cdh16	only_in_union
RNU1-17P	Gm23021	only_in_union
ABAT	Abat	only_in_union
TBX5	Tbx5	only_in_union
SDHA	Sdha	only_in_union
POU6F2	Pou6f2	only_in_union
HEATR1	Heatr1	only_in_union
RNF17	Rnf17	only_in_union
RN7SKP36	Gm55394	only_in_union
SNORD18C	Gm22455	only_in_union
RNU6-1006P	Gm22929	only_in_union
ATP5F1A	Atp5f1a	only_in_union
MIR206	Mir206	only_in_union
CRISP2	Crisp2	only_in_union
OR51G2	Or51g2	only_in_union
PRND	Prnd	only_in_union
NIPAL4	Nipal4	only_in_union
MIR370	Mir370	only_in_union
MAP3K15	Map3k15	only_in_union
RNU6-1227P	Gm24686	only_in_union
RNF126	Rnf126	only_in_union
RB1CC1	Rb1cc1	only_in_union
OR52L1	Or52l1	only_in_union
PCMTD2	Pcmtd2	only_in_union
ADH4	Adh4	only_in_union
MIR412	Mir412	only_in_union
SMIM17	Smim17	only_in_union
ASDURF	Asdurf	only_in_union
KCTD21	Kctd21	only_in_union
PNMA8C	Pnma8c	only_in_union
MIR205	Mir205	only_in_union
RIBC2	Ribc2	only_in_union
RNU6-788P	Gm23241	only_in_union
HEXA	Hexa	only_in_union
RNU1-109P	Gm24446	only_in_union
AGO3	Ago3	only_in_union
RBKS	Rbks	only_in_union
MAOA	Maoa	only_in_union
RSBN1L	Rsbn1l	only_in_union
ABCA8	Abca8b	only_in_union
HSD11B2	Hsd11b2	only_in_union
MIR23A	Mir23a	only_in_union
PPP1R3E	Ppp1r3e	only_in_union
ZNF771	Zfp771	only_in_union
MIR488	Mir488	only_in_union
OR2Y1	Or2y1d	only_in_union
PAK1	Pak1	only_in_union
SEPTIN10	Septin10	only_in_union
RNU6-1323P	Gm22345	only_in_union
OR5M9	Or5m9	only_in_union
MAP1B	Map1b	only_in_union
IGHV3-11	Ighv6-7	only_in_union
ARHGAP42	Arhgap42	only_in_union
PARVB	Parvb	only_in_union
H2AC8	H2ac10	only_in_union
APOH	Apoh	only_in_union
CHD5	Chd5	only_in_union
CMTM1	Cmtm1	only_in_union
SERPING1	Serping1	only_in_union
MIR375	Mir375	only_in_union
SELE	Sele	only_in_union
GPRASP3	Bhlhb9	only_in_union
ASF1B	Asf1b	only_in_union
CLK4	Clk4	only_in_union
SPAG5	Spag5	only_in_union
AGPAT5	Agpat5	only_in_union
AHRR	Ahrr	only_in_union
GYG1	Gyg1	only_in_union
RNF113B	Rnf113a1	only_in_union
DUSP10	Dusp10	only_in_union
GNA13	Gna13	only_in_union
ADAM10	Adam10	only_in_union
MPL	Mpl	only_in_union
UCP2	Ucp2	only_in_union
FAM47E	Fam47e	only_in_union
SNORD95	Gm25296	only_in_union
TNS3	Tns3	only_in_union
RNU2-44P	Gm23887	only_in_union
RNU6-650P	Gm55662	only_in_union
H2AC19	H2ac19	only_in_union
WNT2	Wnt2	only_in_union
PTCD1	Ptcd1	only_in_union
PABPC1L2B	Pabpc1l2b	only_in_union
RN7SKP247	Gm56084	only_in_union
RNU6-627P	Gm26166	only_in_union
TTLL12	Ttll12	only_in_union
GIMAP7	Gimap7	only_in_union
ABHD4	Abhd4	only_in_union
GK	Gk	only_in_union
MTOR	Mtor	only_in_union
PRSS27	Prss27	only_in_union
SPATA22	Spata22	only_in_union
SENP7	Senp7	only_in_union
RNU6-107P	Gm25563	only_in_union
ERICH6B	Erich6b	only_in_union
ATP5F1E	Atp5f1e	only_in_union
CBL	Cbl	only_in_union
PPA2	Ppa2	only_in_union
DIMT1	Dimt1	only_in_union
TIPRL	Tiprl	only_in_union
KCNC1	Kcnc1	only_in_union
ADGRF4	Adgrf4	only_in_union
SAMTOR	Bmt2	only_in_union
SNORD113-3	Gm24564	only_in_union
EPN3	Epn3	only_in_union
NHSL1	Nhsl1	only_in_union
FAM246B	Fam246a	only_in_union
TSHZ1	Tshz1	only_in_union
PLXND1	Plxnd1	only_in_union
CYP4F2	Cyp4f15	only_in_union
GRK5	Grk5	only_in_union
CARMIL1	Carmil1	only_in_union
KRTAP5-5	Krtap5-1	only_in_union
SNORD14C	Snord14c	only_in_union
NTAN1	Ntan1	only_in_union
CRTC1	Crtc1	only_in_union
RPS19BP1	Rps19bp1	only_in_union
TMEM120B	Tmem120b	only_in_union
ESYT3	Esyt3	only_in_union
PARP9	Parp9	only_in_union
APH1A	Aph1a	only_in_union
SIPA1L3	Sipa1l3	only_in_union
ELOVL5	Elovl5	only_in_union
GLB1L	Glb1l	only_in_union
MYL4	Myl4	only_in_union
NR2E1	Nr2e1	only_in_union
NUPR1	Nupr1	only_in_union
TMEM150B	Tmem150b	only_in_union
PRR5L	Prr5l	only_in_union
MIR34C	Mir34c	only_in_union
GNS	Gns	only_in_union
NRAS	Nras	only_in_union
GSPT2	Gspt2	only_in_union
MIR150	Mir150	only_in_union
ATP6V1B1	Atp6v1b1	only_in_union
SEMA3C	Sema3c	only_in_union
SNORA35B	Gm25107	only_in_union
PDE7A	Pde7a	only_in_union
DPP7	Dpp7	only_in_union
IGHV2-5	Ighv8-6	only_in_union
STBD1	Stbd1	only_in_union
CPNE9	Cpne9	only_in_union
SLC27A5	Slc27a5	only_in_union
FBLN2	Fbln2	only_in_union
NPR1	Npr1	only_in_union
CDKN2AIPNL	Cdkn2aipnl	only_in_union
VWA3B	Vwa3b	only_in_union
IBA57	Iba57	only_in_union
PSMD5	Psmd5	only_in_union
PCDHGC3	Pcdhgc3	only_in_union
TMPRSS15	Tmprss15	only_in_union
KALRN	Kalrn	only_in_union
ZP1	Zp1	only_in_union
RHBDL3	Rhbdl3	only_in_union
ARNT2	Arnt2	only_in_union
RNU6-374P	Gm25390	only_in_union
COASY	Coasy	only_in_union
MACROD2	Macrod2	only_in_union
IVD	Ivd	only_in_union
RCOR1	Rcor1	only_in_union
RNU2-37P	Gm22973	only_in_union
KPNA4	Kpna4	only_in_union
UBAP2	Ubap2	only_in_union
TRIM61	Trim61	only_in_union
DDX39B	Ddx39b	only_in_union
RNU1-155P	Gm22177	only_in_union
FABP9	Fabp9	only_in_union
RAB5A	Rab5a	only_in_union
LILRA5	Lilra5	only_in_union
SCO1	Sco1	only_in_union
PITPNA	Pitpna	only_in_union
ABHD12	Abhd12	only_in_union
MIR17	Mir17	only_in_union
SIMC1	Simc1	only_in_union
SNORD115-47	Gm22496	only_in_union
CDC42BPB	Cdc42bpb	only_in_union
TMOD3	Tmod3	only_in_union
RNU6-811P	Gm23097	only_in_union
TMEM276-ZFTRAF1	Gm57852	only_in_union
RN7SKP179	Gm55584	only_in_union
IFITM3	Ifitm3	only_in_union
ARL5A	Arl5a	only_in_union
NFATC3	Nfatc3	only_in_union
RNU6-185P	Gm55060	only_in_union
RNU6-346P	Gm55659	only_in_union
UBE2Z	Ube2z	only_in_union
SNORA21	Snora21	only_in_union
METTL13	Mettl13	only_in_union
SNORD25	Gm25855	only_in_union
TMEM210	Tmem210	only_in_union
RNU6-1270P	Gm54461	only_in_union
FAM114A2	Fam114a2	only_in_union
FLT1	Flt1	only_in_union
MIR299	Mir299a	only_in_union
SERPINA7	Serpina7	only_in_union
MAN2A2	Man2a2	only_in_union
RNU2-66P	Gm25475	only_in_union
ALDH1A2	Aldh1a2	only_in_union
RNU6-1087P	Gm26091	only_in_union
RCCD1	Rccd1	only_in_union
PFKL	Pfkl	only_in_union
TLCD3A	Tlcd3a	only_in_union
OXTR	Oxtr	only_in_union
RNU6-1127P	Gm23341	only_in_union
RNU6-1137P	Gm54928	only_in_union
PDGFC	Pdgfc	only_in_union
SNORD54	Gm24016	only_in_union
LAIR1	Lair1	only_in_union
KRT79	Krt79	only_in_union
H2BC26	H2bc26	only_in_union
TRPM2	Trpm2	only_in_union
GARRE1	Garre1	only_in_union
ARHGEF16	Arhgef16	only_in_union
PFN4	Pfn4	only_in_union
RNU6-775P	Gm25578	only_in_union
FAM222B	Fam222b	only_in_union
PCDHB13	Pcdhb16	only_in_union
CCND1	Ccnd1	only_in_union
RNU6-772P	Gm24737	only_in_union
MIR490	Mir490	only_in_union
HLA-DOB	H2-Ob	only_in_union
SNORA16B	Gm23454	only_in_union
RN7SKP233	Gm55198	only_in_union
ITGAD	Itgad	only_in_union
DNAAF9	Dnaaf9	only_in_union
CXCL6	Cxcl5	only_in_union
RNU6-929P	Gm26253	only_in_union
DMGDH	Dmgdh	only_in_union
SNORD27	Gm24452	only_in_union
LY6G6D	Ly6g6d	only_in_union
SURF1	Surf1	only_in_union
SNORA63B	Gm24201	only_in_union
OXLD1	Oxld1	only_in_union
FAAH	Faah	only_in_union
DGUOK	Dguok	only_in_union
ACOX1	Acox1	only_in_union
RNU6-10P	Gm25101	only_in_union
NKIRAS2	Nkiras2	only_in_union
CSF2RB	Csf2rb	only_in_union
KANK3	Kank3	only_in_union
NEK6	Nek6	only_in_union
ENGASE	Engase	only_in_union
SNORA19	Snora19	only_in_union
U3	Gm22152	only_in_union
COG3	Cog3	only_in_union
ZNF570	Zfp39	only_in_union
SNORD104	Snord104	only_in_union
NBAS	Nbas	only_in_union
RNU6-1186P	Gm25895	only_in_union
MIR219A2	Mir219a-2	only_in_union
B3GNT8	B3gnt8	only_in_union
RN7SKP56	Gm54681	only_in_union
SAMD8	Samd8	only_in_union
GALNTL5	Galntl5	only_in_union
FHIP1B	Fhip1b	only_in_union
COL16A1	Col16a1	only_in_union
POLD4	Pold4	only_in_union
REN	Ren1	only_in_union
SNORD114-22	Gm25854	only_in_union
VWCE	Vwce	only_in_union
ETFRF1	Etfrf1	only_in_union
SMIM32	Smim32	only_in_union
OR4F3	Or4f7	only_in_union
MIR502	Mir500	only_in_union
COL15A1	Col15a1	only_in_union
OR10G4	Or10g9b	only_in_union
CWC22	Cwc22	only_in_union
AP3M2	Ap3m2	only_in_union
NRDC	Nrdc	only_in_union
EPB41L3	Epb41l3	only_in_union
AFMID	Afmid	only_in_union
RNU6-433P	Gm26065	only_in_union
NAA20	Naa20	only_in_union
KLF6	Klf6	only_in_union
ZNF474	Zfp474	only_in_union
IGHV3-38	Ighv11-1	only_in_union
LIFR	Lifr	only_in_union
MYH6	Myh6	only_in_union
PSMD1	Psmd1	only_in_union
RPL35A	Rpl35a	only_in_union
FAM237B	Fam237b	only_in_union
MIR335	Mir335	only_in_union
SPTLC1	Sptlc1	only_in_union
ATG13	Atg13	only_in_union
STK38	Stk38	only_in_union
RNU6-294P	Gm56187	only_in_union
SNORA23	Snora23	only_in_union
TBX18	Tbx18	only_in_union
RNU2-46P	Gm23345	only_in_union
ACE	Ace	only_in_union
S1PR2	S1pr2	only_in_union
CDH3	Cdh3	only_in_union
SNORD18A	Gm23344	only_in_union
TBC1D5	Tbc1d5	only_in_union
KLK12	Klk12	only_in_union
WARS1	Wars1	only_in_union
ARHGAP30	Arhgap30	only_in_union
SIN3A	Sin3a	only_in_union
FOXJ3	Foxj3	only_in_union
MEIOC	Meioc	only_in_union
VKORC1	Vkorc1	only_in_union
COX6B1	Cox6b1	only_in_union
LTF	Ltf	only_in_union
RNU6-320P	Gm25875	only_in_union
TRIO	Trio	only_in_union
RNU6-428P	Gm22067	only_in_union
SRP68	Srp68	only_in_union
CSNK2A2IP	Csnk2a2ip	only_in_union
OR13C3	Or13c3	only_in_union
OR13A1	Or13a1	only_in_union
ST3GAL5	St3gal5	only_in_union
NAPSA	Napsa	only_in_union
FLVCR2	Flvcr2	only_in_union
TSGA10IP	Tsga10ip	only_in_union
ACTN1	Actn1	only_in_union
MIR191	Gm55600	only_in_union
TRAV5	Trav3-1	only_in_union
SCN2A	Scn2a	only_in_union
OR4N4	Or4n4	only_in_union
STXBP2	Stxbp2	only_in_union
DPP10	Dpp10	only_in_union
RNU4-63P	Gm55544	only_in_union
MMP11	Mmp11	only_in_union
SNORD88C	Gm26247	only_in_union
SIL1	Sil1	only_in_union
FAHD2A	Fahd2a	only_in_union
PLXNB3	Plxnb3	only_in_union
DPF2	Dpf2	only_in_union
GFPT2	Gfpt2	only_in_union
FANCA	Fanca	only_in_union
CIMAP3	Cimap3	only_in_union
CCDC200	Ccdc200	only_in_union
IFNL2	Ifnl3	only_in_union
RHOBTB1	Rhobtb1	only_in_union
CAPN2	Capn2	only_in_union
TJAP1	Tjap1	only_in_union
RNU6-492P	Gm22633	only_in_union
RNU6-1299P	Gm26206	only_in_union
OTOA	Otoa	only_in_union
TPM2	Tpm2	only_in_union
MN1	Mn1	only_in_union
SLC16A12	Slc16a12	only_in_union
WDR19	Wdr19	only_in_union
RN7SKP66	Gm55779	only_in_union
ZFR2	Zfr2	only_in_union
RNU6-1096P	Gm55125	only_in_union
UBE3D	Ube3d	only_in_union
BTBD19	Btbd19	only_in_union
RNU6-867P	Gm24925	only_in_union
FBXO43	Fbxo43	only_in_union
RN7SKP112	Gm55251	only_in_union
RNU6-78P	Gm24131	only_in_union
FOXA1	Foxa1	only_in_union
RNU4-74P	Gm25289	only_in_union
DNAI7	Dnai7	only_in_union
CAMKMT	Camkmt	only_in_union
PRTG	Prtg	only_in_union
C1orf105	4930558K02Rik	only_in_union
ANXA4	Anxa4	only_in_union
RDX	Rdx	only_in_union
DNAH10	Dnah10	only_in_union
CYLC1	Cylc1	only_in_union
ZNF627	Zfp872	only_in_union
HEXD	Hexd	only_in_union
ARHGAP28	Arhgap28	only_in_union
EHD2	Ehd2	only_in_union
RNU1-46P	Gm22042	only_in_union
NEIL3	Neil3	only_in_union
SNORD42A	Snord42a	only_in_union
RNU4-87P	Gm25284	only_in_union
TMEM275	Tmem275	only_in_union
PRAMEF6	Pramel31	only_in_union
ZFR	Zfr	only_in_union
NOTCH2	Notch2	only_in_union
KCNB1	Kcnb1	only_in_union
PDE6A	Pde6a	only_in_union
VAX2	Vax2	only_in_union
LEFTY1	Lefty1	only_in_union
SSH2	Ssh2	only_in_union
CCNDBP1	Ccndbp1	only_in_union
SKIC3	Skic3	only_in_union
ARFGEF2	Arfgef2	only_in_union
RNU1-115P	Gm25513	only_in_union
PAN3	Pan3	only_in_union
RN7SKP251	Gm54631	only_in_union
RNU6-131P	Gm25637	only_in_union
RNU2-54P	Gm23206	only_in_union
RN7SKP296	Gm54916	only_in_union
CDKL1	Cdkl1	only_in_union
MACROH2A2	Macroh2a2	only_in_union
RGL2	Rgl2	only_in_union
CCDC97	Ccdc97	only_in_union
SMC1B	Smc1b	only_in_union
MIR199A2	Mir199a-2	only_in_union
MIR345	Mir345	only_in_union
DVL3	Dvl3	only_in_union
COMP	Comp	only_in_union
ARHGAP9	Arhgap9	only_in_union
H3C1	H3c8	only_in_union
MSH3	Msh3	only_in_union
SPATA31F3	Spata31f3	only_in_union
ZNF653	Zfp653	only_in_union
PEDS1	Peds1	only_in_union
RNU2-11P	Gm26256	only_in_union
MIR148B	Mir148b	only_in_union
LAMC1	Lamc1	only_in_union
CCL15	Ccl6	only_in_union
ATP5MF	Atp5mf	only_in_union
METTL15	Mettl15	only_in_union
MIR186	Mir186	only_in_union
PLEKHG4	Plekhg4	only_in_union
HEATR4	Heatr4	only_in_union
PEX10	Pex10	only_in_union
LSS	Lss	only_in_union
RNU6-789P	Gm24382	only_in_union
SNORD94	Snord94	only_in_union
MZB1	Mzb1	only_in_union
USP46	Usp46	only_in_union
CCR8	Ccr8	only_in_union
MIR501	Mir501	only_in_union
MIR200C	Mir200c	only_in_union
CHRNE	Chrne	only_in_union
RNU1-42P	Gm25682	only_in_union
AKR1B1	Akr1b1	only_in_union
DCBLD1	Dcbld1	only_in_union
SLX9	Slx9	only_in_union
DAB2IP	Dab2ip	only_in_union
OR2L5	Or2l5	only_in_union
CLEC12B	Clec12b	only_in_union
ME3	Me3	only_in_union
PLCD4	Plcd4	only_in_union
FYCO1	Fyco1	only_in_union
IGHV6-1	Ighv3-3	only_in_union
FAR1	Far1	only_in_union
GALNT14	Galnt14	only_in_union
PRKCD	Prkcd	only_in_union
CES1	Ces1d	only_in_union
ELAVL2	Elavl2	only_in_union
ARHGAP29	Arhgap29	only_in_union
ZNF475	1700034E13Rik	only_in_union
PDE8A	Pde8a	only_in_union
CPLX2	Cplx2	only_in_union
PRPS1	Prps1	only_in_union
OXCT2	Oxct2b	only_in_union
MIR208B	Mir208b	only_in_union
UTP14C	Utp14b	only_in_union
RNU6-279P	Gm25269	only_in_union
AKAP14	Akap14	only_in_union
RNU6-955P	Gm22572	only_in_union
KRT7	Krt7	only_in_union
FCGR1A	Fcgr1	only_in_union
UBR1	Ubr1	only_in_union
CISD2	Cisd2	only_in_union
SNORD79	Gm50452	only_in_union
HAPSTR1	Hapstr1	only_in_union
GARIN1A	Garin1a	only_in_union
TMEM63C	Tmem63c	only_in_union
CD200R1	Cd200r1	only_in_union
VPREB1	Vpreb1b	only_in_union
SAFB2	Safb2	only_in_union
STYK1	Styk1	only_in_union
RNU4-11P	Gm56427	only_in_union
COPS7A	Cops7a	only_in_union
PRSS33	Prss33	only_in_union
EIF4A1	Eif4a1	only_in_union
DNAJB14	Dnajb14	only_in_union
PNPLA5	Pnpla5	only_in_union
ABCC1	Abcc1	only_in_union
GRK2	Grk2	only_in_union
DPY19L4	Dpy19l4	only_in_union
OR51C1P	Or51f23b	only_in_union
PCDHB2	Pcdhb2	only_in_union
TLX1	Tlx1	only_in_union
RN7SKP67	Gm54708	only_in_union
GSK3A	Gsk3a	only_in_union
CFAP144	Cfap144	only_in_union
RNU6-621P	Gm55032	only_in_union
TENT4A	Tent4a	only_in_union
HSPB8	Hspb8	only_in_union
GATA6	Gata6	only_in_union
VSTM5	Vstm5	only_in_union
TMEM126B	Tmem126b	only_in_union
OASL	Oasl1	only_in_union
ACTG1	Actg1	only_in_union
UBE2D2	Ube2d2a	only_in_union
SERPINA6	Serpina6	only_in_union
MIR491	Mir491	only_in_union
PPIL1	Ppil1	only_in_union
COL28A1	Col28a1	only_in_union
OR5M1	Or5m10b	only_in_union
SMAD5	Smad5	only_in_union
PPARA	Ppara	only_in_union
CYP27B1	Cyp27b1	only_in_union
HBQ1	Hbq1a	only_in_union
VPS13D	Vps13d	only_in_union
IQCH	Iqch	only_in_union
OR10G3	Or10g3	only_in_union
CIST1	Gm3336	only_in_union
RNU6-991P	Gm22733	only_in_union
PRDM6	Prdm6	only_in_union
SNORD8	Snord8	only_in_union
MPZL3	Mpzl3	only_in_union
MTG1	Mtg1	only_in_union
OR51T1	Or51t4	only_in_union
OR5AK3P	Or5ak24	only_in_union
GPX3	Gpx3	only_in_union
QTRT1	Qtrt1	only_in_union
LEMD2	Lemd2	only_in_union
TCEAL3	Tceal3	only_in_union
RN7SKP130	Gm55036	only_in_union
ARAP2	Arap2	only_in_union
UNC93A	Unc93a2	only_in_union
KCNE1	Kcne1	only_in_union
FAM227A	Fam227a	only_in_union
SPATA31D1	Spata31d1a	only_in_union
ZNF354A	Zfp354a	only_in_union
COPG1	Copg1	only_in_union
RNU6-7	Gm24859	only_in_union
ZNF233	Zfp93	only_in_union
MIR193B	Mir193b	only_in_union
PTPN4	Ptpn4	only_in_union
RNU6-155P	Gm24901	only_in_union
MIRLET7A3	Mirlet7c-2	only_in_union
RNU6-967P	Gm23535	only_in_union
MIRLET7A1	Mirlet7a-1	only_in_union
PCDHB3	Pcdhb3	only_in_union
HLA-DMA	H2-DMa	only_in_union
MMP14	Mmp14	only_in_union
OR4C15	Or4c15b	only_in_union
BTG4	Btg4	only_in_union
SLC17A6	Slc17a6	only_in_union
LZTS2	Lzts2	only_in_union
PKP2	Pkp2	only_in_union
CFAP96	Cfap96	only_in_union
H2AC1	H2ac1	only_in_union
GNG2	Gng2	only_in_union
LHX8	Lhx8	only_in_union
OR11L1	Or11l3	only_in_union
RNVU1-34	Gm23099	only_in_union
CFB	Cfb	only_in_union
PSMD12	Psmd12	only_in_union
OSBPL8	Osbpl8	only_in_union
KRTAP10-11	Krtap10-28	only_in_union
RNU4-58P	Gm25899	only_in_union
LCMT2	Lcmt2	only_in_union
DOCK6	Dock6	only_in_union
CDR2	Cdr2	only_in_union
SNORA80B	Gm22748	only_in_union
OCA2	Oca2	only_in_union
SEMA4C	Sema4c	only_in_union
IFNA1	Ifna6	only_in_union
OR8H2	Or8h10	only_in_union
BCR	Bcr	only_in_union
SNORD84	Gm22589	only_in_union
FIS1	Fis1	only_in_union
CIMIP1	Cimip1	only_in_union
LNX1	Lnx1	only_in_union
SMAD1	Smad1	only_in_union
KLRK1	Klrk1	only_in_union
ACSL1	Acsl1	only_in_union
HLX	Hlx	only_in_union
OR5M11	Or5m11	only_in_union
SLC6A9	Slc6a9	only_in_union
RNU6-347P	Gm24839	only_in_union
KPLCE	Kplce	only_in_union
PCDHB15	Pcdhb22	only_in_union
MYL7	Myl7	only_in_union
RNU6-399P	Gm25797	only_in_union
BRD10	Brd10	only_in_union
FRYL	Fryl	only_in_union
MIR7-3	Mir7-2	only_in_union
KIF5C	Kif5c	only_in_union
SSX2	Ssxb3	only_in_union
DEFA6	Defa17	only_in_union
ACAA2	Acaa2	only_in_union
MKS1	Mks1	only_in_union
IGHV4-31	Ighv12-3	only_in_union
IQSEC2	Iqsec2	only_in_union
RCBTB1	Rcbtb1	only_in_union
TULP4	Tulp4	only_in_union
RNU6-639P	Gm24892	only_in_union
AJAP1	Ajap1	only_in_union
EYA4	Eya4	only_in_union
RNU2-13P	Gm25106	only_in_union
TDP2	Tdp2	only_in_union
ZFYVE9	Zfyve9	only_in_union
SYPL1	Sypl1	only_in_union
HSP90AA1	Hsp90aa1	only_in_union
SNORA61	Gm54643	only_in_union
ZIK1	Zik1	only_in_union
OR4A15	Or4a15	only_in_union
RPS6KA1	Rps6ka1	only_in_union
TEX14	Tex14	only_in_union
ABCA9	Abca9	only_in_union
UBE3B	Ube3b	only_in_union
BORCS8	Borcs8	only_in_union
OR10H1	Or10h1	only_in_union
HPRT1	Hprt1	only_in_union
IGLC7	Iglc3	only_in_union
SVOPL	Svopl	only_in_union
RNU6-557P	Gm55921	only_in_union
OPHN1	Ophn1	only_in_union
ARHGEF40	Arhgef40	only_in_union
RNU6-392P	Gm55901	only_in_union
MIR214	Mir214	only_in_union
OR5P2	Or5p6	only_in_union
FMO3	Fmo3	only_in_union
MAP2K3	Map2k3	only_in_union
MCAM	Mcam	only_in_union
CXorf58	Fam90a1b	only_in_union
AHCY	Ahcy	only_in_union
ST6GALNAC4	St6galnac4	only_in_union
COL23A1	Col23a1	only_in_union
TIMM22	Timm22	only_in_union
RBMY1B	Rbmyf9	only_in_union
LRRC66	Lrrc66	only_in_union
MIR106B	Mir106b	only_in_union
PPP3CC	Ppp3cc	only_in_union
WRN	Wrn	only_in_union
IGSF10	Igsf10	only_in_union
THEMIS2	Themis2	only_in_union
TRADD	Tradd	only_in_union
ARFGAP2	Arfgap2	only_in_union
ACTL6B	Actl6b	only_in_union
ECD	Ecd	only_in_union
MMP9	Mmp9	only_in_union
IGHV4-34	Ighv2-3	only_in_union
OR13C8	Or13c25	only_in_union
RN7SKP98	Gm54992	only_in_union
CBR3	Cbr3	only_in_union
CA4	Car4	only_in_union
MIR484	Mir484	only_in_union
HAUS6	Haus6	only_in_union
BTBD1	Btbd1	only_in_union
GLUD1	Glud1	only_in_union
DIRAS2	Diras2	only_in_union
IGHV3-64D	Ighv6-3	only_in_union
MIR139	Mir139	only_in_union
IFI44	Ifi44	only_in_union
