A	B	source
LRRC27	LRRC27	only_in_union
GNB1L	WDR18	only_in_union
RNF224	RNF223	only_in_union
EFNA4	EFNA1	only_in_union
H3C8	H3C1	only_in_union
EIF1	ZNF706	only_in_union
BTN2A1	BTN2A2	only_in_union
KIAA0753	PITPNM3	only_in_union
OR1D2	OR1S1	only_in_union
IGKV1-27	IGKV1-9	only_in_union
KRTAP10-6	KRTAP10-6	only_in_union
GK	GK	only_in_union
SRPK1	SRPK1	only_in_union
ZNF215	ZNF215	only_in_union
H2BC12	H2BC12	only_in_union
S100A1	CALM1	only_in_union
EEF1AKMT3	EEF2KMT	only_in_union
RPS12	RPS12	only_in_union
NTAN1	NTAN1	only_in_union
XAGE5	XAGE5	only_in_union
SIGLEC12	SIGLEC9	only_in_union
CDK1	CDK1	only_in_union
ZNF155	ZNF230	only_in_union
ND6	ND6	only_in_union
HNRNPA1L3	HNRNPA1L3	only_in_union
ZNF879	ZNF354C	only_in_union
MAMDC4	KREMEN2	only_in_union
YPEL1	YPEL	only_in_union
NGRN	NGRN	only_in_union
TRIM61	TRIM60	only_in_union
RNASE12	RNASE11	only_in_union
LPAR1	LPAR1	only_in_union
ZNF709	ZNF709	only_in_union
RPL26	RPL26	only_in_union
PDPK1	PDPK1	only_in_union
ASMT	ASMT	only_in_union
PEBP1	PEBP1	only_in_union
C17orf75	C16H17orf75	only_in_union
C1orf52	C1H1orf52	only_in_union
CMC2	CHCHD7	only_in_union
DAXX	DAXX	only_in_union
TICAM2	TICAM2	only_in_union
IL10RB	IFNAR2	only_in_union
MRPL2	RPL23	only_in_union
YPEL1	YPEL1	only_in_single
CHST1	CHST1	only_in_single
PXDC1	PXDC1	only_in_single
RYBP	RYBP	only_in_single
ROMO1	ROMO1	only_in_single
S100A1	S100A1	only_in_single
CACNG4	CACNG4	only_in_single
NDUFA11	NDUFA11	only_in_single
FXYD5	FXYD7	only_in_single
ABCB6	ATG9A	only_in_single
RPS3A	RPS3A	only_in_single
TMEM240	C1orf70	only_in_single
TINAGL1	SERINC2	only_in_single
CALM2	CALM1	only_in_single
COA5	COA5	only_in_single
TNFAIP8L1	TNFAIP8L1	only_in_single
PHLDA1	PHLDA1	only_in_single
