A	B	source
EIF2S3	Eif2s3x	only_in_union
PDZD3	Pdzd3	only_in_union
SERF2	Serf2	only_in_union
RPS6	Rps6	only_in_union
IGHJ4	Ighj3	only_in_union
KRTAP4-5	Gm11563	only_in_union
CYP11B1	Cyp11b2	only_in_union
SPIN3	Spin2c	only_in_union
DUXB	Obox3	only_in_union
TRAV14DV4	Trav15d-2-dv6d-2	only_in_union
TEX37	Tex37	only_in_union
ZNF665	Zfp11	only_in_union
TRBJ2-5	Trbj2-5	only_in_union
OR10R2	Olfr1408	only_in_union
PCDHB12	Pcdhb9	only_in_union
FAM126B	Fam126b	only_in_union
ODF3B	Odf3b	only_in_union
CYP3A43	Cyp3a57	only_in_union
ZNF764	Zfp764	only_in_union
IGKJ1	Igkj1	only_in_union
ZFP91-CNTF	Gm44505	only_in_union
H2BE1	H2bu2	only_in_union
H2BC13	H2bc11	only_in_union
TRAJ42	Traj42	only_in_union
HEPN1	4930516K23Rik	only_in_union
OR2AE1	Olfr360	only_in_union
C1orf158	1700012P22Rik	only_in_union
DEFB121	Defb45	only_in_union
GGTA1	Smim9	only_in_union
RPL23A	Rpl23a	only_in_union
FCN2	Fcna	only_in_union
OR4D9	Olfr1423	only_in_union
SSX5	Ssxb1	only_in_union
C16orf91	BC003965	only_in_union
C12orf54	Tex43	only_in_union
SELENOH	Selenoh	only_in_union
NLRP9	Nlrp4e	only_in_union
APELA	Apela	only_in_union
SYNJ2BP-COX16	Gm20498	only_in_union
LCE3B	Lce3b	only_in_union
KRTAP5-8	Krtap5-4	only_in_union
BCL2L2-PABPN1	Gm20521	only_in_union
IGLV3-27	Igkv6-14	only_in_union
ZNF727	Zfp268	only_in_union
CD300LB	Cd300ld2	only_in_union
MAGEA9	Magea10	only_in_union
IGKV2D-30	Igkv1-133	only_in_union
PYURF	Pyurf	only_in_union
PCNP	9230102O04Rik	only_in_union
CEMP1	1600014C23Rik	only_in_union
ANKRD30A	A930007A09Rik	only_in_union
PRAME	Pramel12	only_in_union
C3orf14	3830406C13Rik	only_in_union
UTS2R	Uts2r	only_in_union
FDCSP	Gm17660	only_in_union
OR52K1	Olfr552	only_in_union
KRTAP1-1	Krtap1-3	only_in_union
TP53TG3B	Gm11032	only_in_union
ODF3L1	Odf3l1	only_in_union
NSMCE3	Nsmce3	only_in_union
NPIPB5	Gm21798	only_in_union
C12orf73	1190007I07Rik	only_in_union
TRBV5-5	Trbv12-1	only_in_union
ZNF560	Zfp119a	only_in_union
TRGV2	Trgv5	only_in_union
CKMT1B	Ckmt1	only_in_union
CLEC2A	Clec2i	only_in_union
ZNF26	Zfp456	only_in_union
SMIM9	1500011B03Rik	only_in_union
ANKRD26	Ankrd26	only_in_union
HSFX1	Hsfy2	only_in_union
OR4P4	Olfr1192-ps1	only_in_union
TGIF2LY	Gm9376	only_in_union
C11orf49	1110051M20Rik	only_in_union
PRB3	Prb1	only_in_union
SLC6A14	Slc6a14	only_in_union
GUCA1ANB	1700001C19Rik	only_in_union
C1orf189	1700094D03Rik	only_in_union
IGKV1-27	Igkv12-44	only_in_union
BCL2L10	Bcl2l10	only_in_union
SYS1-DBNDD2	Gm20458	only_in_union
ZNF284	Zfp108	only_in_union
ERVK3-1	BC030500	only_in_union
FAM189A2	Fam189a2	only_in_union
TRBJ1-6	Trbj1-6	only_in_union
PRR4	Smr2l	only_in_union
TRBJ1-4	Trbj1-4	only_in_union
KRTAP20-4	Traj46	only_in_union
SP140L	Sp100	only_in_union
H2BC10	H2bc4	only_in_union
EFCAB1	Efcab1	only_in_union
MAP4	Map4	only_in_union
OR51B2	Olfr66	only_in_union
KAAG1	1810049J17Rik	only_in_union
OR2T4	Olfr331	only_in_union
ZNF195	Zfp157	only_in_union
TRAJ26	Traj26	only_in_union
HMHB1	Gm28053	only_in_union
CEACAM3	Psg26	only_in_union
IGLV8-61	Iglv1	only_in_union
CDR1	Cdr1	only_in_union
HBB	Hbb-bs	only_in_union
C19orf71	4930404N11Rik	only_in_union
IGHV1OR21-1	Ighv1-23	only_in_union
OR4S2	Olfr1191-ps1	only_in_union
TRAJ14	Traj25	only_in_union
BET1	Bet1	only_in_union
PRAMEF17	Pramel21	only_in_union
SRSF8	Gm11172	only_in_union
TRGV10	Trgv3	only_in_union
APOL6	Apol7e	only_in_union
ZNF404	Zfp607b	only_in_union
FAM189A1	Fam189a1	only_in_union
NPAP1	Pom121l2	only_in_union
TRAJ30	Traj30	only_in_union
SAMD1	Samd1	only_in_union
OR6C74	Olfr821	only_in_union
ZNF713	Zfp952	only_in_union
HLA-F	Gm8909	only_in_union
METTL7B	Mettl7b	only_in_union
PHB	Phb	only_in_union
SMIM43	Smim43	only_in_union
LINC02203	Olfr732	only_in_union
SOGA3	Soga3	only_in_union
FCRL2	Fcrl1	only_in_union
LBHD1	Lbhd1	only_in_union
CASP12	Casp4	only_in_union
RNASE3	Ear2	only_in_union
ANKRD36	Skint5	only_in_union
PHGR1	Phgr1	only_in_union
CT55	4933416I08Rik	only_in_union
ST20	Gm11627	only_in_union
FAM153B	Speer4f2	only_in_union
ANKRD30B	Scml2	only_in_union
OPN1LW	Opn1mw	only_in_union
C10orf82	1700019N19Rik	only_in_union
BRD3OS	Brd3os	only_in_union
ZNF680	Zfp229	only_in_union
C5orf49	1700001L19Rik	only_in_union
KRTAP1-4	Krtap9-3	only_in_union
RPL32	Rpl32	only_in_union
TP53TG3C	Gm26566	only_in_union
ZADH2	Zadh2	only_in_union
OR5AC2	Olfr198	only_in_union
SULT1A2	Sult1a1	only_in_union
ZNF772	Zfp266	only_in_union
XAGE2	Pagr1a	only_in_union
ZNF781	Gm6871	only_in_union
CD209	Cd209b	only_in_union
PTGES3L-AARSD1	Gm27029	only_in_union
A2ML1	Gm7298	only_in_union
APOL4	Apol6	only_in_union
IGLJ3	9430069I07Rik	only_in_union
ZNF763	Zfp870	only_in_union
YY2	Yy2	only_in_union
SPEM3	Gm39566	only_in_union
JAML	Jaml	only_in_union
PBLD	Pbld2	only_in_union
MAGEB6	Mageb4	only_in_union
TRAC	Trac	only_in_union
ZNF600	Zfp974	only_in_union
CTSL	Ctsl	only_in_union
SIGLEC9	Siglece	only_in_union
NANOG	Obox5	only_in_union
ZNF721	Gm4924	only_in_union
OR7A5	Olfr1366	only_in_union
LCE1F	Lce1k	only_in_union
FBXW12	Fbxw19	only_in_union
OR5B2	Olfr1465	only_in_union
ZNF484	Zfp119b	only_in_union
KRTAP10-2	Gm36176	only_in_union
OR8G3P	Olfr967	only_in_union
WDR61	Wdr61	only_in_union
PIFO	Pifo	only_in_union
KRTAP9-9	Gm11567	only_in_union
TSTD3	Tstd3	only_in_union
IFI27	Ifi27	only_in_union
TRBJ2-7	Trbj2-7	only_in_union
OR8G1	Olfr229	only_in_union
ZNF20	Zfp963	only_in_union
ZNF683	Gm35549	only_in_union
C17orf80	D11Wsu47e	only_in_union
FAM71F1	Fam71f1	only_in_union
PI3	Wap	only_in_union
ZNF735	Zfp617	only_in_union
TRAJ23	Traj23	only_in_union
NANOGNB	Crxos	only_in_union
SERPINA2	Serpina1b	only_in_union
TOMM5	Tomm5	only_in_union
OR2G2	Olfr1535	only_in_union
LBHD2	Lbhd2	only_in_union
TTLL5	Ttll5	only_in_union
TRAJ33	Traj33	only_in_union
ZNF229	Zfp57	only_in_union
RXFP3	Rxfp3	only_in_union
KRTAP12-1	Gm10272	only_in_union
TMEM265	Tmem265	only_in_union
ZNF492	Zfp72	only_in_union
ZGRF1	Zgrf1	only_in_union
C4BPB	Zp3r	only_in_union
DUX4	Gm4981	only_in_union
BMP8A	Bmp8a	only_in_union
PRYP3	4930578G10Rik	only_in_union
TRAV40	Trav6-1	only_in_union
ULBP1	Raet1d	only_in_union
GBP3	Gbp3	only_in_union
OR10H4	Olfr63	only_in_union
H2AP	H2al1j	only_in_union
RBMY1J	Gm21693	only_in_union
ZNF43	Gm3604	only_in_union
DEFB114	Defb39	only_in_union
NLRP13	Nlrp9a	only_in_union
PLSCR1	Plscr2	only_in_union
PPIH	Ppih	only_in_union
OR1E2	Olfr376	only_in_union
AKR1B10	Akr1b7	only_in_union
DTNB	Dtnb	only_in_union
HHLA2	Icosl	only_in_union
CHST6	Chst5	only_in_union
WFDC10B	Wfdc16	only_in_union
ZNF555	Zfp866	only_in_union
CCDC166	Ccdc166	only_in_union
PTEN	Pten	only_in_union
IGHV1-3	Ighv1-72	only_in_union
RNASE7	Rnase2b	only_in_union
C1orf100	1700016C15Rik	only_in_union
OR6C75	Olfr790	only_in_union
DAZ2	Krt78	only_in_union
C8orf44-SGK3	Scd1	only_in_union
LCE2A	Lce1l	only_in_union
MTRNR2L4	Gm11146	only_in_union
ZNF506	Zfp738	only_in_union
OR2T29	Olfr329	only_in_union
FAM104A	Fam104a	only_in_union
CCDC144A	Ankrd36	only_in_union
ERVH48-1	Gm1330	only_in_union
PPP1R7	Ppp1r7	only_in_union
UGT2B11	Ugt2b1	only_in_union
ZNF790	2610008E11Rik	only_in_union
KLRC2	Klrc2	only_in_union
TRBJ2-2P	Gm45021	only_in_union
SP100	A630001G21Rik	only_in_union
C5orf52	1700013F07Rik	only_in_union
RPL14	Rpl14	only_in_union
KRTAP19-6	Krtap19-5	only_in_union
OR9G9	Olfr1014	only_in_union
IGHV1-18	Ighv1-50	only_in_union
SPATA12	Gm4491	only_in_union
PLSCR2	1700057G04Rik	only_in_union
KIR2DS2	Kir3dl1	only_in_union
TEPP	Tepp	only_in_union
TRAJ18	Traj18	only_in_union
IGKJ3	Iglj3	only_in_union
TRBV16	Trbv21	only_in_union
KIF16B	Kif16b	only_in_union
SLC9A3R1	Slc9a3r1	only_in_union
IGKV1D-8	Igkv12-98	only_in_union
NUDT8	Gm49405	only_in_union
RBMY1D	Gm29289	only_in_union
NPIPB12	Gm11541	only_in_union
RPL9	Rpl9-ps6	only_in_union
FCGBP	Fcgbp	only_in_union
ZNF99	5430403G16Rik	only_in_union
GNG14	Gm5741	only_in_union
UTF1	Utf1	only_in_union
THEGL	Thegl	only_in_union
KRTAP21-1	Krtap21-1	only_in_union
KRTAP5-10	Krtap5-2	only_in_union
GPR32	Fpr-rs3	only_in_union
WBP11	Wbp11	only_in_union
CCZ1	Ccz1	only_in_union
C7orf33	Gm12830	only_in_union
CLDN24	Cldn24	only_in_union
VSTM1	Gm49339	only_in_union
FCGR1B	Fcer1a	only_in_union
GOLGA6L1	Calcoco2	only_in_union
FAM205A	Gm12394	only_in_union
FAM220A	7530416G11Rik	only_in_union
C12orf40	CN725425	only_in_union
GPX5	Gpx5	only_in_union
OR7A10	Olfr57	only_in_union
LCE1C	Lce1m	only_in_union
IGHV1-69-2	Ighv14-1	only_in_union
OR8U8	Olfr52	only_in_union
TRIM51GP	Trim43b	only_in_union
FCRL3	Fcrl5	only_in_union
CYP2D7	Cyp2d40	only_in_union
TIAF1	4930447A16Rik	only_in_union
GBA	Gba	only_in_union
ZRSR2	Zrsr1	only_in_union
FAM25A	Fam25c	only_in_union
IRGM	9930111J21Rik2	only_in_union
IGHJ2	Ighj1	only_in_union
USP17L3	Usp17la	only_in_union
ATF7-NPFF	Gm28047	only_in_union
IGKV1-17	Igkv9-123	only_in_union
FAM153A	4930519G04Rik	only_in_union
H3-5	H3f3b	only_in_union
NEFM	Nefm	only_in_union
OR4K17	Olfr1311	only_in_union
DDX58	Ddx58	only_in_union
CCDC96	Ccdc96	only_in_union
IGLV2-33	Igkv7-33	only_in_union
CR1	Gm5155	only_in_union
IK	Ik	only_in_union
IGKV1D-17	Igkv14-111	only_in_union
SPATA33	Spata33	only_in_union
ZNF77	Zfp964	only_in_union
TNFSF12-TNFSF13	Tnfsfm13	only_in_union
TP53AIP1	Rtl10	only_in_union
SLURP2	Slurp2	only_in_union
TEX13A	Tex13a	only_in_union
SLC2A14	Slc2a3	only_in_union
GLRX2	Glrx2	only_in_union
LINC00672	B230217C12Rik	only_in_union
C1orf68	2310050C09Rik	only_in_union
PILRB	Pilra	only_in_union
ZNF347	Zfp759	only_in_union
ARNTL2	Arntl2	only_in_union
NPIPB13	Gm21961	only_in_union
IGKV2D-40	Igkv2-112	only_in_union
MTRNR2L11	Omt2b	only_in_union
C20orf203	1700020L13Rik	only_in_union
TRAV2	Trav7-6	only_in_union
IGLL5	Igll1	only_in_union
CXorf66	Tex16	only_in_union
SIRPB2	Gm9733	only_in_union
NAT8	Nat8	only_in_union
PROC	Proc	only_in_union
PRM1	Prm1	only_in_union
MYEOV	A230072I06Rik	only_in_union
TRAJ47	Traj47	only_in_union
KRT83	Krt83	only_in_union
IGLV4-69	Igkv13-85	only_in_union
GNAQ	Gnaq	only_in_union
OR2C3	Olfr1361	only_in_union
ZNF829	Gm3854	only_in_union
CD68	Cd68	only_in_union
PBOV1	4930404H24Rik	only_in_union
IGFL4	Gm45826	only_in_union
CSNKA2IP	4932415D10Rik	only_in_union
SMIM41	Smim41	only_in_union
ZNF85	Zfp616	only_in_union
SH2D1B	Sh2d1b1	only_in_union
OR6T1	Olfr212	only_in_union
TRAJ10	Traj2	only_in_union
FAM9B	Akap17b	only_in_union
AMY1C	Amy2a2	only_in_union
CCDC197	1700125H20Rik	only_in_union
ADAM19	Adam19	only_in_union
BIVM-ERCC5	BC024978	only_in_union
ATP6V1FNB	Atp6v1fnb	only_in_union
OR5F1	Olfr1154	only_in_union
FAM189B	Fam189b	only_in_union
DUXA	Duxbl1	only_in_union
KRTAP21-2	Krtap20-2	only_in_union
OR10J1	Olfr418	only_in_union
ZNF567	Zfp788	only_in_union
ANKRD30BL	A26c2	only_in_union
RTL8B	Rtl8a	only_in_union
IGKV1D-43	Igkv19-93	only_in_union
ZNF789	Zfp87	only_in_union
SEPTIN4	Septin4	only_in_union
KCNB2	Kcnb2	only_in_union
LAGE3	Ctag2l2	only_in_union
CNKSR3	Cnksr3	only_in_union
DEFB132	Gm17416	only_in_union
KRTAP5-1	Gm4553	only_in_union
SOGA1	Soga1	only_in_union
ETDA	2010109A12Rik	only_in_union
TRBJ2-1	Trbj2-1	only_in_union
CHI3L2	Chil1	only_in_union
IGHD6-6	Traj41	only_in_union
LCE3D	Lce3a	only_in_union
ULBP3	H60c	only_in_union
CLDN4	Cldn4	only_in_union
PWWP4	BB014433	only_in_union
TEX45	Tex45	only_in_union
ZNF548	Gm45783	only_in_union
KRTAP25-1	Gm20741	only_in_union
TMEM269	Tmem269	only_in_union
ZNF519	Zfp809	only_in_union
TBX10	Tbx10	only_in_union
GNG5	Gng5	only_in_union
MS4A4E	Gm12887	only_in_union
TEX33	Tex33	only_in_union
OR2S2	Olfr159	only_in_union
OR2J3	Olfr137	only_in_union
KRTAP10-3	Gm3285	only_in_union
ZNF888	Zfp677	only_in_union
PSORS1C1	4930432M17Rik	only_in_union
HMSD	Serpinb1c	only_in_union
TRBV12-3	Trbv15	only_in_union
KDM5C	Kdm5c	only_in_union
PTMS	Ptms	only_in_union
TMSB15A	Tmsb15b1	only_in_union
ZNF253	Zfp708	only_in_union
ZNF485	Zfp184	only_in_union
KIAA1109	4932438A13Rik	only_in_union
ZNF529	Zfp101	only_in_union
REG3G	Reg3g	only_in_union
USP17L2	Usp17lc	only_in_union
COL9A3	Col9a3	only_in_union
FXYD5	Fxyd5	only_in_union
ANKRD7	Ankrd7	only_in_union
RHOXF1	Rhox6	only_in_union
ABCA10	Abca8a	only_in_union
C17orf97	1700016K19Rik	only_in_union
DEFB112	Defb34	only_in_union
ZNF222	Zfp493	only_in_union
KIAA0895	9530077C05Rik	only_in_union
CADPS	Cadps	only_in_union
TMEM251	Tmem251	only_in_union
KRTAP2-1	Gm11937	only_in_union
GSTP1	Gstp2	only_in_union
CCDC110	Ccdc110	only_in_union
SLC22A10	Slc22a30	only_in_union
CYP2C8	Cyp2c66	only_in_union
C11orf53	1810046K07Rik	only_in_union
OR2M7	Olfr165	only_in_union
OR2M3	Olfr164	only_in_union
KRTAP10-6	Gm9736	only_in_union
C4orf47	1700029J07Rik	only_in_union
PTTG1IP	Pttg1ip	only_in_union
BTNL8	Btnl4	only_in_union
TRDJ3	Trdj2	only_in_union
MYOCOS	Myocos	only_in_union
ICAM3	4931406B18Rik	only_in_union
MT1B	Mt2	only_in_union
MTRNR2L12	Gm10234	only_in_union
SAA1	Saa1	only_in_union
TRAJ37	Traj37	only_in_union
TRAJ1	Traj35	only_in_union
MZT2A	Mzt2	only_in_union
SETMAR	Setmar	only_in_union
OR2T5	Olfr325	only_in_union
ZNF117	Gm14409	only_in_union
SLCO1B1	Gm5724	only_in_union
RPS10-NUDT3	Gm49804	only_in_union
LORICRIN	Lor	only_in_union
KLRF2	Klra8	only_in_union
RBM14-RBM4	Gm21992	only_in_union
TRAJ34	Traj34	only_in_union
OR3A3	Olfr401	only_in_union
ZNF571	Zfp780b	only_in_union
FAM126A	Fam126a	only_in_union
GSDMC	Gsdma3	only_in_union
VN1R1	Vmn1r235	only_in_union
CYP2C9	Cyp2c29	only_in_union
NAA11	Naa12	only_in_union
FAM9C	Gm5168	only_in_union
SCGB2B2	Scgb1b27	only_in_union
LRRC37A2	Gm884	only_in_union
KRT13	Krt13	only_in_union
GML	Gml	only_in_union
FAM236A	B020031M17Rik	only_in_union
CCL25	Gm13306	only_in_union
SLC47A2	Slc47a2	only_in_union
GBP2	Gbp2b	only_in_union
IGLV2-18	Igkv4-53	only_in_union
CCDC74B	Ccdc74a	only_in_union
C9orf24	1110017D15Rik	only_in_union
C12orf76	1700029I15Rik	only_in_union
PRAMEF13	Pramel1	only_in_union
TAF9	Taf9	only_in_union
KRTAP12-4	Gm10024	only_in_union
TRAJ49	Traj49	only_in_union
CYHR1	Cyhr1	only_in_union
ZNF80	Zfp626	only_in_union
C20orf141	1700020A23Rik	only_in_union
KRTAP6-1	Krtap6-5	only_in_union
RNF135	Rnf135	only_in_union
SEMG2	Svs2	only_in_union
H4-16	H4c1	only_in_union
KRTAP20-1	Gm10061	only_in_union
TPSAB1	Prss29	only_in_union
SPDYC	Spdye4b	only_in_union
PNMA6F	Gm18336	only_in_union
LEXM	Lexm	only_in_union
OR7G2	Olfr845	only_in_union
SMR3A	Smr3a	only_in_union
POLR1G	Cd3eap	only_in_union
IGHD7-27	Ighd4-1	only_in_union
RPS12	Rps12	only_in_union
IGHD1-1	Ighd2-7	only_in_union
ZNF286A-TBC1D26	Zfp987	only_in_union
ZNF254	Zfp966	only_in_union
MAP1LC3B	Map1lc3b	only_in_union
OR1E1	Olfr20	only_in_union
FRG2B	Gm8947	only_in_union
TMSB10	Gm9844	only_in_union
TRBV11-3	Trbv14	only_in_union
POTEB	Potegl	only_in_union
IGHV7-81	Ighv1-11	only_in_union
TRGV5	Trgv6	only_in_union
ACSM2B	Acsm2	only_in_union
NME1-NME2	Gm20390	only_in_union
RPS17	Rps17	only_in_union
ZNF83	Gm2026	only_in_union
ZNF525	Zfp943	only_in_union
GPALPP1	Gpalpp1	only_in_union
FOXL2NB	Gm17349	only_in_union
SPINK9	Gm36368	only_in_union
DNAJC25-GNG10	Gm20503	only_in_union
H2BC12	H2bc12	only_in_union
ADGRE3	Adgre4	only_in_union
ZNF705D	Zfp54	only_in_union
TRGV8	Trgv7	only_in_union
TRAJ56	Traj58	only_in_union
TMEM225B	Tmem202	only_in_union
TEX51	Gm35060	only_in_union
IGKV2-24	Igkv1-132	only_in_union
KRTAP13-4	2310057N15Rik	only_in_union
ZNF92	Zfp989	only_in_union
CEACAM5	Ceacam5	only_in_union
TRIM6-TRIM34	Trim30a	only_in_union
TSPY1	Tspyl3	only_in_union
IGLV3-1	Igkv6-15	only_in_union
TRAJ61	Traj3	only_in_union
VN1R2	Vmn1r232	only_in_union
HSPA8	Hspa8	only_in_union
ZNF747	E430018J23Rik	only_in_union
FDXR	Fdxr	only_in_union
FAM24A	Fam24a	only_in_union
GPR132	Gpr132	only_in_union
GOLGA6L22	Gm10563	only_in_union
KRTAP12-2	Krtap12-1	only_in_union
RPL17	Rpl17	only_in_union
TRAJ39	Traj39	only_in_union
RHOXF2B	Rhox4g	only_in_union
MCTS2P	Mcts2	only_in_union
SMIM36	Gm45716	only_in_union
C11orf21	Gm19426	only_in_union
IGHA1	Igha	only_in_union
S100A7A	S100a7a	only_in_union
FTH1	Fth1	only_in_union
SPZ1	Ccdc7a	only_in_union
THEG	Theg	only_in_union
CCL1	Ccl1	only_in_union
ZNF676	Rex2	only_in_union
VWDE	Vwde	only_in_union
C9orf153	Gm28038	only_in_union
IQCJ-SCHIP1	Iqschfp	only_in_union
RNF26	Gm49380	only_in_union
SETD1A	Setd1a	only_in_union
ZNF891	Zfp386	only_in_union
TRAJ24	Traj24	only_in_union
TRDD2	Ighd2-5	only_in_union
OR10A7	Olfr1150-ps1	only_in_union
OR12D2	Olfr102	only_in_union
CYP3A5	Cyp3a25	only_in_union
ZNF175	Zfp715	only_in_union
ZNF443	Gm14399	only_in_union
PPP4R3C	4930415L06Rik	only_in_union
OR14K1	Olfr761	only_in_union
HMGN2	Gm10282	only_in_union
KIR2DS3	Pirb	only_in_union
SPATA5	Spata5	only_in_union
TRAJ27	Traj27	only_in_union
ZNF775	Zfp775	only_in_union
ZNF878	AU041133	only_in_union
OR5T3	Olfr1093	only_in_union
LGALS7B	Lgals7	only_in_union
IGHV3-73	Ighv10-3	only_in_union
RPL18	Rpl18	only_in_union
GBP7	Gbp8	only_in_union
CLDN22	Cldn22	only_in_union
ZSCAN31	Zkscan3	only_in_union
PAEP	Mup13	only_in_union
SLC22A5	Slc22a21	only_in_union
TTC30A	Ttc30a1	only_in_union
CCDC168	Gm8251	only_in_union
ZNF181	Zfp141	only_in_union
TRGJP1	Trgj1	only_in_union
COX8C	Cox8c	only_in_union
C11orf1	1110032A03Rik	only_in_union
GPR84	Gpr84	only_in_union
AKR1C2	Akr1c21	only_in_union
PRAC2	4930564D02Rik	only_in_union
ANXA2R	AF067063	only_in_union
IGKJ5	Igkj4	only_in_union
RPL26L1	Rpl26	only_in_union
COPS9	Cops9	only_in_union
KRTAP10-12	Gm9639	only_in_union
GCNT2	Gcnt2	only_in_union
AKR1B15	Akr1b8	only_in_union
TRAJ6	Traj6	only_in_union
ANKHD1-EIF4EBP3	Maskbp3	only_in_union
PRAMEF4	Pramel20	only_in_union
DUSP3	Dusp3	only_in_union
ZNF275	Zfp275	only_in_union
LMLN2	Gm29776	only_in_union
FAM236C	4930474N05Rik	only_in_union
GSTA1	Gsta1	only_in_union
OR1J2	Olfr1377	only_in_union
HLA-E	H2-D1	only_in_union
CFH	Cfh	only_in_union
ZNF707	Gm49527	only_in_union
FOXO3B	Gm10135	only_in_union
SPATA48	Spata48	only_in_union
IFNW1	Ifna11	only_in_union
SPACA7	4933424G06Rik	only_in_union
DCD	Tpbpa	only_in_union
TMDD1	Tmdd1	only_in_union
CCL15-CCL14	Ccl9	only_in_union
FAM71B	Fam71b	only_in_union
CARD8	Sp140	only_in_union
KLLN	D930048N14Rik	only_in_union
ZNF479	Zfp995	only_in_union
MBD3L4	Mbd3l2	only_in_union
C4B	C4b	only_in_union
KLK2	Tpsab1	only_in_union
P3R3URF-PIK3R3	Gm49337	only_in_union
H2BW1	H2bl1	only_in_union
SLN	Sln	only_in_union
RAET1G	Ulbp1	only_in_union
KRTAP4-9	Gm11554	only_in_union
CD8B2	Cd8b1	only_in_union
C9orf131	1700022I11Rik	only_in_union
FAM90A22P	Fam90a1a	only_in_union
OR1L8	Olfr355	only_in_union
FAM47C	Gabre	only_in_union
SPANXN3	4933409G03Rik	only_in_union
CYP4F12	Cyp4f13	only_in_union
KRTAP4-3	Krtap4-6	only_in_union
SLFN11	Slfn4	only_in_union
C2orf92	Igtp	only_in_union
POLR3G	Polr3g	only_in_union
MMP24OS	BC029722	only_in_union
IGHV3OR15-7	Ighv7-3	only_in_union
UGT2B17	Ugt2b36	only_in_union
ZG16B	Sbp	only_in_union
CSAG1	A630095N17Rik	only_in_union
C2orf15	Gm4297	only_in_union
TRAJ21	Traj21	only_in_union
IGHD3-10	Gm11114	only_in_union
ZNF625-ZNF20	Gm14288	only_in_union
EZHIP	Ezhip	only_in_union
C16orf72	1810013L24Rik	only_in_union
GH1	Gm45928	only_in_union
CEACAM21	Ceacam2	only_in_union
OR1S1	Olfr1496	only_in_union
FIP1L1	Fip1l1	only_in_union
CNTNAP5	Cntnap5a	only_in_union
ZNF585B	1700006A11Rik	only_in_union
TDGF1P3	Cfc1	only_in_union
ALPP	Akp3	only_in_union
OR52A1	Olfr628	only_in_union
ACOT2	Acot1	only_in_union
POLD3	Pold3	only_in_union
TRAJ45	Traj45	only_in_union
TPSB2	Tpsb2	only_in_union
GAGE12B	Gm49385	only_in_union
CEACAM7	Pilrb2	only_in_union
OR6C68	Olfr780	only_in_union
H2AC12	H2ac12	only_in_union
