A	B	source
MIR151A	MIR151A	only_in_union
HLA-DOB	HLA-DOB	only_in_union
C2orf74	C2orf74	only_in_union
MIR148A	MIR148A	only_in_union
C6orf132	C6orf132	only_in_union
SNORD4A	SNORD4A	only_in_union
SNORD22	SNORD22	only_in_union
SCARNA20	SCARNA20	only_in_union
MIR200A	MIR200A	only_in_union
MIR562	MIR562	only_in_union
MIR770	MIR770	only_in_union
ptr-mir-215	ggo-mir-215	only_in_union
5_8S_rRNA	5_8S_rRNA	only_in_union
SCARNA16	SCARNA16	only_in_union
C11orf24	C11orf24	only_in_union
C1orf162	C1orf162	only_in_union
MIR521-1	MIR521	only_in_union
PCBP3	PCBP3	only_in_union
MIR761	MIR761	only_in_union
TSSK6	TSSK6	only_in_union
MIR668	MIR668	only_in_union
HLA-DRA	HLA-DRA	only_in_union
GJB6	GJB6	only_in_union
SNORD94	SNORD94	only_in_union
MIR135A1	MIR135A1	only_in_union
DEFB105A	DEFB105A	only_in_union
PRKAA1	PRKAA1	only_in_union
SMIM10L2B	SMIM10L2B	only_in_union
ptr-mir-500-1	MIR500A	only_in_union
SNORA17B	SNORA17B	only_in_union
C14orf39	C14orf39	only_in_union
MIR208A	MIR208A	only_in_union
SNORA50C	SNORA50C	only_in_union
SNORD88C	SNORD88C	only_in_union
MIR3115	MIR3115	only_in_union
SNORA3B	SNORA3B	only_in_union
MIR20B	MIR20B	only_in_union
CEACAM3	CEACAM3	only_in_union
MYH9	MYH9	only_in_union
RNase_MRP	RNase_MRP	only_in_union
MIR6769B	MIR6769B	only_in_union
MYOZ3	MYOZ3	only_in_union
MIR320C2	MIR320C2	only_in_union
SNORD71	SNORD71	only_in_union
SNORA12	SNORA12	only_in_union
MIR1224	MIR1224	only_in_union
MIR581	MIR581	only_in_union
MIR363	MIR363	only_in_union
MIR4710	MIR4710	only_in_union
MIR520B	MIR519B	only_in_union
MIR802	MIR802	only_in_union
MIR4504	MIR4504	only_in_union
SNORA36C	SNORA36C	only_in_union
MIR6824	MIR6824	only_in_union
SCARNA1	SCARNA1	only_in_union
CIMIP5	C2orf50	only_in_union
MIR25	ggo-mir-25	only_in_union
ZNF12	ZNF12	only_in_union
MIR122	MIR122	only_in_union
C1orf54	C1orf54	only_in_union
MIR4770	MIR4770	only_in_union
C1orf198	C1orf198	only_in_union
MIR8056	MIR8056	only_in_union
U12	U12	only_in_union
C19orf44	C19orf44	only_in_union
OR52E5	OR52E5	only_in_union
MIR1262	MIR1262	only_in_union
CBX1	CBX1	only_in_union
MIR23A	ggo-mir-23a	only_in_union
MIR6834	MIR6834	only_in_union
MIR9-2	ggo-mir-9	only_in_union
MIR199A2	ggo-mir-199a	only_in_union
MIR509-1	MIR509-1	only_in_union
MIR320D2	MIR320D2	only_in_union
KIF5C	KIF5C	only_in_union
MIR6793	MIR6793	only_in_union
SHMT1	SHMT1	only_in_union
ptr-mir-519e	MIR519E	only_in_union
SNORA40	SNORA40	only_in_union
C11orf42	C11orf42	only_in_union
MIR34C	MIR34C	only_in_union
SNORD113-7	SNORD113-7	only_in_union
SNORD114-20	SNORD114-20	only_in_union
MIR6842	MIR6842	only_in_union
SNORA20B	SNORA20B	only_in_union
CXorf38	CXorf38	only_in_union
ZNF333	ZNF333	only_in_union
SNORD67	SNORD67	only_in_union
GPX6	GPX6	only_in_union
MIR301A	MIR301A	only_in_union
RPTOR	RPTOR	only_in_union
ACCSL	ACCSL	only_in_union
C3orf22	C3orf22	only_in_union
SNORD108	SNORD108	only_in_union
SCARNA22	SCARNA22	only_in_union
MIR101-2	MIR101-2	only_in_union
MIR518F	MIR518F	only_in_union
TUBB4A	TUBB4A	only_in_union
MIR8082	MIR8082	only_in_union
MIR548X2	MIR548X2	only_in_union
MIR206	MIR206	only_in_union
SNORA10B	SNORA10B	only_in_union
ZNF69	ZNF69	only_in_union
ptr-mir-203	MIR203B	only_in_union
FIBCD1	FIBCD1	only_in_union
ptr-mir-221	ggo-mir-221	only_in_union
SNORA36B	SNORA36B	only_in_union
MIR1255B2	MIR1255B2	only_in_union
MIR4479	MIR4479	only_in_union
TRIM16	TRIM16	only_in_union
METAP1	METAP1	only_in_union
MIR3973	MIR3973	only_in_union
MIR515-1	MIR515-1	only_in_union
MIR7855	MIR7855	only_in_union
ptr-mir-224	ggo-mir-224	only_in_union
MIR3943	MIR3943	only_in_union
MIR200C	ggo-mir-200c	only_in_union
ptr-mir-452	MIR452	only_in_union
SNORA25	SNORA25	only_in_union
C6orf52	C6orf52	only_in_union
MIR759	MIR759	only_in_union
SCARNA7	SCARNA7	only_in_union
MIR508	MIR508	only_in_union
WDR44	WDR44	only_in_union
ZNF709	ZNF709	only_in_union
ptr-mir-105	MIR105-2	only_in_union
MIR100	ggo-mir-100	only_in_union
MIR8089	MIR8089	only_in_union
CORO7	CORO7	only_in_union
C2orf88	C2orf88	only_in_union
SNORD83	SNORD83	only_in_union
MIR7704	MIR7704	only_in_union
MIR624	MIR624	only_in_union
MIRLET7F2	MIRLET7F2	only_in_union
MIR7702	MIR7702	only_in_union
MIR19B1	ggo-mir-19b-1	only_in_union
SCARNA11	SCARNA11	only_in_union
SCARNA18B	SCARNA18B	only_in_union
MIR8081	MIR8081	only_in_union
MIR3621	MIR3621	only_in_union
ZNF280B	ZNF280B	only_in_union
MIR153-1	MIR153-1	only_in_union
SNORA80E	SNORA80E	only_in_union
MIR513A2	MIR513A2	only_in_union
OR7A5	OR7A5	only_in_union
MIR371A	MIR371A	only_in_union
SNORD53	SNORD53	only_in_union
APOA2	APOA2	only_in_union
TUBB4B	TUBB4B	only_in_union
STRC	STRC	only_in_union
C8orf89	C8orf89	only_in_union
CIMIP6	C2orf73	only_in_union
MIR16-2	MIR16-2	only_in_union
MIR26A2	MIR26A2	only_in_union
MIRLET7A2	MIRLET7A2	only_in_union
GPR161	GPR161	only_in_union
MIR6773	MIR6773	only_in_union
MIR190A	ggo-mir-190a	only_in_union
MIR6775	MIR6775	only_in_union
DEFB103A	DEFB103A	only_in_union
ATXN3	ATXN3	only_in_union
TUBA3E	TUBA3E	only_in_union
HNRNPK	HNRNPK	only_in_union
MIR3184	MIR3184	only_in_union
MIR8063	MIR8063	only_in_union
GSTA5	GSTA5	only_in_union
GART	GART	only_in_union
C6orf58	C6orf58	only_in_union
ptr-mir-219-2	MIR219A2	only_in_union
C6orf89	C6orf89	only_in_union
PPP4R1	PPP4R1	only_in_union
C19orf33	C19orf33	only_in_union
C1orf232	C1orf232	only_in_union
SNORD35A	SNORD35A	only_in_union
PGAM2	PGAM2	only_in_union
MIR6739	MIR6739	only_in_union
SNORD62	SNORD62	only_in_union
SAMTOR	BMT2	only_in_union
SNORA66	SNORA66	only_in_union
MIR124-2	ggo-mir-124a	only_in_union
MIR299	MIR299	only_in_union
ptr-mir-767	ggo-mir-767	only_in_union
MIR3617	MIR3617	only_in_union
SNORA40B	SNORA40B	only_in_union
MIR136	ggo-mir-136	only_in_union
UBE2QL1	UBE2QL1	only_in_union
SNORA1B	SNORA1B	only_in_union
MIR1282	MIR1282	only_in_union
CSNK1G2	CSNK1G2	only_in_union
SNORA48	SNORA48	only_in_union
RHOBTB3	RHOBTB3	only_in_union
SCARNA6	SCARNA6	only_in_union
IGKV1D-13	IGKV1D-13	only_in_union
MIR3919	MIR3919	only_in_union
BRIP1	BRIP1	only_in_union
CSTL1	CSTL1	only_in_union
SNORA48B	SNORA48B	only_in_union
NUS1	NUS1	only_in_union
ALG10B	ALG10B	only_in_union
USP40	USP40	only_in_union
MIR2276	MIR2276	only_in_union
RNU6ATAC7P	RNU6ATAC7P	only_in_union
MIR125B2	ggo-mir-125b-2	only_in_union
SNORD46	SNORD46	only_in_union
USP49	USP49	only_in_union
SNORD42A	SNORD42	only_in_union
SNORA28	SNORA28	only_in_union
MIR4736	MIR4736	only_in_union
MIR944	MIR944	only_in_union
C19orf18	C19orf18	only_in_union
SNORA50D	SNORA50D	only_in_union
PPP3R1	DNAAF10	only_in_union
C16orf95	C16orf95	only_in_union
MIRLET7A3	MIRLET7A3	only_in_union
MIR29A	ggo-mir-29a	only_in_union
UTS2	UTS2	only_in_union
MIR335	MIR335	only_in_union
C3orf62	C3orf62	only_in_union
SNORA10	SNORA10	only_in_union
SNORD74B	SNORD74B	only_in_union
MIR3661	MIR3661	only_in_union
ZNF273	ZNF107	only_in_union
MIR496	MIR496	only_in_union
MIR330	MIR330	only_in_union
RNU6ATAC	RNU6ATAC	only_in_union
MIRLET7E	MIRLET7E	only_in_union
MIR491	MIR491	only_in_union
AHRR	AHRR	only_in_union
SNORA24	SNORA24	only_in_union
C4orf19	C4orf19	only_in_union
SNORA80C	SNORA80C	only_in_union
SNORD45A	SNORD45A	only_in_union
RBBP4	RBBP4	only_in_union
MIR1323	MIR1323	only_in_union
ZNF263	ZNF263	only_in_union
AKIP1	AKIP1	only_in_union
MIR5196	MIR5196	only_in_union
C19orf84	C19orf84	only_in_union
ptr-mir-649	MIR649	only_in_union
MIR7113	MIR7113	only_in_union
RPGR	RPGR	only_in_union
MIR936	MIR936	only_in_union
SNORA30	SNORA30	only_in_union
SNORA75B	SNORA75	only_in_union
TLX2	TLX2	only_in_union
MIR487B	MIR487B	only_in_union
SNORA2B	SNORA2B	only_in_union
DEFB125	DEFB125	only_in_union
CIAO3	CIAO3	only_in_union
SNX17	SNX17	only_in_union
CXorf66	CXorf66	only_in_union
HLA-G	HLA-G	only_in_union
RNU6ATAC8P	RNU6ATAC8P	only_in_union
MIR337	MIR337	only_in_union
MIR3610	MIR3610	only_in_union
MIR1266	MIR1266	only_in_union
MIR218-1	ggo-mir-218	only_in_union
MIR143	ggo-mir-143	only_in_union
SNORD10	SNORD10	only_in_union
PRAC1	PRAC1	only_in_union
MIR218-2	MIR218-2	only_in_union
C6orf141	C6orf141	only_in_union
HM13	HM13	only_in_union
BLTP2	BLTP2	only_in_union
RNU6ATAC39P	RNU6ATAC39P	only_in_union
MIR889	MIR889	only_in_union
SNORD13E	SNORD13E	only_in_union
STK25	STK25	only_in_union
C8orf34	C8orf34	only_in_union
CPNE7	CPNE7	only_in_union
SENP1	SENP1	only_in_union
MIR3134	MIR3134	only_in_union
C17orf81	ELP5	only_in_union
C2	CFB	only_in_union
SNORD61	SNORD61	only_in_union
SNORA32	SNORA32	only_in_union
SNORD73A	SNORD73	only_in_union
MIR185	MIR185	only_in_union
C20orf96	C20orf96	only_in_union
C22orf23	C22orf23	only_in_union
C4orf46	C4orf46	only_in_union
MIR4654	MIR4654	only_in_union
SNORD113-2	SNORD113-2	only_in_union
CPAMD8	CPAMD8	only_in_union
MIR4527	MIR4527	only_in_union
MIR4435-1	MIR4435-1	only_in_union
MIR147B	MIR147B	only_in_union
CRIPTO3	CRIPTO3	only_in_union
MIR4498	MIR4498	only_in_union
ptr-mir-519d	MIR519D	only_in_union
FAM209A	FAM209A	only_in_union
FTH1	FTH1	only_in_union
MIR96	ggo-mir-96	only_in_union
MIR208B	MIR208B	only_in_union
MIR324	MIR324	only_in_union
TOMT	TOMT	only_in_union
MIR652	MIR652	only_in_union
PRELID1	PRELID1	only_in_union
ATF6B	ATF6B	only_in_union
MIR29B1	ggo-mir-29b-1	only_in_union
ZNF33A	ZNF33A	only_in_union
MIR3157	MIR3157	only_in_union
SNORA59A	SNORA59A	only_in_union
MIRLET7C	MIRLET7C	only_in_union
CSF2RA	CSF2RA	only_in_union
RAB40C	RAB40C	only_in_union
ZNF316	ZNF316	only_in_union
MIR885	MIR885	only_in_union
MIR20A	ggo-mir-20a	only_in_union
SNORA54	SNORA54	only_in_union
MIR103A2	MIR103A2	only_in_union
MIR4254	MIR4254	only_in_union
SCRIB	SCRIB	only_in_union
SNORD114-27	SNORD114-27	only_in_union
MAPDA	ADAL	only_in_union
MIR181B2	MIR181B2	only_in_union
IL10RB	IL10RB	only_in_union
MIRLET7I	MIRLET7I	only_in_union
MIR4686	MIR4686	only_in_union
MIR1199	MIR1199	only_in_union
DOM3Z	DXO	only_in_union
MIR523	MIR523	only_in_union
MIR524	MIR524	only_in_union
ptr-mir-500-2	MIR500B	only_in_union
SPAG8	SPAG8	only_in_union
SNORD86	SNORD86	only_in_union
SNORD3D	SNORD3D	only_in_union
SNORD38A	SNORD38A	only_in_union
C6orf136	C6orf136	only_in_union
CATSPER2	CATSPER2	only_in_union
REDIC1	REDIC1	only_in_union
MIR19A	ggo-mir-19a	only_in_union
CHPF2	CHPF2	only_in_union
MIR4693	MIR4693	only_in_union
MIR30A	ggo-mir-30a	only_in_union
SMKR1	SMKR1	only_in_union
MIR193A	MIR193A	only_in_union
RNU6ATAC27P	RNU6ATAC27P	only_in_union
MIR4759	MIR4759	only_in_union
MIR519A2	MIR519A-2	only_in_union
MIR643	MIR643	only_in_union
MIR4660	MIR4660	only_in_union
SCYL2	SCYL2	only_in_union
ATP5F1E	ATP5F1E	only_in_union
FCRL2	FCRL2	only_in_union
SNORD114-22	SNORD114-22	only_in_union
MIR4726	MIR4726	only_in_union
CABLES2	CABLES2	only_in_union
MIR103A1	ggo-mir-103	only_in_union
SNORA44	SNORA44	only_in_union
ELK3	ELK3	only_in_union
ANP32E	ANP32E	only_in_union
ptr-mir-939	MIR939	only_in_union
MIR6819	MIR6819	only_in_union
MIR588	MIR588	only_in_union
H3C6	H3C2	only_in_union
MIR138-2	MIR138	only_in_union
RBM39	RBM39	only_in_union
C16orf86	C16orf86	only_in_union
SNORD114-15	SNORD114-15	only_in_union
MAGEC3	MAGEC3	only_in_union
RNU6-503P	U6	only_in_union
MIR598	MIR598	only_in_union
SNORD125	SNORD125	only_in_union
C11orf54	C11orf54	only_in_union
SNORA11B	SNORA11B	only_in_union
MIR922	MIR922	only_in_union
MGAM2	MGAM2	only_in_union
UTP18	UTP18	only_in_union
SNORA78	SNORA78	only_in_union
PDXDC1	PDXDC1	only_in_union
ptr-mir-1298	ggo-mir-1298	only_in_union
MIR4276	MIR4276	only_in_union
C7orf25	C7orf25	only_in_union
MIR214	ggo-mir-214	only_in_union
MIR320B1	MIR320B1	only_in_union
C1orf141	C1orf141	only_in_union
QPRT	QPRT	only_in_union
ptr-mir-671	MIR671	only_in_union
COX19	COX19	only_in_union
MIR3666	MIR3666	only_in_union
MIR7159	MIR7159	only_in_union
SNORD63	SNORD63	only_in_union
MIR125B1	ggo-mir-125b-1	only_in_union
MIR139	MIR139	only_in_union
RPL7L1	RPL7L1	only_in_union
ptr-mir-93	ggo-mir-93	only_in_union
MIR6820	MIR6820	only_in_union
SNORD1A	SNORD1A	only_in_union
MIR129-1	MIR129-1	only_in_union
DDHD2	DDHD2	only_in_union
SNORD65C	SNORD65C	only_in_union
SNORA11G	SNORA11G	only_in_union
Telomerase-vert	Telomerase-vert	only_in_union
MIR1273C	MIR1273C	only_in_union
MIR548AG2	MIR548AG2	only_in_union
MIR1228	MIR1228	only_in_union
RNU6ATAC6P	RNU6ATAC6P	only_in_union
BORCS7	BORCS7	only_in_union
SCARNA15	SCARNA15	only_in_union
BMAL2	BMAL2	only_in_union
MIR9-3	MIR9-3	only_in_union
RNU6ATAC19P	RNU6ATAC19P	only_in_union
MIR95	ggo-mir-95	only_in_union
MIR4708	MIR4708	only_in_union
