A	B	source
ZNF280D	ZNF280D	only_in_union
OASL	OASL	only_in_union
TPCN2	TPCN2	only_in_union
PSMD3	PSMD3	only_in_union
PLS3	PLS3	only_in_union
SLC2A1	SLC2A1	only_in_union
PITPNC1	PITPNC1	only_in_union
GNA11	GNA11	only_in_union
DYNLT5	DYNLT5	only_in_union
MIR153-2	ssc-mir-153	only_in_union
MIR342	ssc-mir-342	only_in_union
THAP8	THAP8	only_in_union
MYO1F	MYO1F	only_in_union
NSMCE4A	NSMCE4A	only_in_union
HNRNPH1	HNRNPH1	only_in_union
MIR96	ssc-mir-96	only_in_union
CHN1	CHN1	only_in_union
SLC25A40	SLC25A40	only_in_union
GP6	GP6	only_in_union
SLFN11	SLFN11	only_in_union
PIP4K2B	PIP4K2B	only_in_union
PKP3	PKP3	only_in_union
SRSF10	SRSF10	only_in_union
GPA33	GPA33	only_in_union
MIR219A2	MIR219A2	only_in_union
CFAP210	CFAP210	only_in_union
CFAP91	CFAP91	only_in_union
KCTD10	KCTD10	only_in_union
C21orf140	C21orf140	only_in_union
ZFR2	ZFR2	only_in_union
RNA5S2	5S_rRNA	only_in_union
PRMT1	PRMT1	only_in_union
TSGA10IP	TSGA10IP	only_in_union
PABPC1	PABPC1	only_in_union
RABGAP1	RABGAP1	only_in_union
VWF	VWF	only_in_union
RINT1	RINT1	only_in_union
USP12	USP12	only_in_union
MIR181B1	ssc-mir-181b-1	only_in_union
IFNL1	IL29	only_in_union
HTRA1	HTRA1	only_in_union
JADE1	JADE1	only_in_union
ACTA1	ACTA1	only_in_union
KRT79	KRT79	only_in_union
MIR497	ssc-mir-497	only_in_union
MARCHF9	MARCHF9	only_in_union
ZNF630	ZNF630	only_in_union
SAFB2	SAFB2	only_in_union
BCAM	BCAM	only_in_union
PIGG	PIGG	only_in_union
SNORD26	SNORD26	only_in_union
NCBP2	NCBP2	only_in_union
XG	XG	only_in_union
FAM76B	FAM76B	only_in_union
SNORA53	SNORA53	only_in_union
LIFR	LIFR	only_in_union
ZNF41	ZNF41	only_in_union
MAP4K2	MAP4K2	only_in_union
MIR135A1	ssc-mir-135-1	only_in_union
XPO5	XPO5	only_in_union
ZNF793	ZNF793	only_in_union
CAMSAP2	CAMSAP2	only_in_union
ZFP28	ZFP28	only_in_union
PCYOX1	PCYOX1	only_in_union
MTCL3	MTCL3	only_in_union
WDR7	WDR7	only_in_union
GNG8	GNG8	only_in_union
OSBPL3	OSBPL3	only_in_union
MIR504	ssc-mir-504	only_in_union
SNORA60	SNORA71	only_in_union
OSMR	OSMR	only_in_union
NCBP2L	NCBP2L	only_in_union
SEPHS1	SEPHS1	only_in_union
EEF1AKMT3	EEF1AKMT3	only_in_union
CYP2S1	CYP2S1	only_in_union
SNORD49B	SNORD49B	only_in_union
CDYL	CDYL	only_in_union
TFAP4	TFAP4	only_in_union
TBC1D2B	TBC1D2B	only_in_union
C2orf42	C2orf42	only_in_union
NXPH4	NXPH4	only_in_union
SLC9B1	SLC9B1	only_in_union
NUP205	NUP205	only_in_union
ZNF212	ZNF212	only_in_union
TRIM29	TRIM29	only_in_union
PIEZO1	PIEZO1	only_in_union
LMAN2L	LMAN2L	only_in_union
KATNIP	KATNIP	only_in_union
NXPE3	NXPE3	only_in_union
KCNJ15	KCNJ15	only_in_union
PDE1B	PDE1B	only_in_union
DYNLL1	DYNLL1	only_in_union
DNAI4	DNAI4	only_in_union
TMEM31	TMEM31	only_in_union
RAB1B	RAB1B	only_in_union
H2AC17	H2AC17	only_in_union
NEK7	NEK7	only_in_union
PARP6	PARP6	only_in_union
DNAJC5	DNAJC5	only_in_union
GIGYF2	GIGYF2	only_in_union
GBP2	GBP2	only_in_union
MIR361	ssc-mir-361	only_in_union
MIR544A	MIR544A	only_in_union
TKTL1	TKTL1	only_in_union
IRF1	IRF1	only_in_union
POLR1B	POLR1B	only_in_union
ZNF624	ZNF624	only_in_union
ZNF784	ZNF784	only_in_union
SHFL	SHFL	only_in_union
THEM6	THEM6	only_in_union
MIR27B	MIR27B	only_in_union
DNAJC18	DNAJC18	only_in_union
RCN1	RCN1	only_in_union
ISY1	ISY1	only_in_union
SLC6A11	SLC6A11	only_in_union
SNORD115-26	SNORD115	only_in_union
B3GNT5	B3GNT5	only_in_union
MIR375	ssc-mir-375	only_in_union
UBE2T	UBE2T	only_in_union
PIWIL1	PIWIL1	only_in_union
PPP2R3C	PPP2R3C	only_in_union
NDUFS4	NDUFS4	only_in_union
MIR363	ssc-mir-363-1	only_in_union
HNRNPUL2	HNRNPUL2	only_in_union
PER2	PER2	only_in_union
CLEC2B	CLEC2B	only_in_union
LRRC49	LRRC49	only_in_union
GPRASP3	GPRASP3	only_in_union
RPL36A	RPL36A	only_in_union
SLC38A6	SLC38A6	only_in_union
PSME2	PSME2	only_in_union
TIAM2	TIAM2	only_in_union
ARFGAP3	ARFGAP3	only_in_union
ATP9B	ATP9B	only_in_union
MIA	MIA	only_in_union
SNORA67	SNORA67	only_in_union
FAM228B	FAM228B	only_in_union
RDH16	RDH16	only_in_union
ZNF544	ZNF544	only_in_union
UPP1	UPP1	only_in_union
ZNF140	ZNF140	only_in_union
RXYLT1	RXYLT1	only_in_union
GRIK2	GRIK2	only_in_union
MIR34C	ssc-mir-34c-1	only_in_union
KCNN4	KCNN4	only_in_union
MIR505	ssc-mir-505	only_in_union
TMSB4Y	TMSB4X	only_in_union
RPRD1B	RPRD1B	only_in_union
TRIM77	TRIM77	only_in_union
ADCY5	ADCY5	only_in_union
SPACA6	SPACA6	only_in_union
CAPZA2	CAPZA2	only_in_union
ECE2	ECE2	only_in_union
SNORA68	SNORA68	only_in_union
SYNGR2	SYNGR2	only_in_union
NUP214	NUP214	only_in_union
ARB2A	ARB2A	only_in_union
ZNF583	ZNF583	only_in_union
FAM3A	FAM3A	only_in_union
LRRCC1	LRRCC1	only_in_union
ATP4A	ATP4A	only_in_union
KCNAB3	KCNAB3	only_in_union
KMT5C	KMT5C	only_in_union
TOP1MT	TOP1MT	only_in_union
CHD1	CHD1	only_in_union
IFT56	IFT56	only_in_union
DUSP10	DUSP10	only_in_union
TPCN1	TPCN1	only_in_union
YIPF7	YIPF7	only_in_union
STK38L	STK38L	only_in_union
CAMSAP1	CAMSAP1	only_in_union
INPP4B	INPP4B	only_in_union
NEIL3	NEIL3	only_in_union
PBX1	PBX1	only_in_union
HK1	HK1	only_in_union
LASP1NB	LASP1NB	only_in_union
STRBP	STRBP	only_in_union
SLC17A3	SLC17A3	only_in_union
GARRE1	GARRE1	only_in_union
CSRP3	CSRP3	only_in_union
GNAI3	GNAI3	only_in_union
TBC1D30	TBC1D30	only_in_union
EZR	EZR	only_in_union
IKBKB	IKBKB	only_in_union
COPS5	COPS5	only_in_union
GPHN	GPHN	only_in_union
GLUD1	GLUD1	only_in_union
MMP8	MMP8	only_in_union
BLMH	BLMH	only_in_union
MIR331	ssc-mir-331	only_in_union
PELI2	PELI2	only_in_union
MIR100	ssc-mir-100	only_in_union
KRT23	KRT23	only_in_union
SYT1	SYT1	only_in_union
DOCK6	DOCK6	only_in_union
SNORA19	SNORA19	only_in_union
CLIC2	CLIC2	only_in_union
NT5C1B	NT5C1B	only_in_union
REXO5	REXO5	only_in_union
ZNF354B	ZNF354B	only_in_union
KPLCE	KPLCE	only_in_union
FN3K	FN3K	only_in_union
DPY19L4	DPY19L4	only_in_union
AFG2A	AFG2A	only_in_union
CFDP1	CFDP1	only_in_union
PRKCZ	PRKCZ	only_in_union
PCDH12	PCDH12	only_in_union
SUN5	SUN5	only_in_union
ADHFE1	ADHFE1	only_in_union
STAT5B	STAT5B	only_in_union
YIPF3	YIPF3	only_in_union
TSPEAR	TSPEAR	only_in_union
ICMT	ICMT	only_in_union
MIR1296	ssc-mir-1296	only_in_union
MIR133B	ssc-mir-133b	only_in_union
SNORD19	SNORD19	only_in_union
CCDC88C	CCDC88C	only_in_union
CIDEA	CIDEA	only_in_union
SLC6A6	SLC6A6	only_in_union
SNORD79	SNORD79	only_in_union
TMEM63C	TMEM63C	only_in_union
GPR108	GPR108	only_in_union
ZNF658	ZNF658	only_in_union
PIWIL3	PIWIL3	only_in_union
TOR1AIP2	TOR1AIP2	only_in_union
MYORG	MYORG	only_in_union
SNORD5	SNORD5	only_in_union
DPYSL4	DPYSL4	only_in_union
RGSL1	RGSL1	only_in_union
ZCCHC13	ZCCHC13	only_in_union
CBX4	CBX4	only_in_union
ZNF84	ZNF84	only_in_union
SLC26A2	SLC26A2	only_in_union
C1orf174	C1orf174	only_in_union
LARP6	LARP6	only_in_union
LAMC3	LAMC3	only_in_union
KIAA1549L	KIAA1549L	only_in_union
SMDT1	SMDT1	only_in_union
NCOA2	NCOA2	only_in_union
PRPS2	PRPS2	only_in_union
H2AC19	H2AC19	only_in_union
IPO7	IPO7	only_in_union
FBXO15	FBXO15	only_in_union
ETAA1	ETAA1	only_in_union
KLHL24	KLHL24	only_in_union
EPN3	EPN3	only_in_union
FOXA1	FOXA1	only_in_union
CCDC90B	CCDC90B	only_in_union
PAPOLA	PAPOLA	only_in_union
MYL5	MYL5	only_in_union
MIR1-1	ssc-mir-1	only_in_union
GABRA5	GABRA5	only_in_union
RBP7	RBP7	only_in_union
RNU12	U12	only_in_union
MIR132	MIR132	only_in_union
MIR23B	ssc-mir-23b	only_in_union
ZNF274	ZNF274	only_in_union
HS3ST3B1	HS3ST3B1	only_in_union
SLC6A8	SLC6A8	only_in_union
SNORD126	SNORD126	only_in_union
SNORA31	SNORA31	only_in_union
GBA3	GBA3	only_in_union
SNORA46	SNORA46	only_in_union
F8	F8	only_in_union
SNORD1B	SNORD1B	only_in_union
SKIC2	SKIC2	only_in_union
COMMD1	COMMD1	only_in_union
ZNF554	ZNF554	only_in_union
TCOF1	TCOF1	only_in_union
CTDSPL	CTDSPL	only_in_union
LYSET	LYSET	only_in_union
POU2AF2	POU2AF2	only_in_union
ZFP90	ZFP90	only_in_union
C5AR1	C5AR1	only_in_union
GPS1	GPS1	only_in_union
ARF5	ARF5	only_in_union
ZNF23	ZNF23	only_in_union
MIR708	ssc-mir-708	only_in_union
ZFP82	ZFP82	only_in_union
URB2	URB2	only_in_union
MPO	MPO	only_in_union
COL4A4	COL4A4	only_in_union
OGDH	OGDH	only_in_union
MALL	MALL	only_in_union
PKD2L1	PKD2L1	only_in_union
SLC2A2	SLC2A2	only_in_union
MIR137	MIR137	only_in_union
LY86	LY86	only_in_union
CYB5R1	CYB5R1	only_in_union
PLSCR1	PLSCR1	only_in_union
SNORD90	SNORD90	only_in_union
TUBA4A	TUBA4A	only_in_union
SNORA65	SNORA65	only_in_union
KRT33A	KRT31	only_in_union
TNPO2	TNPO2	only_in_union
XPO6	XPO6	only_in_union
KRT222	KRT222	only_in_union
MCOLN3	MCOLN3	only_in_union
TMEM108	TMEM108	only_in_union
SNORD104	SNORD104	only_in_union
ATOSB	ATOSB	only_in_union
CIMAP1D	CIMAP1D	only_in_union
SNORA31B	SNORA31B	only_in_union
TPM1	TPM1	only_in_union
CBS	CBS	only_in_union
CRACR2B	CRACR2B	only_in_union
CHD7	CHD7	only_in_union
ACADM	ACADM	only_in_union
SLC25A30	SLC25A30	only_in_union
IL27	IL27	only_in_union
SF3A1	SF3A1	only_in_union
BLTP3A	BLTP3A	only_in_union
BUB1B	BUB1B	only_in_union
SNORD88B	SNORD88B	only_in_union
DEFB119	DEFB119	only_in_union
GPX7	GPX7	only_in_union
CIMIP2A	CIMIP2A	only_in_union
CSGALNACT1	CSGALNACT1	only_in_union
SLC38A9	SLC38A9	only_in_union
ZNF24	ZNF24	only_in_union
APOBEC1	APOBEC1	only_in_union
MARK4	MARK4	only_in_union
ALG9	ALG9	only_in_union
KLF17	KLF17	only_in_union
COL24A1	COL24A1	only_in_union
MIR1307	ssc-mir-1307	only_in_union
RPH3A	RPH3A	only_in_union
GTF3C2	GTF3C2	only_in_union
BMAL1	BMAL1	only_in_union
ZNF391	ZNF391	only_in_union
TRARG1	TRARG1	only_in_union
HAPSTR1	HAPSTR1	only_in_union
RHBG	RHBG	only_in_union
CAPN11	CAPN11	only_in_union
SULT6B1	SULT6B1	only_in_union
PLEKHH2	PLEKHH2	only_in_union
MIRLET7G	MIRLET7G	only_in_union
TUBB3	TUBB3	only_in_union
GPR182	GPR182	only_in_union
PSMC6	PSMC6	only_in_union
CCDC60	CCDC60	only_in_union
PCDHA3	PCDHA3	only_in_union
GABRB1	GABRB1	only_in_union
YIPF4	YIPF4	only_in_union
STX3	STX3	only_in_union
SCHIP1	SCHIP1	only_in_union
DAW1	DAW1	only_in_union
CYP4F3	CYP4F3	only_in_union
TBL1XR1	TBL1XR1	only_in_union
ST3GAL5	ST3GAL5	only_in_union
PTPRS	PTPRS	only_in_union
SNORD113-9	SNORD113-9	only_in_union
WDR6	WDR6	only_in_union
CACNA1C	CACNA1C	only_in_union
ST8SIA1	ST8SIA1	only_in_union
SLC7A10	SLC7A10	only_in_union
NLRC5	NLRC5	only_in_union
MIR365B	ssc-mir-365-2	only_in_union
FANCD2	FANCD2	only_in_union
CSNK1A1	CSNK1A1	only_in_union
MYO18B	MYO18B	only_in_union
ANK1	ANK1	only_in_union
DOK4	DOK4	only_in_union
GLP2R	GLP2R	only_in_union
BRD9	BRD9	only_in_union
MIR143	ssc-mir-143	only_in_union
IL1A	IL1A	only_in_union
ZSCAN23	ZSCAN23	only_in_union
DPP9	DPP9	only_in_union
SNORD83A	SNORD83A	only_in_union
OPHN1	OPHN1	only_in_union
RRM2B	RRM2B	only_in_union
MOK	MOK	only_in_union
ZFP92	ZFP92	only_in_union
SLC37A1	SLC37A1	only_in_union
ZNF546	ZNF546	only_in_union
PUM2	PUM2	only_in_union
LRRC45	LRRC45	only_in_union
SERAC1	SERAC1	only_in_union
LDHA	LDHA	only_in_union
CD2	CD2	only_in_union
SCYGR8	SCYGR8	only_in_union
ENTREP3	ENTREP3	only_in_union
PCGF3	PCGF3	only_in_union
PSMG1	PSMG1	only_in_union
ERMAP	ERMAP	only_in_union
CIMIP3	CIMIP3	only_in_union
PECAM1	PECAM1	only_in_union
CTSV	CTSV	only_in_union
SNORD70B	SNORD70B	only_in_union
CEP295	CEP295	only_in_union
PIK3R6	PIK3R6	only_in_union
CFAP276	CFAP276	only_in_union
FANCA	FANCA	only_in_union
TSHZ3	TSHZ3	only_in_union
SNORA69	SNORA69	only_in_union
GRIA3	GRIA3	only_in_union
IRAK4	IRAK4	only_in_union
DOCK10	DOCK10	only_in_union
TRIM4	TRIM4	only_in_union
CCT5	CCT5	only_in_union
CAT	CAT	only_in_union
PLXNC1	PLXNC1	only_in_union
ELOA	ELOA	only_in_union
DZIP1L	DZIP1L	only_in_union
DGKA	DGKA	only_in_union
MIR144	ssc-mir-144	only_in_union
CCDC191	CCDC191	only_in_union
CCNE1	CCNE1	only_in_union
SEC31B	SEC31B	only_in_union
MSH4	MSH4	only_in_union
KLK6	KLK6	only_in_union
H2AC25	H2AC25	only_in_union
DPY19L1	DPY19L1	only_in_union
SNORD113-4	SNORD113-4	only_in_union
ANKRD13D	ANKRD13D	only_in_union
TUBB	TUBB	only_in_union
MIR101-1	ssc-mir-101-2	only_in_union
NR1H4	NR1H4	only_in_union
PDCD1LG2	PDCD1LG2	only_in_union
OR6K3	OR6K3	only_in_union
KDM5A	KDM5A	only_in_union
VPS28	VPS28	only_in_union
PGM2	PGM2	only_in_union
DDX50	DDX50	only_in_union
TNFSF12	TNFSF12	only_in_union
CHD5	CHD5	only_in_union
MIR181A2	ssc-mir-181a-2	only_in_union
MIR125B1	ssc-mir-125b-1	only_in_union
RPS6KA1	RPS6KA1	only_in_union
SNORD50B	SNORD50B	only_in_union
MROH6	MROH6	only_in_union
SNORD124	SNORD124	only_in_union
HDLBP	HDLBP	only_in_union
ZNF398	ZNF398	only_in_union
CHL1	CHL1	only_in_union
TSR3	TSR3	only_in_union
LIX1	LIX1	only_in_union
ABCB6	ABCB6	only_in_union
RFTN1	RFTN1	only_in_union
KDM4A	KDM4A	only_in_union
C4orf36	C4orf36	only_in_union
INSL6	INSL6	only_in_union
GZMB	GZMB	only_in_union
SNORD83B	SNORD83B	only_in_union
GLT8D1	GLT8D1	only_in_union
ADARB2	ADARB2	only_in_union
SLC38A5	SLC38A5	only_in_union
SLC6A5	SLC6A5	only_in_union
MIR371A	ssc-mir-371	only_in_union
MIR1224	ssc-mir-1224	only_in_union
MCU	MCU	only_in_union
TTF2	TTF2	only_in_union
SEC14L4	SEC14L4	only_in_union
EPB42	EPB42	only_in_union
SNTB1	SNTB1	only_in_union
SNORA20	SNORA20	only_in_union
RPS10	RPS10	only_in_union
U3	U3	only_in_union
SNORA5C	SNORA5C	only_in_union
KLHL17	KLHL17	only_in_union
SLC26A3	SLC26A3	only_in_union
YY1	YY1	only_in_union
ABHD8	ABHD8	only_in_union
MCEE	MCEE	only_in_union
LRWD1	LRWD1	only_in_union
CIMAP2	CIMAP2	only_in_union
SPATA16	SPATA16	only_in_union
MIR744	ssc-mir-744	only_in_union
MYZAP	MYZAP	only_in_union
LIPT2	LIPT2	only_in_union
CANT1	CANT1	only_in_union
GARIN5A	GARIN5A	only_in_union
SKA3	SKA3	only_in_union
GARIN3	GARIN3	only_in_union
LCAT	LCAT	only_in_union
PPP2R2B	PPP2R2B	only_in_union
SNORD59A	SNORD59A	only_in_union
TMEM202	TMEM202	only_in_union
DISP3	DISP3	only_in_union
IFNA13	IFN-ALPHA-4	only_in_union
NFASC	NFASC	only_in_union
ADCY1	ADCY1	only_in_union
TANGO6	TANGO6	only_in_union
ZNF37A	ZNF37A	only_in_union
MYL3	MYL3	only_in_union
AIRIM	AIRIM	only_in_union
HIVEP1	HIVEP1	only_in_union
RCOR1	RCOR1	only_in_union
FAAH	FAAH	only_in_union
IFNL3	IL28B	only_in_union
ZNF232	ZNF232	only_in_union
ARAP2	ARAP2	only_in_union
MIR208B	ssc-mir-208b	only_in_union
SNORA38	SNORA38	only_in_union
CTNNA1	CTNNA1	only_in_union
BLTP1	BLTP1	only_in_union
MIR374B	MIR374B	only_in_union
TRIM65	TRIM65	only_in_union
BBS1	BBS1	only_in_union
MIR455	MIR455	only_in_union
IQGAP1	IQGAP1	only_in_union
CHRNB3	CHRNB3	only_in_union
GRK3	GRK3	only_in_union
CCN6	CCN6	only_in_union
VAMP2	VAMP2	only_in_union
ZNF226	ZNF226	only_in_union
CIP2A	CIP2A	only_in_union
EEIG2	EEIG2	only_in_union
HTR3C	HTR3C	only_in_union
TBX18	TBX18	only_in_union
WDR13	WDR13	only_in_union
HACD1	HACD1	only_in_union
PRKCA	PRKCA	only_in_union
NRCAM	NRCAM	only_in_union
USP10	USP10	only_in_union
NRXN3	NRXN3	only_in_union
NHERF4	NHERF4	only_in_union
DOLPP1	DOLPP1	only_in_union
MIR124-1	ssc-mir-124a-2	only_in_union
SNORD28	SNORD28	only_in_union
LRBA	LRBA	only_in_union
SNORD29	SNORD29	only_in_union
MIR181B2	ssc-mir-181b-2	only_in_union
MYOC	MYOC	only_in_union
MIR421	ssc-mir-421	only_in_union
ANKRD27	ANKRD27	only_in_union
HSPA14	HSPA14	only_in_union
TERB2	TERB2	only_in_union
SNORD99	SNORD99	only_in_union
DCLK1	DCLK1	only_in_union
LUC7L	LUC7L	only_in_union
APCDD1	APCDD1	only_in_union
MIR152	ssc-mir-152	only_in_union
PPIL4	PPIL4	only_in_union
IQANK1	IQANK1	only_in_union
RDH11	RDH11	only_in_union
ADNP2	ADNP2	only_in_union
ORC2	ORC2	only_in_union
MIR28	ssc-mir-28	only_in_union
ATP23	ATP23	only_in_union
ACTA2	ACTA2	only_in_union
SLC25A15	SLC25A15	only_in_union
DAB2	DAB2	only_in_union
OTOGL	OTOGL	only_in_union
ZNF655	ZNF655	only_in_union
ACSS2	ACSS2	only_in_union
MIR105-2	ssc-mir-105-2	only_in_union
TUBA1B	TUBA1B	only_in_union
SPTLC2	SPTLC2	only_in_union
CCNT2	CCNT2	only_in_union
OR5D18	OR5D18	only_in_union
TMOD4	TMOD4	only_in_union
RSL1D1	RSL1D1	only_in_union
TBPL2	TBPL2	only_in_union
SNORD1C	SNORD1C	only_in_union
RNF31	RNF31	only_in_union
IGSF10	IGSF10	only_in_union
DIS3L	DIS3L	only_in_union
RNFT1	RNFT1	only_in_union
MIR450B	ssc-mir-450b	only_in_union
YPEL1	YPEL1	only_in_union
FTSJ3	FTSJ3	only_in_union
METTL1	METTL1	only_in_union
ST8SIA6	ST8SIA6	only_in_union
ABHD12B	ABHD12B	only_in_union
SNORD101	SNORD101	only_in_union
SNORA4	SNORA4	only_in_union
ECH1	ECH1	only_in_union
SNORD16	SNORD16	only_in_union
CFAP119	CFAP119	only_in_union
MIR425	ssc-mir-425	only_in_union
EXT1	EXT1	only_in_union
IFI44L	IFI44L	only_in_union
NUP54	NUP54	only_in_union
MIR151A	MIR151A	only_in_union
DCAF11	DCAF11	only_in_union
MIR148A	MIR148A	only_in_union
ZNF26	ZNF26	only_in_union
MIR186	ssc-mir-186	only_in_union
SNORD4A	SNORD4A	only_in_union
MIR374A	ssc-mir-374a	only_in_union
SNORD22	SNORD22	only_in_union
ATP6V0A1	ATP6V0A1	only_in_union
MT1E	MT1A	only_in_union
CIMIP7	CIMIP7	only_in_union
PDE4C	PDE4C	only_in_union
CHSY1	CHSY1	only_in_union
CGRRF1	CGRRF1	only_in_union
STK32C	STK32C	only_in_union
RN7SL3	Metazoa_SRP	only_in_union
COPS3	COPS3	only_in_union
ATP11A	ATP11A	only_in_union
CLIC5	CLIC5	only_in_union
CNOT7	CNOT7	only_in_union
CMTM5	CMTM5	only_in_union
SNORD19B	SNORD19B	only_in_union
FMN2	FMN2	only_in_union
HEXA	HEXA	only_in_union
KIT	KIT	only_in_union
TMPRSS11D	TMPRSS11D	only_in_union
TRIM23	TRIM23	only_in_union
H3C15	H3C15	only_in_union
SLC13A2	SLC13A2	only_in_union
MIR761	MIR761	only_in_union
MIR7-3	ssc-mir-7-1	only_in_union
MOB3A	MOB3A	only_in_union
UBE2NL	UBE2NL	only_in_union
METTL8	METTL8	only_in_union
FAM227B	FAM227B	only_in_union
PTPRE	PTPRE	only_in_union
NDUFA4	NDUFA4	only_in_union
ZNF609	ZNF609	only_in_union
MIR133A2	ssc-mir-133a-1	only_in_union
GIN1	GIN1	only_in_union
GJB6	GJB6	only_in_union
SNORD94	SNORD94	only_in_union
IL24	IL24	only_in_union
HYCC1	HYCC1	only_in_union
PGAM1	PGAM1	only_in_union
LUC7L2	LUC7L2	only_in_union
RNU5E-6P	U5	only_in_union
DYNC1LI2	DYNC1LI2	only_in_union
AGBL2	AGBL2	only_in_union
SNORA17B	SNORA17B	only_in_union
C14orf39	C14orf39	only_in_union
LHFPL7	LHFPL7	only_in_union
UBL5	UBL5	only_in_union
ART5	ART5	only_in_union
MIR208A	MIR208A	only_in_union
SNORA50C	SNORA50C	only_in_union
TTLL6	TTLL6	only_in_union
COL5A1	COL5A1	only_in_union
SDR42E2	SDR42E2	only_in_union
SNORD88C	SNORD88C	only_in_union
MIR3115	MIR3115	only_in_union
PEDS1	PEDS1	only_in_union
MTOR	MTOR	only_in_union
ALKBH4	ALKBH4	only_in_union
KDM6A	KDM6A	only_in_union
KCTD21	KCTD21	only_in_union
TOP2A	TOP2A	only_in_union
GNA14	GNA14	only_in_union
CYLC1	CYLC1	only_in_union
FRG1	FRG1	only_in_union
ZNF613	ZNF613	only_in_union
MAGEB5	MAGEB5	only_in_union
MAP2K4	MAP2K4	only_in_union
SNORD71	SNORD71	only_in_union
SNORA12	SNORA12	only_in_union
DPYS	DPYS	only_in_union
NKD1	NKD1	only_in_union
SERPING1	SERPING1	only_in_union
GTPBP1	GTPBP1	only_in_union
POLB	POLB	only_in_union
MIR191	ssc-mir-191	only_in_union
TGS1	TGS1	only_in_union
ATP6V1B1	ATP6V1B1	only_in_union
ZNF599	ZNF599	only_in_union
TMEM126B	TMEM126B	only_in_union
VAC14	VAC14	only_in_union
ELOB	ELOB	only_in_union
NDST1	NDST1	only_in_union
MOB3B	MOB3B	only_in_union
CLVS1	CLVS1	only_in_union
GALNTL5	GALNTL5	only_in_union
SPMIP6	SPMIP6	only_in_union
PLXNA4	PLXNA4	only_in_union
HMG20A	HMG20A	only_in_union
MTHFSD	MTHFSD	only_in_union
PLA2G4F	PLA2G4F	only_in_union
KCND2	KCND2	only_in_union
NUDT6	NUDT6	only_in_union
SNORD36B	SNORD36	only_in_union
ZNF329	ZNF329	only_in_union
ZFAND1	ZFAND1	only_in_union
ZNF584	ZNF584	only_in_union
TOB2	TOB2	only_in_union
CHAD	CHAD	only_in_union
RPL23A	RPL23A	only_in_union
KIAA0930	KIAA0930	only_in_union
U2AF1L4	U2AF1L4	only_in_union
KRT39	KRT39	only_in_union
HOXA10	HOXA10	only_in_union
MS4A5	MS4A5	only_in_union
SLC9C1	SLC9C1	only_in_union
GINS2	GINS2	only_in_union
PARP9	PARP9	only_in_union
MIR199A2	MIR199A2	only_in_union
NUP50	NUP50	only_in_union
TEN1	TEN1	only_in_union
GPR139	GPR139	only_in_union
ZNF7	ZNF7	only_in_union
MPHOSPH8	MPHOSPH8	only_in_union
APOLD1	APOLD1	only_in_union
UTP6	UTP6	only_in_union
AKAIN1	AKAIN1	only_in_union
SNORD113-7	SNORD113-7	only_in_union
SNORA35B	SNORA35B	only_in_union
NSMAF	NSMAF	only_in_union
COX7A1	COX7A1	only_in_union
GNB3	GNB3	only_in_union
CTRC	CTRC	only_in_union
ZNF653	ZNF653	only_in_union
ZNF883	ZNF883	only_in_union
OSBPL5	OSBPL5	only_in_union
ZNF333	ZNF333	only_in_union
HNRNPA1	HNRNPA1	only_in_union
HFM1	HFM1	only_in_union
