A	B	source
DTWD2	DTWD2	only_in_union
CCDC102B	CCDC169	only_in_union
ZNF319	ZNF319	only_in_union
KGD4	KGD4	only_in_union
DECR2	DECR2	only_in_union
ZNF517	ZNF517	only_in_union
FRAT2	PERCC1	only_in_union
MFSD14B	MFSD14B	only_in_union
MISFA	MISFA	only_in_union
BTN2A2	BTN2A1	only_in_union
ZNF528	ZNF480	only_in_union
RPL6	RPL14	only_in_union
RETREG2	RETREG2	only_in_union
BPHL	SERHL2	only_in_union
ZNF114	ZNF713	only_in_union
CTSH	CTSK	only_in_union
PRSS21	PRSS21	only_in_union
C2CD4D	C2CD4C	only_in_union
ADIRF	ADIRF	only_in_union
HNRNPDL	HNRNPDL	only_in_union
GP1BA	GP1BA	only_in_union
TAS2R14	VN1R4	only_in_union
CCDC77	CCDC13	only_in_union
MUC5B	MUC6	only_in_union
COX19	COX19	only_in_union
ZNF589	ZNF284	only_in_union
PLPP7	PLPP7	only_in_union
OR52L1	OR52D1	only_in_union
TPRG1L	TPRG1L	only_in_single
GPER1	GPER	only_in_single
TNNT1	TNNT1	only_in_single
DECR2	NME4	only_in_single
ARB2A	FAM172A	only_in_single
PLAAT3	PLAAT2	only_in_single
CMC1	CMC1	only_in_single
SCARF2	SCARF2	only_in_single
SLC25A32	SLC25A32	only_in_single
SMIM19	C8orf40	only_in_single
TNFRSF4	TNFRSF4	only_in_single
CTSH	CTSH	only_in_single
GNG3	GNG3	only_in_single
TRAPPC2L	TRAPPC2L	only_in_single
TMEM184A	TMEM184A	only_in_single
ATG9A	ABCB6	only_in_single
DNAH12	DNAH12	only_in_single
NIPSNAP3B	NIPSNAP3B	only_in_single
H1-2	HIST1H1C	only_in_single
AKAIN1	C18orf42	only_in_single
PRC1	PRC1	only_in_single
POLQ	POLQ	only_in_single
TENT5B	FAM46B	only_in_single
CFAP44	CFAP44	only_in_single
CDC6	CDC6	only_in_single
C1orf70	TMEM240	only_in_single
APOC2	APOC4	only_in_single
TNNC2	TNNC2	only_in_single
ADIRF	C10orf116	only_in_single
PIM1	PIM1	only_in_single
PXMP2	PXMP2	only_in_single
CCND1	CCND1	only_in_single
UBE2E1	UBE2E1	only_in_single
ADAP1	ADAP1	only_in_single
CCL2	CCL2	only_in_single
KRBOX4	KRBOX4	only_in_single
SCGB1C1	SCGB1C1	only_in_single
BTNL9	BTNL9	only_in_single
TMED3	TMED3	only_in_single
ZNF681	ZNF681	only_in_single
RNF103	RNF103	only_in_single
COX6C	COX6C	only_in_single
TRIOBP	TRIOBP	only_in_single
SAGE1	SAGE1	only_in_single
MFSD14B	HIATL1	only_in_single
PDZK1IP1	TAL1	only_in_single
ACOT13	ACOT13	only_in_single
KLRB1	KLRB1	only_in_single
NXPE3	NFKBIZ	only_in_single
CUEDC2	CUEDC2	only_in_single
ARPC5	ARPC5	only_in_single
GRXCR2	GRXCR2	only_in_single
MAMU-DRB1	Caja-DRB1	only_in_single
TOP6BL	C11orf80	only_in_single
MYO15B	MYO15B	only_in_single
CCDC13	CCDC13	only_in_single
PLPP7	PPAPDC3	only_in_single
SCD	SCD	only_in_single
KLK10	KLNJ	only_in_single
SUSD6	KIAA0247	only_in_single
USF2	USF2	only_in_single
ATP6AP1L	ATG10	only_in_single
PKD2L2	PKD2L2	only_in_single
DMAC1	C9orf123	only_in_single
YPEL1	YPEL1	only_in_single
ZNF415	ZNF415	only_in_single
KIFBP	DDX21	only_in_single
SNCG	SNCG	only_in_single
KCNMB4	KCNMB4	only_in_single
PDGFRA	PDGFRA	only_in_single
IGKV4-1	IGKV4-1	only_in_single
PVRIG	PVRIG	only_in_single
ORMDL1	ORMDL1	only_in_single
FAM161B	FAM161B	only_in_single
JADE3	PHF16	only_in_single
TICAM2	TMED7	only_in_single
TTLL3	TTLL3	only_in_single
ORMDL3	ORMDL3	only_in_single
UBE2E2	UBE2E2	only_in_single
VCF2	FAM104B	only_in_single
BPNT2	BPNT2	only_in_single
ZNF883	ZNF517	only_in_single
RETNLB	RETNLB	only_in_single
PHLDA1	PHLDA1	only_in_single
