A	B	source
Epha4	epha4	only_in_union
Ppp1r3d	ppp1r3d	only_in_union
Tg	tg	only_in_union
Galnt16	galnt16	only_in_union
Mamld1	mamld1	only_in_union
Prkcz	prkcz	only_in_union
Nek2	nek2	only_in_union
Zfp385c	znf385c	only_in_union
Mmp12	mmp8	only_in_union
Agbl3	agbl3	only_in_union
Hdac6	hdac6	only_in_union
Vdac3	vdac3	only_in_union
Gjd3	gjd3	only_in_union
Mpped1	mpped1	only_in_union
Emp1	emp1	only_in_union
Spmap1	c17orf98	only_in_union
1600012H06Rik	c6orf120	only_in_union
Mir200b	xtr-mir-200b	only_in_union
Sox15	sox15	only_in_union
Shank3	shank3	only_in_union
Ankdd1b	ankdd1b	only_in_union
Trir	trir	only_in_union
Itga5	itga5	only_in_union
Frmd5	frmd5	only_in_union
Kcnk6	kcnk6	only_in_union
Tmem198	TMEM198	only_in_union
Pask	pask	only_in_union
Syngr4	syngr4	only_in_union
Ift25	hspb11	only_in_union
Tmem186	tmem186	only_in_union
Plag1	plag1	only_in_union
Bltp3b	uhrf1bp1l	only_in_union
Plekha1	plekha1	only_in_union
Senp7	senp7	only_in_union
Cib1	cib1	only_in_union
Ano1	ano1	only_in_union
Kif2a	hacd2	only_in_union
Sh3bp2	sh3bp2	only_in_union
Mirlet7g	xtr-let-7g	only_in_union
Gm22744	SNORD29	only_in_union
Prkag1	prkag1	only_in_union
Chmp1b2	chmp1b	only_in_union
Upk3b	upk3b	only_in_union
Wdr5b	wdr5	only_in_union
Chd4	chd4	only_in_union
Soat1	soat1	only_in_union
Arl5c	arl5c	only_in_union
Tmem63b	tmem63b	only_in_union
Tpst2	tpst2	only_in_union
Gdf15	gdf15	only_in_union
Zbtb7b	zbtb7b	only_in_union
Tysnd1	tysnd1	only_in_union
Cidea	cidea	only_in_union
Pcsk6	snrpa1	only_in_union
Gadd45a	gadd45a	only_in_union
Pcca	pcca	only_in_union
Mir23a	xtr-mir-23a-1	only_in_union
Cnksr2	cnksr2	only_in_union
Cep170b	cep170b	only_in_union
Golm2	golm2	only_in_union
Mtmr9	mtmr9	only_in_union
Clstn3	clstn3	only_in_union
Uxt	uxt	only_in_union
Atg9b	atg9b	only_in_union
Sntg2	sntg2	only_in_union
Elapor1	elapor1	only_in_union
Grk4	grk4	only_in_union
Sv2a	sv2a	only_in_union
Dnah11	dnah11	only_in_union
Plxnb2	plxnb2	only_in_union
Dsg1a	dsg1	only_in_union
Irf5	irf5	only_in_union
Tnfaip2	tnfaip2	only_in_union
Mir27b	xtr-mir-27b	only_in_union
Tdrkh	tdrkh	only_in_union
Iqsec2	iqsec2	only_in_union
Adss1	adss1	only_in_union
Crat	crata	only_in_union
Trpc2	trpc2	only_in_union
Kdelr3	kdelr3	only_in_union
Pdss1	pdss1	only_in_union
Hnrnpd	hnrnpd	only_in_union
C1qa	c1qa	only_in_union
Mir148b	xtr-mir-148b	only_in_union
Ckb	ckb	only_in_union
Impg1	impg1	only_in_union
Pced1a	pced1a	only_in_union
Ptprf	ptprf	only_in_union
Bmp15	bmp15	only_in_union
Usp35	usp35	only_in_union
Prdx6	prdx6	only_in_union
Aknad1	aknad1	only_in_union
Pcbp2	pcbp3	only_in_union
Acta2	acta2	only_in_union
Tbk1	mgc69493	only_in_union
Pdyn	pdyn	only_in_union
Epb41l2	epb41l2	only_in_union
Glrb	glrb	only_in_union
Cops7b	cops7b	only_in_union
Gnat2	gnat2	only_in_union
Fundc1	fundc1	only_in_union
Patl1	patl1	only_in_union
Tmem63a	tmem63a	only_in_union
Sike1	sike1	only_in_union
Cep41	cep41	only_in_union
Ubap2l	ubap2l	only_in_union
Calml4	calml4	only_in_union
Zfp646	znf646	only_in_union
Arpc1a	arpc1a	only_in_union
Zfp503	znf503	only_in_union
Msc	msc	only_in_union
Chmp6	chmp6	only_in_union
Aqp11	aqp11	only_in_union
Rdh19	rdh16	only_in_union
Phf1	phf1	only_in_union
Noxo1	noxo1	only_in_union
Ddb2	ddb2	only_in_union
Pax7	pax7	only_in_union
Ano2	ano2	only_in_union
Prorsd1	prorsd1p	only_in_union
Ttc7b	ttc7b	only_in_union
Col8a2	col8a2	only_in_union
Vamp3	vamp3	only_in_union
Kcnj9	kcnj9	only_in_union
Gal3st4	gal3st4.2	only_in_union
Ica1	ica1	only_in_union
Mafa	mafa	only_in_union
Arhgef39	arhgef39	only_in_union
Mmd	mmd	only_in_union
Cyp2c39	XB5919979 [provisional:cyp2c55]	only_in_union
Doc2a	doc2a	only_in_union
B4galnt2	b4galnt2	only_in_union
Nipa2	nipa2	only_in_union
Mir183	xtr-mir-183	only_in_union
Camk2n2	camk2n2	only_in_union
Naa25	naa25	only_in_union
Gm26163	SNORA73	only_in_union
Loxl4	loxl4	only_in_union
Cpeb4	cpeb4	only_in_union
Notch1	notch1	only_in_union
Enpp3	enpp3	only_in_union
Gaa	gaa	only_in_union
Atp6v1a	atp6v1a	only_in_union
Erich2	erich2	only_in_union
Asxl2	asxl2	only_in_union
Ldha	ldha	only_in_union
Rasal1	rasal1	only_in_union
Acaa1a	acaa1	only_in_union
Asb6	asb6	only_in_union
Fbxo2	fbxo2	only_in_union
Pdik1l	pdik1l	only_in_union
Ash1l	ash1l	only_in_union
Slc16a14	slc16a14	only_in_union
Pid1	pid1	only_in_union
Mir10a	xtr-mir-10a	only_in_union
Gsg1l	gsg1l	only_in_union
Gabarapl1	gabarapl1	only_in_union
Ms4a6d	XB5734924 [provisional]	only_in_union
Gyg1	gyg1	only_in_union
B230219D22Rik	c5orf24	only_in_union
Tm9sf2	tm9sf2	only_in_union
Akp3	alpi.1	only_in_union
Mpv17l2	mpv17l2	only_in_union
Eif4e	kirrel2	only_in_union
Cyp2c29	cyp2a6.1	only_in_union
Gria3	gria3	only_in_union
Esco2	esco2	only_in_union
Ankrd35	ankrd35	only_in_union
Fkbp10	fkbp10	only_in_union
Riok1	riok1	only_in_union
Irf7	irf7	only_in_union
Dot1l	dot1l	only_in_union
Tbata	tbata	only_in_union
Tfap2b	tfap2b	only_in_union
Trp53bp2	tp53bp2	only_in_union
Suv39h2	suv39h2	only_in_union
Wasf2	wasf2	only_in_union
Ankrd45	ankrd45	only_in_union
Alb	alb	only_in_union
Arrdc2	arrdc2	only_in_union
Pcnx1	pcnx1	only_in_union
Grhpr	XB5814630 [provisional:inmt]	only_in_union
Grb14	grb14	only_in_union
Nhsl1	nhsl1	only_in_union
Xpo4	xpo4	only_in_union
Casp9	casp9	only_in_union
Dlx3	dlx3	only_in_union
Dzip1	dzip1	only_in_union
Dnm3	dnm3	only_in_union
Ehd1	ehd1	only_in_union
Pla2g4d	jmjd7-pla2g4b	only_in_union
Shc3	shc3	only_in_union
B4galt4	b4galt4	only_in_union
Nelfb	nelfb	only_in_union
Creld1	creld1	only_in_union
Fnip2	fnip2	only_in_union
Alg14	alg14	only_in_union
Phc1	phc1	only_in_union
Pcgf2	pcgf2	only_in_union
Sphk2	sphk2	only_in_union
Hibch	inpp1	only_in_union
Marchf9	marchf9	only_in_union
Ap2a1	aqp10	only_in_union
Shoc1	shoc1	only_in_union
Fam3d	fam3d	only_in_union
Il22	IL22	only_in_union
Notch3	notch3	only_in_union
Sars1	sars1	only_in_union
Otog	OTOG	only_in_union
Gpr88	gpr88	only_in_union
Tab1	tab1	only_in_union
Or55b4	or52l1l [provisional]	only_in_union
Tom1l1	tom1l1	only_in_union
Mir425	xtr-mir-425	only_in_union
Gpr183	gpr183.2	only_in_union
Aldoc	aldoc	only_in_union
Ptp4a3	ptp4a3	only_in_union
Pomgnt2	pomgnt2	only_in_union
Pcyt1b	pcyt1b	only_in_union
Rfx1	rfx1	only_in_union
Gspt2	42Sp50	only_in_union
Lhfpl1	lhfpl1	only_in_union
Krt12	krt12.3	only_in_union
Snx19	snx19	only_in_union
Tmem200c	tmem200c	only_in_union
Mrps18a	mrps18a	only_in_union
Ccdc180	ccdc180	only_in_union
Mme	mme	only_in_union
Aldh1a1	aldh1a1	only_in_union
Chst4	chst5	only_in_union
Pnrc2	pnrc2	only_in_union
Dusp29	dusp29	only_in_union
Fbxl15	fbxl15	only_in_union
Adam21	XB990656 [provisional:adam9]	only_in_union
Bmp1	bmp1	only_in_union
Fhip2b	fhip2b	only_in_union
Ppp4r1	ppp4r1	only_in_union
Vsnl1	vsnl1	only_in_union
Pdgfb	pdgfb	only_in_union
A830018L16Rik	c8orf34	only_in_union
Fam131a	FAM131A	only_in_union
Atp5pd	atp5pd	only_in_union
Pcdhgb5	pcdhgb5	only_in_union
Etfb	etfb	only_in_union
Hoxc9	hoxc9	only_in_union
Sgtb	sgtb	only_in_union
Rdh16	XB5807236 [provisional]	only_in_union
Glcci1	glcci1	only_in_union
Prph2	prph2	only_in_union
Stat6	stat6	only_in_union
Lrp8	lrp8	only_in_union
Sinhcaf	sinhcaf	only_in_union
Gucy2e	gucy2d	only_in_union
Gpr158	gpr158	only_in_union
Clxn	efcab1	only_in_union
Cry1	cry1	only_in_union
Pfkfb4	pfkfb4	only_in_union
Pip4k2c	pip4k2c	only_in_union
Drgx	drgx	only_in_union
Mir449a	xtr-mir-449a	only_in_union
Ablim3	ablim3	only_in_union
Olfml3	olfml3	only_in_union
Rsbn1l	rsbn1l	only_in_union
Grhl1	grhl1	only_in_union
Kbtbd13	kbtbd13	only_in_union
Fas	fas	only_in_union
Smg5	smg5	only_in_union
Mier2	mier2	only_in_union
Arhgap17	arhgap17	only_in_union
Mia2	mia2	only_in_union
Slc66a2	slc66a2.1	only_in_union
Vwce	vwce	only_in_union
Angptl2	angptl2	only_in_union
Hprt1	hprt1	only_in_union
Nfatc4	nfatc4	only_in_union
Bach2	bach2	only_in_union
Ckmt1	ckmt1b	only_in_union
Mgst1	mgst1	only_in_union
Dhh	dhh	only_in_union
Hnrnpr	hnrnpr	only_in_union
Cds1	cds1	only_in_union
Ppp2r2d	ppp2r2d	only_in_union
Mir499	xtr-mir-499	only_in_union
Syt10	syt10	only_in_union
Mfsd2b	mfsd2b	only_in_union
Zng1	cbwd2	only_in_union
C1qc	C1QC	only_in_union
Tbc1d19	tbc1d19	only_in_union
Ssbp2	ssbp2	only_in_union
Cel	cel.1	only_in_union
Oprl1	oprl1	only_in_union
Eif3l	eif3l	only_in_union
Nr0b2	nr0b2	only_in_union
Slc6a6	slc6a6	only_in_union
Tmcc2	tmcc2	only_in_union
Parp11	parp11	only_in_union
Acsbg1	acsbg1	only_in_union
1110059G10Rik	kiaa1143	only_in_union
Chn2	chn2	only_in_union
Hyal2	hyal2	only_in_union
Csnk1g2	csnk1g2	only_in_union
Dll4	dll4	only_in_union
Coro1c	coro1c	only_in_union
Kansl3	kansl3	only_in_union
Fos	fos	only_in_union
Tmem65	tmem65	only_in_union
Samd4b	samd4b	only_in_union
Rcan1	rcan1	only_in_union
Hars1	hars1	only_in_union
Fosl1	fosl1	only_in_union
Stx11	stx11	only_in_union
Psmc6	psmc6	only_in_union
Fmo3	fmo3	only_in_union
Cimip4	tex33	only_in_union
Chst5	chst6	only_in_union
Wnk1	wnk1	only_in_union
Zc3h10	zc3h10	only_in_union
Slc7a10	slc7a10	only_in_union
Tuba1a	tuba1cl.3	only_in_union
Tfec	tfec	only_in_union
Rad54b	rad54b	only_in_union
Phospho1	phospho1	only_in_union
Zbtb47	zbtb47	only_in_union
Pitpnb	pitpnb.2	only_in_union
Il20rb	il20rb	only_in_union
Tmeff1	tmeff1	only_in_union
Smc6	smc6	only_in_union
Zbtb25	zbtb25	only_in_union
Osbpl3	osbpl3	only_in_union
Kcnmb3	kcnmb3	only_in_union
Arhgef16	arhgef16	only_in_union
Ascl3	ASCL3	only_in_union
Gal3st1	gal3st1	only_in_union
Shisa3	shisa3	only_in_union
Mlxip	mlxip	only_in_union
Fam162a	fam162a	only_in_union
Ccdc9b	ccdc9b	only_in_union
Erh	erh	only_in_union
Odf2	odf2	only_in_union
Ube2b	ube2b	only_in_union
Trio	trio	only_in_union
Pcid2	pcid2	only_in_union
Gfpt1	gfpt1	only_in_union
Synj1	synj1	only_in_union
Ncan	ncan	only_in_union
Gnb1	gnb1	only_in_union
Ednrb	ednrb	only_in_union
Plod3	plod3	only_in_union
Otop3	otop3	only_in_union
Gli1	gli1	only_in_union
Klhdc2	klhdc2	only_in_union
Myef2	myef2	only_in_union
Zfp706	znf706	only_in_union
Try4	prss2	only_in_union
Fez1	fez1	only_in_union
Setx	setx	only_in_union
Fosl2	fosl2	only_in_union
Selenoo	selenoo	only_in_union
Ece2	ece2	only_in_union
Flt4	flt4	only_in_union
Snrnp70	snrnp70	only_in_union
Ttll3	XB5950141 [provisional]	only_in_union
Gp5	gp5	only_in_union
Rps6ka2	rps6ka2	only_in_union
Igfbp2	igfbp2	only_in_union
Nrbp2	puf60	only_in_union
Cul1	cul1	only_in_union
Rxra	rxra	only_in_union
Sdk2	sdk2	only_in_union
Ubash3b	ubash3b	only_in_union
Hyal6	hyal4	only_in_union
Slc7a4	slc7a4	only_in_union
Zfyve28	zfyve28	only_in_union
Cnpy3	cnpy3	only_in_union
Dnase1	dnase1l2	only_in_union
Mfsd9	mfsd9	only_in_union
Asnsd1	asnsd1	only_in_union
Pram1	pram1	only_in_union
Lrrc38	lrrc38	only_in_union
Gmfg	gmfg	only_in_union
Ece1	ece1	only_in_union
Fastkd2	fastkd2	only_in_union
Itgb5	itgb5	only_in_union
Il17c	il17c	only_in_union
Matcap2	kiaa0895	only_in_union
Ube2a	ube2a	only_in_union
Sytl5	sytl5	only_in_union
Pgk1	pgk1	only_in_union
Hadhb	hadhb	only_in_union
Mvd	mvd	only_in_union
Dhx30	dhx30	only_in_union
Stk32a	stk32a	only_in_union
Hck	hck	only_in_union
Cep63	cep63	only_in_union
Drg1	fzd3	only_in_union
Pdcd1lg2	pdcd1lg2	only_in_union
Cln8	cln8	only_in_union
Sbk2	sbk2	only_in_union
Matcap1	kiaa0895l	only_in_union
Dgcr2	dgcr2	only_in_union
Kcnc4	kcnc4	only_in_union
Iqgap2	iqgap2	only_in_union
Ptpn5	ptpn5	only_in_union
Slc7a12	slc7a13	only_in_union
Ercc8	ercc8	only_in_union
Atp13a1	atp13a1	only_in_union
Cyp2c50	cyp2a6.2	only_in_union
Tm4sf4	XB5965330 [provisional]	only_in_union
Col12a1	col12a1	only_in_union
Rassf10	RASSF10	only_in_union
Suclg1	suclg1	only_in_union
Exoc3	exoc3	only_in_union
Pop4	pop4	only_in_union
Lss	lss	only_in_union
2900026A02Rik	kiaa1671	only_in_union
Adnp2	adnp2	only_in_union
Tbxa2r	tbxa2r	only_in_union
Cfap45	cfap45	only_in_union
Fads2	fads2	only_in_union
Atp2b1	atp2b1	only_in_union
Tnfrsf1a	tnfrsf1a	only_in_union
Dio1	dio1	only_in_union
Ankrd33b	ankrd33b	only_in_union
Cers1	cers1	only_in_union
Dpagt1	dpagt1	only_in_union
Fkbp9	fkbp9	only_in_union
Papola	papola	only_in_union
H1f6	XB5900552	only_in_union
Pcdh15	pcdh15	only_in_union
Garem1	mcm3	only_in_union
Zc3h12b	zc3h12b	only_in_union
Dip2a	dip2a	only_in_union
Snx8	snx8	only_in_union
Nt5c3b	nt5c3b	only_in_union
Jakmip2	jakmip2	only_in_union
Trim16	trim16	only_in_union
Snrpb	snrpb	only_in_union
St3gal6	st3gal6	only_in_union
Sgcg	sgcg	only_in_union
Cnksr1	cnksr1	only_in_union
Cdca7l	cdca7l	only_in_union
Brap	brap	only_in_union
Ednra	ednra	only_in_union
Cnga3	cnga3	only_in_union
Trappc2	trappc2	only_in_union
Abtb3	btbd11	only_in_union
Ccdc9	ccdc9	only_in_union
Pkhd1l1	pkhd1l1.1	only_in_union
Zbtb48	zbtb48	only_in_union
Wnt10a	wnt10a	only_in_union
Ext1	ext1	only_in_union
BC005624	c9orf78	only_in_union
Sel1l3	sel1l3	only_in_union
Nelfcd	gnas	only_in_union
Csnk2a2	csnk2a2	only_in_union
Mir208a	xtr-mir-208	only_in_union
Mdfi	mdfi	only_in_union
Abcf1	abcf1	only_in_union
Aldh1a3	aldh1a3	only_in_union
Vps13c	vps13c	only_in_union
Limk2	limk2	only_in_union
Celsr1	celsr1	only_in_union
Cacna1i	cacna1i	only_in_union
Rasa3	rasa3	only_in_union
Foxn1	foxn1	only_in_union
Amer3	amer3	only_in_union
Gdf6	gdf6	only_in_union
Fat2	fat2	only_in_union
Slc19a2	slc19a2	only_in_union
Gpr19	gpr19	only_in_union
Stk38	stk38	only_in_union
Stag2	stag2	only_in_union
Pom121	pom121	only_in_union
Mknk2	mknk2	only_in_union
Sox11	sox11	only_in_union
Pabpc4	pabpc4	only_in_union
Gapdh	gapdh	only_in_union
Lrrc42	lrrc42	only_in_union
Slc39a13	slc39a13	only_in_union
Mpzl3	mpzl3	only_in_union
Sele	SELE	only_in_union
Ppef1	ppef1	only_in_union
Cfap73	cfap73	only_in_union
Inppl1	inppl1	only_in_union
Gls2	gls2	only_in_union
Ccdc62	ccdc62	only_in_union
Tmem59	tmem59	only_in_union
Apbb3	apbb3	only_in_union
Nrip1	nrip1	only_in_union
Crb2	crb2	only_in_union
Tmem126a	tmem126a	only_in_union
Luc7l2	luc7l2	only_in_union
Bcar1	bcar1	only_in_union
A1bg	xilr1	only_in_union
0610010K14Rik	c17orf49	only_in_union
Clic3	clic3	only_in_union
Efna3	efna3	only_in_union
Prune2	taok2	only_in_union
Mir365-1	xtr-mir-365-1	only_in_union
Cdkn1a	cdkn1a	only_in_union
Gmpr2	gmpr2	only_in_union
Iars1	iars1	only_in_union
Mapkapk5	mapkapk5	only_in_union
N4bp2l2	n4bp2l2	only_in_union
Kpna1	kpna1	only_in_union
Prrt1b	prrt1b	only_in_union
Stxbp3	stxbp3	only_in_union
Bcl2	bcl2	only_in_union
Gdi1	gdi1	only_in_union
Firrm	c1orf112	only_in_union
Pus7l	pus7l	only_in_union
Gtpbp6	gtpbp6	only_in_union
Lrig2	lrig2	only_in_union
Plppr3	plppr3	only_in_union
Txlng	txlng	only_in_union
Fzd8	fzd8	only_in_union
Asb2	asb2	only_in_union
