MLLT11,mllt11
NPEPPS,npepps
SF3B5,sf3b5
MON2,ptpn3
BEST4,best4
CCDC88C,ccdc88c
ERCC3,ercc3
RGMA,rgma
kel,mme
SFT2D3,sft2d3
VEGFC,vegfc
pitpnbl,pitpnb
CDC16,cdc16
ACSF2,acsf2
NLK,nlk
UBXN6,ubxn6
ST3GAL5,st3gal5
gabrb1,gabrb1
scg2b,scg2
RPS10,rps10
PPFIA3,ppfia3
RPL18A,rpl18a
FBH1,fbh1
ITGA1,itga1
SAMD13,samd13
DNAH12,dnah12
foxj1b,foxj1.2
YWHAE,ywhae
mettl27,mettl27
si:ch211-51h9.6,c22orf39
MAPK1,mapk1
TMEM170B,TMEM170B
TRNAU1AP,trnau1ap
si:dkey-250k15.9,icam5
cdkn1a,cdkn1a
FUCA2,fuca2
RP2,rp2
TTLL7,ttll7
CP,cp
ANGPT2,angpt2
SNRPD1,snrpd1
PTGIR,ptgir
DND1,dnd1
PRDM1,prdm1
MED20,med20
ASB8,asb8
bricd5,bricd5
VCPKMT,vcpkmt
KLHL36,klhl36
GORAB,gorab
VPS8,vps8
polm,polm
OPN1SW,opn1sw
TMEM199,tmem199
TTC4,ttc4
RPS15,rps15
svopl,svopl
map10,map10
atp6v0e1,atp6v0e1
AUH,auh
CCDC47,ccdc47
FBXL5,fbxl5
KCNJ3,kcnj3
SRSF4,srsf4
sh2d1aa,sh2d1b
GOT1,got1
CA12,ca12
nupr1b,nupr1
KLHL22,klhl22
FOXRED1,foxred1
RBFOX1,rbfox1
TBC1D31,tbc1d31
mapk15,mapk15
NIPAL3,nipal3
POLR2F,polr2f
haus6,haus6
MRPS30,mrps30
C11H1orf50,c1orf50
ALG8,alg8
ERAL1,eral1
PIKFYVE,pikfyve
TSFM,tsfm
ILF2,ilf2
MOXD1,moxd1
FBXW4,fbxw4
CFAP300,cfap300
PIP5KL1,pip5kl1
NEURL1,neurl1
tifa,tifa
pih1d1,pih1d1
DAPP1,dapp1
CEP290,cep290
B4GALT2,b4galt2
APLP2,aplp2
zgc:112163,c1orf74
PLEKHJ1,plekhj1
gemin6,gemin6
PDZRN4,pdzrn4
cenph,cenph
MAST2,mast2
mrps31,mrps31
ATG13,atg13
ZBTB3,zbtb3
WTIP,wtip
PNPLA6,pnpla7
ZMIZ1,zmiz1
NECAB2,necab2
NAXD,naxd
ZC4H2,zc4h2
PWP2,pwp2
ap5s1,ap5s1
ALX1,alx1
SP4,sp4
ARSI,arsi
rab18a,rab18
GNS,gns
ITPRID2,itprid2
PSMB10,psmb7.2
DNAJB4,dnajb4
NRCAM,nrcam
ELF3,elf3
rsph14,rsph14
TAL1,tal1
CDK19,cdk19
DOLK,dolk
ramp2,RAMP2
MASP2,masp2
TEKT3,tvp23b
exo1,XB5992703 [provisional]
IVD,ivd
AK5,ak5
cmss1,cmss1
SEMA3A,sema3a
VPS39,vps39
CDK1,cdk1
GPHB5,gphb5
DDX23,ddx23
COLEC10,colec10
crfb2,ifnlr1
TRAPPC4,trappc4
YPEL1,ypel1
TANGO2,tango2
nlk1,nlk.2
SH3BGRL,sh3bgrl
ERH,erh
EGLN3,egln3
prrg1,prrg1
DDX24,ddx24
PHF13,phf13
slc2a3a,slc2a3
LRRC23,lrrc23
MEGF11,megf11
RPP40,rpp40
TMTC4,tmtc4
NEDD4L,nedd4l
RNF7,rnf7
CLGN,clgn
BRF1,brf1
GPR141,gpr141
ZBTB10,zbtb10
dohh,dohh
DPH6,dph6
OSTF1,ostf1
STARD10,stard10
SNRPG,snrpg
MARCHF8,marchf8
QSOX1,qsox1
ubn1,ubn1
SLC27A4,slc27a4
TPX2,tpx2
DAGLA,dagla
OSER1,oser1
LRATD1,lratd1
NAE1,nae1
CHRM1,chrm1
ITGA10,itga10
MACIR,macir
PMPCB,pmpcb
TXNL4B,txnl4b
NOS1,nos1
prima1,prima1
nup62l,nup62
SEPHS2,sephs3
LRRK1,lrrk1
coa6,coa6
DNALI1,dnali1
MED16,med16
GPC4,gpc4
TBCB,tbcb
NKAPL,nkap
kiss1ra,kissr2
arid3b,arid3b
RAB35,rab35
ZBTB11,zbtb11
RIF1,nr5a1
GYS1,gys1
SPOUT1,spout1
TLN1,tln1
AP2B1,ap2b1
IGLON5,iglon5
snx11,snx11
RNF41,rnf41
ccdc33,ccdc33
DEPDC5,depdc5
MRPL1,mrpl1
SLC23A2,rassf2
si:dkeyp-59c12.1,rergl
SUCLG2,suclg2
PSMB9,psmb9
DCTPP1,dctpp1
BLZF1,blzf1
HS6ST2,hs6st2
ZNF622,znf622
KBTBD8,kbtbd8
CYSLTR1,cysltr1
PEF1,pef1
UPP2,upp2
ATP6AP2,atp6ap2
atg2b,atg2b
hycc1,fam126a
mgp,mgp
SLC1A1,slc1a1
zgc:92907,alg13l
EPB41L5,epb41l5
ATG4B,atg4b
HOXB4,hoxb4
agt,agt
mea1,mea1
ttc29,ttc29
LDHD,ldhd
ACAT2,acat2
COL4A2,col4a2
ANKS1B,anks1b
SMG7,smg7
TXNDC12,txndc12
zgc:92275,XB5992703 [provisional]
tjap1,tjap1
OPRK1,oprk1
lepr,lepr
sh3bgr,sh3bgr
NARS2,nars2
RPL23A,rpl23a
DHX33,dhx33
MAP3K5,map3k5
ZIC3,zic3
ESS2,ess2
PIGL,pigl
rdh1,XB5957220 [provisional]
NUDCD2,nudcd2
KAZALD1,kazald1
TRAPPC10,trappc10
YPEL5,ypel5
ILRUN,ilrun
prlh2,prlh
HMG20B,hmg20b
CHFR,chfr
MATN1,matn1
enc3,enc1.2
CCDC186,ccdc186
rdh5,rdh5
CEP85,cgn
PTGES2,ptges2
SLC35D2,slc35d2
TSR3,tsr3
ODR4,odr4
prlh2r,XB994602 [provisional:prlhr]
CAMK2N1,camk2n1
APIP,apip
FBXO46,fbxo46
SPG21,spg21
COG6,cog6
DDX42,ddx42
mtif3,mtif3
ABCD1,abcd1
znf740b,znf740
SYCP3,sycp3
MVK,mvk
cdh16,cdh16
GAPDH,gapdh
AP4B1,ap4b1
SHC1,med22
TFCP2L1,TFCP2L1
FBXO31,fbxo31
rab11bb,rab11b.1
RFX6,rfx6
TAL2,TAL2
SCRN2,scrn2
MAX,max
LAMTOR4,lamtor4
ATG5,atg5
NEURL2,neurl2
B3GNT7,b3gnt7
micos13,micos13
SCN3B,scn3b
ENY2,eny2
tex2l,tex2.1
ARPIN,arpin
HVCN1,hvcn1
plekhg7,plekhg7
TRMT10B,trmt10b
LHX4,lhx4
DPH7,dph7
NFIL3,nfil3
MEIS2,meis2
tacc3,tacc3
DUSP12,dusp12
FBXO38,fbxo38
NRBP1,nrbp1
TGFBRAP1,tgfbrap1
VIL1,vil1
ATP5F1A,atp5f1a
itih6,itih6
PREPL,prepl
C1QBP,c1qbp
NTAQ1,ntaq1
TFAP2C,tfap2c
DHPS,dhps
IFT81,ift81
FAM43B,fam43b
SLC22A18,slc22a18
CFAP57,cfap57
HAS2,has2
CCDC22,ccdc22
DOK4,dok4
sele,selp
FNDC1,fndc1
IL10,il10
hoxa2b,hoxa2
MBLAC2,cetn3
LHX2,lhx2
BAG2,bag2
PXK,pxk
M6PR,m6pr
vwa7,vwa7
ARFGAP3,arfgap3
SIRT4,sirt4
MAJIN,majin
sytl1,sytl1
KPNA4,kpna4
WDR18,wdr18
YIPF1,yipf1
HAL,hal.2
SOS1,sos1
COPA,copa
ARHGEF16,arhgef16
FAM199X,fam199x
LRRC47,lrrc47
BICRAL,bicral
LSM6,lsm6
smpd5,smpd5l
SBF1,sbf1
SMIM8,smim8
SLC35F4,slc35f4
SLC7A4,slc7a4
RNLS,rnls
VPS13D,vps13d
ZMIZ2,zmiz2
GINS2,gins2
mss51,mss51
ATOH1,atoh1
TEKT4,tekt4
cxcr3.2,cxcr3
SLC41A1,slc41a1
FITM2,fitm2
PNO1,pno1
SMC2,smc2
GPR25,gpr25
SLC6A15,slc6a15
FERD3L,ferd3l
GGH,ggh
proser1,proser1
pik3r2,pik3r2
NDUFA3,ndufa3
TOP3B,egfl7
CDC14B,cdc14b
CDC42EP2,cdc42ep2
tapbpl,tapbpl
RPS3A,rps3a
MFSD3,mfsd3
BIRC5,birc5l
ARPC4,arpc4
kif11,kif11
eva1ba,eva1b
NFE2L2,nfe2l2
fbrsl1,fbrsl1
hap1,hap1
CBL,cbl
mms19,mms19
cfap74,cfap74
SLITRK4,slitrk4
FAM50A,fam50a
tbrg4,tbrg4
MXI1,mxi1
IGF2R,igf2r
NOP10,nop10
CRACD,cracd
RPL6,rpl6
hnrnpr,hnrnpr
UQCRC2,rbpj
CRX,crx
NKAIN1,nkain1
rnf114,rnf114
TBX4,tbx4
RRN3,rrn3
PTGES,ptges
rad18,rad18
KCNA4,kcna4
HEY1,hey1
PLK3,plk3
PRPF40A,prpf40a
KCTD7,kctd7
CSNK1A1,csnk1a1
rnf151,rnf151
PPP1R14C,ppp1r14c
NUAK2,nuak2
INPPL1,inppl1
RFK,rfk
gnpda2,gnpda2
SLC15A5,SLC15A5
MRPL41,mrpl41
SPIRE2,spire2
TM4SF4,XB5965330 [provisional]
si:dkey-27m7.4,nefh
TBCK,tbck
ANKIB1,ankib1
si:dkey-108k21.24,h3c14
LMLN,lmln
VPS28,vps28
MYZAP,myzap
RFXANK,rfxank
GALM,galm
DPT,dpt
si:dkey-13p1.4,tmem151b
trmt10c,trmt10c
GPBP1L1,gpbp1l1
NSA2,nsa2
RNF20,rnf20
GAS8,gas8
cimip2c,fam166c
ZNF536,znf536
BOP1,bop1
POLQ,polq
ATP13A2,atp13a2
frzb,frzb
si:ch211-161h7.4,cenpc
CLDN19,cldn19
klc4,klc4
POLD1,pold1
DGKE,dgke
CRHR1,crhr1.2
TTC9C,ttc9c
RBM12,rbm12
PPHLN1,pphln1
FGF4,fgf4
cep192,cep192
EXOSC10,exosc10
ATP10B,atp10b
HELLS,hells
SOD2,sod2
DGCR6,dgcr6
TUBGCP2,tubgcp2
kif15,kif15
SLC45A3,slc45a3
EEPD1,eepd1
IKZF4,ikzf4
AFG2B,spata5l1
SF3A2,sf3a2
GMEB2,gmeb2
DGLUCY,dglucy
thap7,thap7
GATA2,gata2
AAGAB,aagab
zgc:85777,mgc147631
HOXB9,hoxb9
wu:fe05a04,znf554
ACSBG1,acsbg1
ABL2,abl2
GSS,gss
pear1,gja7
TMEM39A,tmem39a
TRAPPC13,trappc13
sox13,sox13
NOSTRIN,nostrin
PIK3R4,pik3r4
MATK,matk
NEUROD1,neurod1
UPF3B,upf3b
SPAG6,spag6
hydin,hydin
CALCR,calcr
EVX2,evx2
CERKL,cerkl
rpgrip1,rpgrip1
FOXC1,foxc1
NCALD,ncald
WWP1,wwp1
RPS23,rps23
SRSF11,srsf11
MYEF2,myef2
GDI2,gdi2
PDE4D,pde4c
EXOC5,fbxw9
UNC119,unc119
CYB5R2,cyb5r2
cd99,cd99
MYO10,myo10
SPAG7,spag7
POLH,polh
TTC7B,ttc7b
SUPT16H,supt16h
ELAC1,elac1
focad,focad
cox17,cox17
si:dkey-6i22.5,bglap
SLC37A4,slc37a4
CYTH2,cyth1
MYO5C,myo5c
dnase2,dnase2
TEX9,tex9
RNGTT,alox12b
mrpl52,mrpl52
SMYD3,smyd3
SLC35B4,slc35b4
ANKRD2,ankrd2
UBE3B,ube3b
GAR1,gar1
MYCN,mycn
GOLGA1,golga1
PIWIL2,piwil2
SUMF2,sumf2
PPIL1,ppil1
TPD52,tpd52
CEP350,cep350
MOSMO,mosmo
MAIP1,maip1
ANKRD29,ankrd29
C10H5orf63,C5orf63
NFIC,nfic
dnajc8,dnajc8
ICMT,capn5
TTC39C,ttc39c
ARHGEF3,arhgef3.2
FGD1,fgd1
UBR2,ubr2
OLA1,ola1
erich1,erich1
UBE3C,ube3c
F9,f9
PAQR9,paqr9
TRIT1,trit1
RASSF5,rassf5
CDC27,cdc27
ACTR1A,actr1a
MKLN1,mkln1
FAM110C,fam110c
nuf2,nuf2
PARP6,parp6
edn2,edn2
HAUS1,haus1
ccdc17,ccdc17
amn1,amn1
PPP1R16A,ppp1r16a
DNAJC10,dnajc10
CYBC1,cybc1
relb,relb
ATP6V0D1,atp6v0d1
ALK,alk
CFAP58,cfap58
CCN5,ccn5
pth3r,crhr1.1
hps4,hps4
ABCB8,abcb8
CRYL1,cryl1
znf318,znf318
AMDHD1,amdhd1
OPLAH,oplah
LMO3,lmo3
COL1A1,col1a1
AARS2,aars2
STMND1,stmnd1
PARVB,parvb
ATP8B1,atp8b1
MTBP,mtbp
HEXB,hexb
SPNS1,spns1
TXNDC16,txndc16
AIPL1,aipl1
KDSR,kdsr
KLHL4,klhl4
SLC8A3,slc8a3
atf6,atf6
phactr2,phactr2
VAX2,vax2
PDE6C,pde6c
dnaaf6,dnaaf6
UXS1,uxs1
MAP3K1,map3k1
CEP104,cep104
SGTB,sgtb
AQP8,aqp8
PPIL6,ppil6
AMIGO1,amigo1
TPP2,tpp2
WDR12,wdr12
