Gene name	Tropical clawed frog gene name	Tropical clawed frog homology type	%id. target Tropical clawed frog gene identical to query gene	%id. query gene identical to target Tropical clawed frog gene	Tropical clawed frog Gene-order conservation score	Tropical clawed frog orthology confidence [0 low, 1 high]
Gm28546						
Gm28608						
Gm28607						
Gm28771						
Gm28772						
Gm28606						
Gm28773						
Gm20850	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm20897	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm29574						
Gm28774						
Gm29575						
Gm28775						
Gm21765						
Gm28776						
Gm28176						
Gm28786						
Gm29360						
Gm28121						
Gm29497						
Gm29499						
Gm28123						
Gm28120						
Gm29313						
Gm29498						
Gm36782						
Gm29839						
Gm29314						
Gm29310						
Gm29311						
Gm29312						
Gm29308						
Gm29309						
Gm28702						
Gm28701						
Gm28699						
Gm28705						
Gm28704						
Gm28540						
Gm28537						
Gm28538						
Gm29569						
Gm20867	spin1	ortholog_one2many	53.7445	46.5649	0	0
Gm29568						
Gm29567						
Gm21198						
Gm29566						
Gm29565						
Gm29147						
Gm29146						
Gm28664						
Gm28663						
Gm29148						
Gm29145						
Gm28817						
Gm28816						
Gm20806	spin1	ortholog_one2many	55.0661	47.7099	0	0
Gm28815						
Gm28813						
Gm29274						
Gm29275						
Gm29276	sycp3	ortholog_one2many	21.1712	18.2879	0	0
Gm21805						
Gm29645						
Gm28312						
Gm29042						
Gm29031						
Gm28311						
Gm29032						
Gm28310						
Gm29606						
Gm28568						
Gm29189						
Gm29286						
Gm29285						
Gm28280						
Gm28159						
Gm28278						
Gm28160						
Gm28157						
Gm28161						
Gm28695						
Gm28696						
Gm28886						
Gm28899						
Gm29426						
Gm28885						
Gm28887						
Gm28896						
Gm29444						
Gm21783						
Gm28895						
Gm28894						
Gm21829						
Gm28457						
Gm29324						
Gm28741						
Gm28742						
Gm28458						
Gm28743						
Gm28461						
Gm28124						
Gm28460						
Gm28126						
Gm28851						
Gm28125						
Gm28456						
Gm29648						
Gm29468						
Gm29646						
Gm29469						
Gm29472						
Gm28549						
Gm29473						
Gm29211						
Gm29212						
Gm29382						
Gm28224						
Gm29210						
Gm28226						
Gm29213						
Gm28225						
Gm28550						
Gm28604						
Gm28829						
Gm21901						
Gm28565						
Gm28566						
Gm28697						
Gm28828						
Gm28554						
Gm28831						
Gm28832						
Gm28658						
Gm29238						
Gm29056						
Gm21088						
Gm29239						
Gm29098						
Gm54343						
Gm29373						
Gm54344						
Gm29370						
Gm21751						
Gm29476						
Gm29166						
Gm21717						
Gm28194						
Gm28753						
Gm28475						
Gm28476						
Gm28193						
Gm28751						
Gm28752						
Gm28726						
Gm29267						
Gm29268						
Gm29269						
Gm28757						
Gm29270						
Gm28348						
Gm28973						
Gm29271						
Gm21734						
Gm28972						
Gm28970						
Gm28971						
Gm54345						
Gm20854	spin1	ortholog_one2many	54.185	46.9466	0	0
Gm28349						
Gm21892						
Gm28346						
Gm28345						
Gm29090						
Gm28152						
Gm54346						
Gm29505						
Gm28823						
Gm28871						
Gm28220						
Gm29512						
Gm29511						
Gm20820	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm28219						
Gm28218						
Gm29121						
Gm54347						
Gm29120						
Gm29117						
Gm28057						
Gm21796						
Gm29302						
Gm20883	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm29119						
Gm29118						
Gm28440						
Gm29299						
Gm29116						
Gm29298						
Gm29092						
Gm29091						
Gm29320						
Gm29297						
Gm28366						
Gm29319						
Gm28317						
Gm28318						
Gm28313						
Gm28314						
Gm28315						
Gm29115						
Gm28316						
Gm28944						
Gm20906	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm28943						
Gm29111						
Gm28946						
Gm28110						
Gm28945						
Gm28109						
Gm28108						
Gm28106						
Gm28949						
Gm28948						
Gm28716						
Gm28717						
Gm28718						
Gm28950						
Gm29162						
Gm29169						
Gm21777						
Gm28866						
Gm29063						
Gm28737						
Gm28405						
Gm28738						
Gm28406						
Gm28978						
Gm29436						
Gm28197						
Gm20819						
Gm29437						
Gm28736						
Gm28977						
Gm21840						
Gm28407						
Gm28735						
Gm29391						
Gm29392						
Gm28672						
Gm28734						
Gm28232						
Gm28670						
Gm28732						
Gm28673						
Gm28733						
Gm28674						
Gm28233						
Gm28235						
Gm28234						
Gm28930						
Gm28236						
Gm29504						
Gm20747	spin1	ortholog_one2many	54.6255	47.3282	0	0
Gm29250						
Gm29251						
Gm29252						
Gm29248						
Gm29484						
Gm28908						
Gm28907						
Gm20929	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm28910						
Gm28909						
Gm28276						
Gm28274						
Gm28275						
Gm28290						
Gm28292						
Gm28291						
Gm28293						
Gm28698						
Gm29305						
Gm29303						
Gm29307						
Gm29557						
Gm54348						
Gm29306						
Gm29558						
Gm29555						
Gm28355						
Gm28354						
Gm28352						
Gm28200						
Gm28201						
Gm28202						
Gm28204						
Gm28205						
Gm28206						
Gm28207						
Gm28208						
Gm29224						
Gm29222						
Gm29221						
Gm29220						
Gm29132						
Gm21450						
Gm21843						
Gm28889						
Gm28691						
Gm28692						
Gm28690						
Gm28689						
Gm28687						
Gm20987						
Gm21918						
Gm29207						
Gm29204						
Gm21577						
Gm29206						
Gm29614						
Gm29613						
Gm29612						
Gm29343						
Gm29342						
Gm28598						
Gm28599						
Gm28185						
Gm29037						
Gm20823	spin1	ortholog_one2many	53.7445	46.5649	0	0
Gm29548						
Gm29547						
Gm29545						
Gm29544						
Gm29209						
Gm29549						
Gm21617						
Gm28589						
Gm29420						
Gm29421						
Gm21627	sycp3	ortholog_one2many	22.3744	19.0661	0	0
Gm29422						
Gm28808						
Gm29060						
Gm29061						
Gm29062						
Gm29057						
Gm29625						
Gm29058						
Gm29059						
Gm29628						
Gm29623						
Gm29622						
Gm29265						
Gm20908	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm29259						
Gm28860						
Gm28252						
Gm28859						
Gm28254						
Gm28861						
Gm28255						
Gm20924	spin1	ortholog_one2many	53.7445	46.5649	0	0
Gm21848						
Gm29457						
Gm20736	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm28558						
Gm28560						
Gm28561						
Gm29584						
Gm28134						
Gm28135						
Gm28133						
Gm28137						
Gm28138						
Gm21837						
Gm29378						
Gm29379						
Gm29380						
Gm29381						
Gm28795						
Gm20852	spin1	ortholog_one2many	55.0661	47.7099	0	0
Gm29003						
Gm29001						
Ssty2	spin1	ortholog_one2many	53.7445	46.5649	0	0
Gm28646						
Gm28612						
Gm28613						
Gm21794						
Gm29219						
Gm29632						
Gm29631						
Gm29637						
Gm29082						
Gm29217						
Gm29636						
Gm29635						
Gm29634						
Gm29662						
Gm29660						
Gm29661						
Gm29659						
Gm20937	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm29450						
Gm29449						
Gm37690						
Gm32114						
Gm37075						
Gm37921						
Gm32180						
Gm38371						
Gm37657						
Gm37448						
Gm33163						
Gm37721						
Gm37129						
Gm37990						
Gm21366	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm33954						
Gm37538						
Gm34274						
Gm34217						
Gm37952						
Gm37627						
Gm37454						
Gm38138						
Gm29740						
Gm37840						
Gm37574						
Gm37172						
Gm35670						
Gm37687						
Gm38296						
Gm38290						
Gm38121						
Gm36047						
Gm36345						
Chst9						
Gm37157						
Gm38017						
Gm36468						
Gm21845						
Gm20809	spin1	ortholog_one2many	54.185	46.9466	0	0
Gm37434						
Gm10036						
Gm37071						
Gm24228						
Gm4835						
Gm54353						
Gm54354						
Gm37547						
Gm7665						
Gm36968						
Cdh2	cdh2	ortholog_one2one	78.2561	78.1698	100	1
Gm37237						
Gm38350						
Gm20858						
Gm31422						
Gm37798						
Gm37318						
Gm31572						
Gm37346						
Gm38136						
Gm22271						
Gm37991						
Klf9	klf9	ortholog_one2one	69.2623	58.4775	100	1
Gm37808						
Gm32181						
Gm28662						
Mir1192						
Gm28780						
Gm7670						
Gm28853						
Gm22470						
Habp2						
Gm54355						
Gm50082						
Cep120	cep120	ortholog_one2one	68.5223	67.9719	100	1
Gm28852						
Gm28855						
Gm28246						
Gm28247						
Gm28248						
Gm28249						
Gm28250						
Gm28251						
Gm28243						
Gm28244						
Gm29021						
Gm28880						
Gm28452						
Gm28454						
Gm28878						
Gm28879						
Gm29369						
Gm29399						
Gm29400						
Gm29401						
Gm28799						
Gm28938						
Gm28937						
Gm28936						
Gm21642						
Gm29122						
Gm28939						
Gm28983						
Gm28985						
Gm50083						
Gm20811						
Smc5	smc5	ortholog_one2one	64.6685	65.5617	100	1
Gm54356						
Gm38432						
Gm28725						
Gm54357						
Gm54358						
Csnk1g3	csnk1g3	ortholog_one2one	95.9821	94.2982	100	1
Gm28984						
Gm28987						
Gm28986						
Gm34396						
Gm29171						
Krtap20-2						
Gm28129						
Gm54382						
Krtap21-1						
Gm28127						
Krtap6-2						
Ifitm7						
Gm28128						
Gm28132						
Gm23655						
Gm28130						
Krtap8-1						
Krtap7-1						
Gm5507						
Krtap11-1						
Gm28131						
Gm8594						
Gm49696						
Gm5821						
Gm17844						
Gm50365						
Gm50366						
Gm29316						
Dsc3	XB5854344 [provisional:nufip2]	ortholog_one2many	36.3839	35.9031	100	1
Bmerb1	bmerb1	ortholog_one2one	74.3842	73.301	100	1
Gm29315						
Gm28216						
Gm28217						
Gm28093						
Gm28092						
Gm28091						
Gm29580						
Gm28089						
Gm15806						
Gm15807						
Gm15808						
Ndufb4	ndufb4	ortholog_one2one	60.4651	60.9375	50	1
Gm28088						
Gm21529						
Gm4600						
Gm29581						
Gm21539						
Marf1	marf1	ortholog_one2one	65.3802	67.4792	100	1
Gm29578						
Zfp608	znf608	ortholog_one2one	73.5936	74.2819	100	1
Gm21908						
Gm21780						
Gm28486						
Gm28487						
Rbmyf4						
Rbmyf5						
Gm24183						
Gm34073						
Gm22597						
Gm29288						
Gm37828						
Rbmyf6						
Gm37337						
Gm24514						
Gm26959						
Gm8614						
Gm6942						
Gm54360						
Gm6944						
Gm54361						
Gm23555						
Gm54362						
Gm50385						
Gm21139						
Gm8629						
Rbmyf7						
Gm24263						
Gramd2b	gramd2b	ortholog_one2one	45.6019	46.3529	100	1
Mamdc2	mamdc2	ortholog_one2one	62.6822	62.5	100	1
Gm54384						
Mir484						
Gm21147						
Fstl1	fstl1	ortholog_one2one	68.6274	70.2341	50	1
Rbmyf8						
Gm24142						
AF357341						
Gm22170						
Mir882						
Gm22981						
Gm21156						
Gm25856						
Rhoay-ps2						
Gm35890						
Gm50445						
Gm23787						
Gm4929						
Gm50443						
Gm2316						
Cfap95	cfap95	ortholog_one2one	29.386	33.8384	100	1
Rbmyf9						
Gm25854						
Btnl12						
Gm49374						
Gm22205						
Gm7126						
Gm54385						
Gm25224						
Lrrc58	lrrc58	ortholog_one2one	66.3934	69.4286	50	1
Gm9194						
Mir379						
Gm50422						
Mir411						
Mir299a						
Gm48482						
Gm9493						
Mir299b						
Gm54365						
Gm22144						
Gm2325						
Mir380						
Gm21542						
Lratd1	lratd1	ortholog_one2one	66.7808	64.3564	75	1
Gm6563						
Gm28649						
Gm15725						
Ptar1	ptar1	ortholog_one2one	64.8585	64.1026	100	1
Gpr156	gpr156	ortholog_one2one	36.4662	36.7424	100	1
Mir1197						
Mir323						
Mir758						
Mir329						
Mir494						
Gm48498						
Dsc2	XB5854344 [provisional:nufip2]	ortholog_one2many	37.9157	37.6652	100	1
Gm9847						
Mir679						
Mir1193						
Gm25414						
Mir666						
Gm48504						
Mir543						
Gm26449						
Mir495						
Gm9202						
Mir667						
Mir376c						
Mir654						
Mir376b						
Gm54366						
Mir376a						
Gm8521						
Mir300						
Mir381						
Gm25140						
Gm18177						
Mir487b						
Gm54367						
Gm54368						
Gm50299						
Gsk3b	gsk3b	ortholog_one2one	87.2979	81.9957	100	1
Mir539						
Gm54369						
Mir544						
Gm19084						
Gm28429						
Apba1	apba1	ortholog_one2one	83.3729	75.974	100	1
Gm48541						
Gm28413						
Gm17915						
Gm28412						
Gm8525						
Trib2	trib2	ortholog_one2one	70.5539	68.3616	100	1
Gm28414						
Gm28648						
Gm28647						
Gm29435						
Vmn2r-ps139						
Gm29038						
Mir6387						
Gm48557						
Gm28191						
Gm18114						
Gm28241						
Vrtn						
Gm28242						
Gm37222						
Gm28357						
Gm29352						
Gm29351						
Gm29350						
Mir382						
Gm29349						
Mir134						
Mir668						
Mir485						
Mir453						
Mir154						
Gm29355						
Mir496a						
Mir377						
Syndig1l						
Gm50300						
Gm20918	spin1	ortholog_one2many	52.8634	45.8015	0	0
Entrep1	fam189a2	ortholog_one2one	62.2483	63.3106	75	1
Gm29161						
Gm28767						
Gm29160						
Gm20915						
Gm28766						
Gm29159						
Gm25617						
Gm25617						
Gm29198						
Mir541						
Gm29193						
Gm54371						
Nde1	nde1	ortholog_one2one	68.0233	67.0487	100	1
Gm48573						
Gm28430						
Mir409						
Mir412						
Mir369						
Gm21746						
Mir410						
Nubpl	nubpl	ortholog_one2one	67.7116	67.7116	100	1
Gm28593						
Gm50305						
Gm20873	spin1	ortholog_one2many	55.6034	49.2366	0	0
Tjp2						
Gm28916						
Gm28443						
Gm20830	spin1	ortholog_one2many	52.8634	45.8015	0	0
Gm28442						
Gm20788						
Gm28997						
Gm28998	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm28398						
Gm28397						
Gm28400						
Gm28399						
Gm28395						
Gm21788						
Gm28394						
Gm28396						
Mir3072						
Gm9661						
Gm28393						
Gm3379						
Npc2	npc2	ortholog_one2one	51.0067	41.5301	0	0
Gm20826	spin1	ortholog_one2many	51.9824	45.0382	0	0
Vmn2r-ps149						
Gm28576	sycp3	ortholog_one2many	22.0721	19.0661	0	0
Gm28575						
Gm47187						
Gm28574						
Dsc1	XB5854344 [provisional:nufip2]	ortholog_one2many	36.456	35.5727	100	1
Gm28573						
Isca2	isca2	ortholog_one2one	51.2987	54.4828	25	0
Gm28572						
Gm28571						
Gm28570						
Gm29049	spin1	ortholog_one2many	53.304	46.1832	0	0
Gm20825	spin1	ortholog_one2many	54.185	46.9466	0	0
Gm29047						
Gm29045						
Gm29046						
Gm29043						
Arhgap5	arhgap5	ortholog_one2one	78.1104	78.1104	100	1
Gm37951						
Gm20824	sycp3	ortholog_one2many	21.6216	18.677	0	0
Gm28146						
Gm28145						
Gm28148						
Gm28147						
Gm28142						
Gm28141						
Gm28143						
Gm28150						
Gm28149						
Gm28330						
Gm28331						
Gm28099						
Gm24859	U6	ortholog_many2many	100	100		0
Gm24859	U6	ortholog_many2many	100	100		0
Gm23296	U6	ortholog_many2many	100	100		0
Gm23296	U6	ortholog_many2many	100	100		0
Gm20815	spin1	ortholog_one2many	54.6255	47.3282	0	0
Gm48609						
Akap6	akap6	ortholog_one2one	34.8938	42.6151	100	1
Gm23972						
Tiam1	tiam1	ortholog_one2one	76.6185	76.6667	100	1
1700029F12Rik						
Gm28328						
Gm28270						
Gm28327						
Gm28097						
Gm29329						
Gm50310						
Fxn	fxn	ortholog_one2one	53.6232	53.8835	0	0
Gm28848						
Gm5791						
Gm29471						
Gm4935						
Gm29474						
Gm7065						
Gm28506						
Cntnap3	cntnap4	ortholog_one2one	55.1671	54.0746	25	0
Gm28507						
Gm29142						
Gm21310	spin1	ortholog_one2many	56.4655	50	0	0
Gm28509						
Gm28508						
Gm20834	spin1	ortholog_one2many	51.1013	44.2748	0	0
Gm28953						
Gm20776						
Gm20828	spin1	ortholog_one2many	50.8772	44.2748	0	0
Gm28957						
Gm16216						
Gm28952						
Gm28391						
Pip5k1b	pip5k1b	ortholog_one2one	80.334	45.2456	100	1
Gm28389						
Gm28655						
Dsg1c	dsg1	ortholog_one2many	41.1636	31.8066	100	1
Gm28654						
Ofcc1						
Gm28656						
Gm35108						
Gm37739						
Gm47488						
n-R5s58						
Npas3	npas3	ortholog_one2one	74.9189	73.0242	100	1
Gm37654						
Gm37572						
Gm37344						
Gm37059						
Gm31942						
Dsg1a	dsg1	ortholog_one2many	39.3567	35.2841	100	1
Gm37440						
Gm38185						
Fam169a	fam169a	ortholog_one2one	42.1053	39.4366	100	1
Gm37577						
Egln3	egln3	ortholog_one2one	71.9665	67.9842	75	1
Gm20822	spin1	ortholog_one2many	50.8772	44.2748	0	0
Gm32447						
Gm37158						
Gm36998						
Gm22220						
Gm21809						
Gm54374						
Gm47553						
Gm7557						
Gm37635						
Gm35070						
Dsg1b	dsg1	ortholog_one2many	39.2453	35.2841	100	1
Ltbp2						
Gm38094						
Gm21763						
Gm38168						
Gm37740						
Pabir1	pabir2	ortholog_many2many	57.0423	57.0423	0	0
Pabir1	pabir3	ortholog_many2many	67.2535	62.623	0	0
Tmem252	tmem252	ortholog_one2one	32.2404	32.2404	75	1
Gm54350						
Gm37723						
Gm36261						
Pgm5	pgm5	ortholog_one2one	82.3633	82.5088	75	1
Gm37898						
Gm36467						
Gm8352						
Gm37927						
Gm47038						
Gm36929						
Gm47039						
Gm38174						
Prp2rt	plp2	ortholog_one2many	35.5263	33.3333	0	0
Aldh7a1	aldh7a1	ortholog_one2one	76.6234	76.6234	100	1
Gm47041						
Nsa2	nsa2	ortholog_one2one	96.9231	96.9231	100	1
Gm30598						
Gm17800						
Gm20909	spin1	ortholog_one2many	54.6255	47.3282	0	0
Gm50342						
Gm10053						
Foxd4						
Gm20865	spin1	ortholog_one2many	54.185	46.9466	0	0
Tfap2a	tfap2a	ortholog_one2one	84.7639	83.8641	100	1
Gm37462						
Nrap	nrap	ortholog_one2one	64.6991	64.6617	50	1
Gm37658						
Gm32347						
Gm2805						
Gm7307						
Gm31123						
Gm49704						
Sod1	sod1	ortholog_one2one	67.5325	68.8742	100	1
Gm38370						
Gm38054						
Gm37476						
Gm37369						
Gm38181						
Scaf4	scaf4	ortholog_one2one	57.651	52.0538	100	1
Zfy1	zfx	ortholog_one2many	58.0563	57.2509	0	0
Uba1y						
Gm48709						
Gm47061						
Gm17139						
Gm26688						
Gm7768						
Ppp2r5c	ppp2r5c	ortholog_one2one	89.6947	81.4558	100	1
Gm48103						
Gm21930						
Gm48111						
Cbx3-ps5						
Vmn2r-ps96						
Gm28587						
Nme8						
Rhoay-ps3						
Kdm5d						
Gm49710						
Hunk						
Gm8642						
Mir1258						
Dsg4	dsg1	ortholog_one2many	39.5773	34.9449	100	1
Gm5688						
Phax	phax	ortholog_one2one	62.5974	61.0127	100	1
Gm15061						
Gm3657						
Spmip10						
Gm54363						
Gm15076						
Gm8261						
Gpr50	mtnr1c	ortholog_one2one	25.8883	38.7342	100	1
Gm15075						
Gm15074						
1110008E08Rik						
Gm14723						
Gm23406						
Gm49715						
Gm3669						
Gm50283						
Mis18a	mis18a	ortholog_one2one	35.2941	34.7826	100	1
Gm50289						
Lmnb1	lmnb1	ortholog_one2one	70.9184	77.3655	75	1
Rpl30-ps10						
Gm4996						
Gm10488	sycp3	ortholog_one2many	12.7358	10.5058	0	0
Hmgb1-ps11						
Gm48166						
Gpr141b						
Mrap						
Zfp1000						
Gm48171						
Gm48169						
Gm48167						
Vmn2r-ps97						
Gm54364						
Gm9164						
E330016L19Rik						
Gm3829						
Gm9166						
Gpr141	gpr141	ortholog_one2one	43.6066	42.6282	100	1
Gm3681						
Vma21	vma21	ortholog_one2one	81.1881	78.8462	75	1
Urb1	urb1	ortholog_one2one	48.5288	48.1901	100	1
Marchf3	marchf3	ortholog_one2one	94.8617	95.2381	100	1
Gm19154						
Gm48164						
Gm48186						
Gm19118						
Vmn2r-ps98						
Gm38428						
Gm48412						
Gm48413						
Vmn2r-ps108						
Dsg3	dsg1	ortholog_one2many	38.0665	32.0611	100	1
Gm48414						
Cbx3-ps4						
Aoah	aoah	ortholog_one2one	52.439	50.6734	50	1
Gm14632	sycp3	ortholog_one2many	12.7358	10.5058	0	0
n-R5s1						
Gm54351						
Eif2s3y	adamts3	ortholog_one2many	96.6102	96.6102	0	0
Gm35558						
Gm35558						
Arel1	arel1	ortholog_one2one	67.8007	69.2308	50	1
Gm7437						
Gm14974						
Htr2c	htr2c	ortholog_one2one	55.9913	54.1053	50	1
Myh11	myh11	ortholog_one2one	85.043	84.8714	100	1
Vmn2r-ps109						
Gm29650						
Gm5451						
Gm15345						
Gm47727						
Uty	kdm6a	ortholog_one2many	75.8251	63.1615	0	0
Gm7911						
Gm18087						
Gm54437						
C330018D20Rik	C5orf63	ortholog_one2one	46.9565	58.6957	100	1
Or2p2						
Gfm2	gfm2	ortholog_one2one	68.6778	68.8546	100	1
Gm18739						
Gm19486						
Dsg2	dsg2	ortholog_one2one	40.9982	37.3074	100	1
Rlim	rlim	ortholog_one2one	67.3333	61.1195	25	0
Snora35		ortholog_many2many	53.9062	52.2727		0
Snora35		ortholog_many2many	53.9062	50.365		0
Gm16090						
Mir3552						
Gm14892						
Ttr	ttr	ortholog_one2one	60.5442	58.9404	100	1
Mir764						
Zng1	cbwd2	ortholog_one2one	68.4478	66.5842	100	1
Gm23378						
Mir1912						
Pasd1	pasd1	ortholog_many2many	13.3245	11.7169	50	0
Gm10269						
B4galt6	b4galt6	ortholog_one2one	79.3194	79.1123	100	1
Gm17193						
Dync1h1	dync1h1	ortholog_one2one	95.478	95.478	100	1
Gm22266						
Mir1264						
Mir1298						
Gm54370						
Mir1911						
Mir448						
Gm10487	sycp3	ortholog_one2many	12.7358	10.5058	0	0
Megf10	megf10	ortholog_one2one	80.2964	81.9395	75	1
Mir3084-1						
Gm54426		ortholog_many2many	65.9091	68.5039		0
Gm54426		ortholog_many2many	65.9091	68.5039		0
Casp7	casp7	ortholog_one2one	61.7162	55.6548	50	1
Prrg3	prrg3	ortholog_one2one	54.1126	58.4112	25	0
Nexmif	nexmif	ortholog_one2one	53.1353	55.9805	50	1
Dock8	dock8	ortholog_one2one	73.6667	74.0546	100	1
Mir672						
Fate1						
Il13ra2	il13ra2	ortholog_one2one	33.6815	28.6031	25	0
Gm50200						
Gm50201						
Trappc8	trappc8	ortholog_one2one	76.5484	74.5257	100	1
Gm17111						
1700001K19Rik						
Gm54380						
Fcf1	fcf1	ortholog_one2one	86.8687	87.3096	50	1
Cnga2	cnga2	ortholog_one2one	69.5783	68.4444	0	0
Ddx3y	ddx3x	ortholog_one2many	83.4347	75.9336	25	0
Magea4						
Gm24252		ortholog_one2many	50	53.6585		1
Gm47265						
Kank1	kank1	ortholog_one2one	57.7941	58.4821	100	1
Abcb7	abcb7	ortholog_one2one	78.4574	79.1946	50	1
Hsp90aa1	hsp90aa1.1	ortholog_one2one	92.633	93.1413	100	1
Gm4017						
Gm18665						
Usp9y	usp9x	ortholog_one2many	80.2034	80.4553	25	0
Gm34432						
Gm26207						
Gm5249						
Gm54372						
Dmrt1	dmrt1	ortholog_one2one	58.5561	64.9852	100	1
Rnf125	rnf125	ortholog_one2one	42.0601	41.7021	100	1
Vcp-rs						
Gm6238						
Uprt	uprt	ortholog_one2one	64.5161	76.3359	75	1
