Gene name	Pig gene name	Pig homology type	%id. target Pig gene identical to query gene	%id. query gene identical to target Pig gene	Pig Gene-order conservation score	Pig Whole-genome alignment coverage	Pig orthology confidence [0 low, 1 high]
		ortholog_many2many	33.8877	34.5339	0	0.00	0
		ortholog_many2many	33.4719	32.3944	0	0.00	0
		ortholog_many2many	8.93971	39.0909	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	34.3035	33.8809	0	0.00	0
		ortholog_many2many	32.2245	34.9099	0	0.00	0
		ortholog_many2many	35.1351	34.004	0	0.00	0
		ortholog_many2many	31.3929	33.6303	0	0.00	0
		ortholog_many2many	33.6798	32.7935	0	0.00	0
		ortholog_many2many	33.8877	32.4701	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
							
		ortholog_many2many	31.8458	33.2627	0	0.00	0
		ortholog_many2many	31.643	31.3883	0	0.00	0
		ortholog_many2many	8.92495	40	0	0.00	0
		ortholog_many2many	32.6572	33.6117	0	0.00	0
		ortholog_many2many	32.86	33.2649	0	0.00	0
		ortholog_many2many	30.6288	34.009	0	0.00	0
		ortholog_many2many	33.4686	33.1992	0	0.00	0
		ortholog_many2many	29.8174	32.7394	0	0.00	0
		ortholog_many2many	32.0487	31.9838	0	0.00	0
		ortholog_many2many	32.0487	31.4741	0	0.00	0
		ortholog_many2many	32.6572	33.6117	0	0.00	0
		ortholog_many2many	31.4583	31.9915	0	0.00	0
		ortholog_many2many	31.0417	29.9799	0	0.00	0
		ortholog_many2many	8.33333	36.3636	0	0.00	0
		ortholog_many2many	32.9167	32.9854	0	0.00	0
		ortholog_many2many	33.125	32.6489	0	0.00	0
		ortholog_many2many	30.4167	32.8829	0	0.00	0
		ortholog_many2many	33.5417	32.3944	0	0.00	0
		ortholog_many2many	30	32.0713	0	0.00	0
		ortholog_many2many	31.25	30.3644	0	0.00	0
		ortholog_many2many	31.4583	30.0797	0	0.00	0
		ortholog_many2many	32.9167	32.9854	0	0.00	0
		ortholog_many2many	37.5921	32.4153	0	0.00	0
		ortholog_many2many	37.5921	30.7847	0	0.00	0
		ortholog_many2many	10.8108	40	0	0.00	0
		ortholog_many2many	38.5749	32.7766	0	0.00	0
		ortholog_many2many	38.3292	32.0329	0	0.00	0
		ortholog_many2many	35.1351	32.2072	0	0.00	0
		ortholog_many2many	40.0491	32.7968	0	0.00	0
		ortholog_many2many	35.3808	32.0713	0	0.00	0
		ortholog_many2many	37.5921	30.9717	0	0.00	0
		ortholog_many2many	37.5921	30.4781	0	0.00	0
		ortholog_many2many	38.5749	32.7766	0	0.00	0
		ortholog_many2many	37.3333	36.246	0	0.00	0
		ortholog_many2many	33	34.375	0	0.00	0
		ortholog_many2many	36.6667	35.5987	0	0.00	0
		ortholog_many2many	37	35.2381	0	0.00	0
		ortholog_many2many	37	34.6875	0	0.00	0
							
	SP110	ortholog_one2many	58.6777	10.6129	0	0.00	0
		ortholog_many2many	35.5509	36.2288	0	0.00	0
		ortholog_many2many	34.9272	33.8028	0	0.00	0
		ortholog_many2many	10.1871	44.5455	0	0.00	0
		ortholog_many2many	35.9667	36.1169	0	0.00	0
		ortholog_many2many	35.5509	35.1129	0	0.00	0
		ortholog_many2many	34.0956	36.9369	0	0.00	0
		ortholog_many2many	37.0062	35.8149	0	0.00	0
		ortholog_many2many	32.8482	35.1893	0	0.00	0
		ortholog_many2many	34.9272	34.0081	0	0.00	0
		ortholog_many2many	35.343	33.8645	0	0.00	0
		ortholog_many2many	35.9667	36.1169	0	0.00	0
							
							
		ortholog_many2many	33.8877	34.5339	0	0.00	0
		ortholog_many2many	33.4719	32.3944	0	0.00	0
		ortholog_many2many	8.93971	39.0909	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	34.3035	33.8809	0	0.00	0
		ortholog_many2many	32.2245	34.9099	0	0.00	0
		ortholog_many2many	35.1351	34.004	0	0.00	0
		ortholog_many2many	31.3929	33.6303	0	0.00	0
		ortholog_many2many	33.6798	32.7935	0	0.00	0
		ortholog_many2many	33.8877	32.4701	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	35.9712	21.1864	0	0.00	0
		ortholog_many2many	37.7698	21.1268	0	0.00	0
		ortholog_many2many	15.4676	39.0909	0	0.00	0
		ortholog_many2many	36.3309	21.0856	0	0.00	0
		ortholog_many2many	37.7698	21.5606	0	0.00	0
		ortholog_many2many	37.0504	23.1982	0	0.00	0
		ortholog_many2many	38.1295	21.328	0	0.00	0
		ortholog_many2many	32.3741	20.0445	0	0.00	0
		ortholog_many2many	37.4101	21.0526	0	0.00	0
		ortholog_many2many	38.4892	21.3147	0	0.00	0
		ortholog_many2many	36.3309	21.0856	0	0.00	0
							
							
		ortholog_many2many	33.8877	34.5339	0	0.00	0
		ortholog_many2many	33.4719	32.3944	0	0.00	0
		ortholog_many2many	8.93971	39.0909	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	34.3035	33.8809	0	0.00	0
		ortholog_many2many	32.2245	34.9099	0	0.00	0
		ortholog_many2many	35.1351	34.004	0	0.00	0
		ortholog_many2many	31.3929	33.6303	0	0.00	0
		ortholog_many2many	33.6798	32.7935	0	0.00	0
		ortholog_many2many	33.8877	32.4701	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
							
	SP110	ortholog_one2many	59.5041	10.7623	0	0.00	0
	SP110	ortholog_one2many	59.5041	10.7623	0	0.00	0
							
		ortholog_many2many	38.1295	22.4576	0	0.00	0
		ortholog_many2many	40.6475	22.7364	0	0.00	0
		ortholog_many2many	16.187	40.9091	0	0.00	0
		ortholog_many2many	38.4892	22.3382	0	0.00	0
		ortholog_many2many	39.9281	22.7926	0	0.00	0
		ortholog_many2many	39.2086	24.5495	0	0.00	0
		ortholog_many2many	40.2878	22.5352	0	0.00	0
		ortholog_many2many	34.5324	21.3808	0	0.00	0
		ortholog_many2many	39.5683	22.2672	0	0.00	0
		ortholog_many2many	41.3669	22.9084	0	0.00	0
		ortholog_many2many	38.4892	22.3382	0	0.00	0
		ortholog_many2many	31.6667	32.2034	0	0.00	0
		ortholog_many2many	31.25	30.1811	0	0.00	0
		ortholog_many2many	8.54167	37.2727	0	0.00	0
		ortholog_many2many	33.125	33.1942	0	0.00	0
		ortholog_many2many	33.3333	32.8542	0	0.00	0
		ortholog_many2many	30.625	33.1081	0	0.00	0
		ortholog_many2many	33.75	32.5956	0	0.00	0
		ortholog_many2many	30.2083	32.294	0	0.00	0
		ortholog_many2many	31.4583	30.5668	0	0.00	0
		ortholog_many2many	31.6667	30.2789	0	0.00	0
		ortholog_many2many	33.125	33.1942	0	0.00	0
							
Gm16367		ortholog_many2many	33.8877	34.5339	0	0.00	0
Gm16367		ortholog_many2many	33.4719	32.3944	0	0.00	0
Gm16367		ortholog_many2many	8.93971	39.0909	0	0.00	0
Gm16367		ortholog_many2many	34.0956	34.238	0	0.00	0
Gm16367		ortholog_many2many	34.3035	33.8809	0	0.00	0
Gm16367		ortholog_many2many	32.2245	34.9099	0	0.00	0
Gm16367		ortholog_many2many	35.1351	34.004	0	0.00	0
Gm16367		ortholog_many2many	31.3929	33.6303	0	0.00	0
Gm16367		ortholog_many2many	33.6798	32.7935	0	0.00	0
Gm16367		ortholog_many2many	33.8877	32.4701	0	0.00	0
Gm16367		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	34.5114	35.1695	0	0.00	0
		ortholog_many2many	34.5114	33.4004	0	0.00	0
		ortholog_many2many	8.93971	39.0909	0	0.00	0
		ortholog_many2many	35.1351	35.2818	0	0.00	0
		ortholog_many2many	34.9272	34.4969	0	0.00	0
		ortholog_many2many	32.2245	34.9099	0	0.00	0
		ortholog_many2many	37.0062	35.8149	0	0.00	0
		ortholog_many2many	33.8877	36.3029	0	0.00	0
		ortholog_many2many	33.8877	32.996	0	0.00	0
		ortholog_many2many	34.9272	33.4661	0	0.00	0
		ortholog_many2many	35.1351	35.2818	0	0.00	0
		ortholog_one2many	54.0984	9.2827	0	0.00	0
							
		ortholog_many2many	32.8482	33.4746	0	0.00	0
		ortholog_many2many	32.2245	31.1871	0	0.00	0
		ortholog_many2many	9.14761	40	0	0.00	0
		ortholog_many2many	33.8877	34.0292	0	0.00	0
		ortholog_many2many	33.264	32.8542	0	0.00	0
		ortholog_many2many	30.9771	33.5586	0	0.00	0
		ortholog_many2many	34.3035	33.1992	0	0.00	0
		ortholog_many2many	30.3534	32.5167	0	0.00	0
		ortholog_many2many	32.4324	31.5789	0	0.00	0
		ortholog_many2many	32.6403	31.2749	0	0.00	0
		ortholog_many2many	33.8877	34.0292	0	0.00	0
		ortholog_many2many	35.376	26.9068	0	0.00	0
		ortholog_many2many	34.2618	24.7485	0	0.00	0
		ortholog_many2many	12.2563	40	0	0.00	0
		ortholog_many2many	32.5905	24.4259	0	0.00	0
		ortholog_many2many	36.2117	26.694	0	0.00	0
		ortholog_many2many	34.2618	27.7027	0	0.00	0
		ortholog_many2many	34.5404	24.9497	0	0.00	0
		ortholog_many2many	29.805	23.8307	0	0.00	0
		ortholog_many2many	35.376	25.7085	0	0.00	0
		ortholog_many2many	34.2618	24.502	0	0.00	0
		ortholog_many2many	32.5905	24.4259	0	0.00	0
		ortholog_many2many	31.6633	33.4746	0	0.00	0
		ortholog_many2many	31.6633	31.7907	0	0.00	0
		ortholog_many2many	9.01804	40.9091	0	0.00	0
		ortholog_many2many	32.2645	33.6117	0	0.00	0
		ortholog_many2many	32.4649	33.2649	0	0.00	0
		ortholog_many2many	30.2605	34.009	0	0.00	0
		ortholog_many2many	33.0661	33.1992	0	0.00	0
		ortholog_many2many	29.6593	32.9621	0	0.00	0
		ortholog_many2many	31.6633	31.9838	0	0.00	0
		ortholog_many2many	32.0641	31.8725	0	0.00	0
		ortholog_many2many	32.2645	33.6117	0	0.00	0
		ortholog_many2many	33.6798	34.322	0	0.00	0
		ortholog_many2many	33.264	32.1932	0	0.00	0
		ortholog_many2many	8.93971	39.0909	0	0.00	0
		ortholog_many2many	33.8877	34.0292	0	0.00	0
		ortholog_many2many	34.0956	33.6756	0	0.00	0
		ortholog_many2many	32.0166	34.6847	0	0.00	0
		ortholog_many2many	34.9272	33.8028	0	0.00	0
		ortholog_many2many	31.185	33.4076	0	0.00	0
		ortholog_many2many	33.4719	32.5911	0	0.00	0
		ortholog_many2many	33.6798	32.2709	0	0.00	0
		ortholog_many2many	33.8877	34.0292	0	0.00	0
		ortholog_many2many	33.8877	34.5339	0	0.00	0
		ortholog_many2many	33.4719	32.3944	0	0.00	0
		ortholog_many2many	8.93971	39.0909	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	34.3035	33.8809	0	0.00	0
		ortholog_many2many	32.2245	34.9099	0	0.00	0
		ortholog_many2many	35.1351	34.004	0	0.00	0
		ortholog_many2many	31.3929	33.6303	0	0.00	0
		ortholog_many2many	33.6798	32.7935	0	0.00	0
		ortholog_many2many	33.8877	32.4701	0	0.00	0
		ortholog_many2many	34.0956	34.238	0	0.00	0
		ortholog_many2many	35.7588	36.4407	0	0.00	0
		ortholog_many2many	35.9667	34.8089	0	0.00	0
		ortholog_many2many	9.56341	41.8182	0	0.00	0
		ortholog_many2many	36.5904	36.7432	0	0.00	0
		ortholog_many2many	35.7588	35.3183	0	0.00	0
		ortholog_many2many	32.6403	35.3604	0	0.00	0
		ortholog_many2many	38.0457	36.8209	0	0.00	0
		ortholog_many2many	34.0956	36.5256	0	0.00	0
		ortholog_many2many	35.7588	34.8178	0	0.00	0
		ortholog_many2many	36.3825	34.8606	0	0.00	0
		ortholog_many2many	36.5904	36.7432	0	0.00	0
		ortholog_many2many	32.8482	33.4746	0	0.00	0
		ortholog_many2many	32.2245	31.1871	0	0.00	0
		ortholog_many2many	9.14761	40	0	0.00	0
		ortholog_many2many	33.8877	34.0292	0	0.00	0
		ortholog_many2many	33.4719	33.0595	0	0.00	0
		ortholog_many2many	30.9771	33.5586	0	0.00	0
		ortholog_many2many	34.5114	33.4004	0	0.00	0
		ortholog_many2many	30.3534	32.5167	0	0.00	0
		ortholog_many2many	32.4324	31.5789	0	0.00	0
		ortholog_many2many	32.6403	31.2749	0	0.00	0
		ortholog_many2many	33.8877	34.0292	0	0.00	0
							
							
		ortholog_one2many	54.918	9.42335	0	0.00	0
	SP110	ortholog_one2many	47.9821	31.988	0	0.00	0
							
	SP110	ortholog_one2many	58.6777	10.6129	0	0.00	0
							
							
							
Csprs							
		ortholog_one2many	40	54.3478	0	0.00	0
		ortholog_one2many	8.4	47.191	0	0.00	0
		ortholog_one2many	19.4	47.549	0	0.00	0
		ortholog_one2many	25.8	49.4253	0	0.00	0
		ortholog_one2many	10.2	50	0	0.00	0
		ortholog_one2many	18.4	49.4624	0	0.00	0
		ortholog_one2many	14.8	47.1338	0	0.00	0
		ortholog_one2many	24.4	50	0	0.00	0
		ortholog_one2many	8.6	32.5758	0	0.00	0
		ortholog_one2many	13.6	48.5714	0	0.00	0
		ortholog_one2many	18	54.2169	0	0.00	0
		ortholog_one2many	40.2	49.2647	0	0.00	0
		ortholog_one2many	36.6	51.9886	0	0.00	0
		ortholog_one2many	17.8	48.6339	0	0.00	0
		ortholog_one2many	14.2	55.4688	0	0.00	0
		ortholog_one2many	17	42.9293	0	0.00	0
		ortholog_one2many	13.8	52.6718	0	0.00	0
		ortholog_one2many	8.6	33.3333	0	0.00	0
		ortholog_one2many	10.2	47.6636	0	0.00	0
		ortholog_one2many	8.6	41.3462	0	0.00	0
		ortholog_one2many	40.2	51.145	0	0.00	0
		ortholog_one2many	13	44.8276	0	0.00	0
		ortholog_one2many	53	41.1491	0	0.00	0
		ortholog_one2many	40	52.9101	0	0.00	0
		ortholog_one2many	26.8	56.0669	0	0.00	0
		ortholog_one2many	17.6	44.898	0	0.00	0
		ortholog_one2many	53.2	36.4883	0	0.00	0
		ortholog_one2many	9.4	41.2281	0	0.00	0
		ortholog_one2many	21.6	50.4673	0	0.00	0
		ortholog_one2many	8	40.404	0	0.00	0
		ortholog_one2many	51.4	32.3678	0	0.00	0
		ortholog_one2many	10	46.2963	0	0.00	0
		ortholog_one2many	17.4	54.0373	0	0.00	0
		ortholog_one2many	40.4	52.0619	0	0.00	0
		ortholog_one2many	15	49.6689	0	0.00	0
							
							
Gm28489							
Gm21867							
Gm29448							
Gm20816							
Gm29447							
Gm29446							
Gm29452							
Gm29451							
Gm20817	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm28633							
Gm21562							
Gm29410							
Gm28298							
Gm21572							
Gm28297							
Gm21753							
Gm21723							
Gm28462							
Gm28296							
Gm21821							
Gm28295							
Gm29134							
Gm28303							
Gm28304							
Gm28824							
Gm21810							
Gm21916							
Gm29191							
Gm28210							
Gm29074							
Gm28211							
Gm28518							
Gm28519							
Gm28520							
Gm21626							
Gm28433							
Gm28521							
Gm28431							
Gm21633							
Gm28432							
Gm28522							
Gm21745							
Gm28517							
Gm29532							
Gm29531							
Gm28464							
Gm28841							
Gm29656							
Gm28842							
Gm29655							
Gm28837							
Gm21647							
Gm29653							
Gm28838							
Gm29654							
Gm28839							
Gm29651							
Gm29652							
Gm29080							
Gm21841							
Gm29081							
Gm29077							
Gm29076							
Gm29079							
Gm29078							
Gm20870	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm29225							
Gm28483							
Gm29226							
Gm28484							
Gm29227							
Gm29386							
Gm29384							
Gm21896							
Gm29280							
Gm29279							
Gm29182							
Gm28260							
Gm28261							
Gm28264							
Gm28463							
Gm21757							
Gm28968							
Gm28495							
Gm28468							
Gm29255							
Gm28332							
Gm28678							
Gm28333							
Gm28334							
Gm28335							
Gm20903	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm28336							
Gm28272							
Gm28337							
Gm29256							
Gm28259							
Gm28338							
Gm28273							
Gm29028							
Gm29029							
Gm29615							
Gm29030							
Gm29023							
Gm29025							
Gm29026							
Gm28213							
Gm28212							
Gm28227							
Gm20905	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm29411							
Gm28222							
Gm28820							
Gm28223							
Gm29412							
Gm29671							
Gm21878							
Gm28162							
Gm28789							
Gm20738							
Gm20814	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm28787							
Gm28788							
Gm28545							
Gm28547							
Gm29278							
Gm28546							
Gm28608							
Gm28607							
Gm28771							
Gm28772							
Gm28606							
Gm28773							
Gm20850	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm20897	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm29574							
Gm28774							
Gm29575							
Gm28775							
Gm21765							
Gm28776							
Gm28176							
Gm28786							
Gm29360							
Gm28121							
Gm29497							
Gm29499							
Gm28123							
Gm28120							
Gm29313							
Gm29498							
Gm36782							
Gm29839							
Gm29314							
Gm29310							
Gm29311							
Gm29312							
Gm29308							
Gm29309							
Gm28702							
Gm28701							
Gm28699							
Gm28705							
Gm28704							
Gm28540							
Gm28537							
Gm28538							
Gm29569							
Gm20867							
Gm29568							
Gm29567							
Gm21198							
Gm29566							
Gm29565							
Gm29147							
Gm29146							
Gm28664							
Gm28663							
Gm29148							
Gm29145							
Gm28817							
Gm28816							
Gm20806							
Gm28815							
Gm28813							
Gm29274							
Gm29275							
Gm29276	SYCP3	ortholog_one2many	22.5225	20.9205	0	0.00	0
Gm21805							
Gm29645							
Gm28312							
Gm29042							
Gm29031							
Gm28311							
Gm29032							
Gm28310							
Gm29606							
Gm28568							
Gm29189							
Gm29286							
Gm29285							
Gm28280							
Gm28159							
Gm28278							
Gm28160							
Gm28157							
Gm28161							
Gm28695							
Gm28696							
Gm28886							
Gm28899							
Gm29426							
Gm28885							
Gm28887							
Gm28896							
Gm29444							
Gm21783							
Gm28895							
Gm28894							
Gm21829							
Gm28457							
Gm29324							
Gm28741							
Gm28742							
Gm28458							
Gm28743							
Gm28461							
Gm28124							
Gm28460							
Gm28126							
Gm28851							
Gm28125							
Gm28456							
Gm29648							
Gm29468							
Gm29646							
Gm29469							
Gm29472							
Gm28549							
Gm29473							
Gm29211							
Gm29212							
Gm29382							
Gm28224							
Gm29210							
Gm28226							
Gm29213							
Gm28225							
Gm28550							
Gm28604							
Gm28829							
Gm21901							
Gm28565							
Gm28566							
Gm28697							
Gm28828							
Gm28554							
Gm28831							
Gm28832							
Gm28658							
Gm29238							
Gm29056							
Gm21088							
Gm29239							
Gm29098							
Gm54343							
Gm29373							
Gm54344							
Gm29370							
Gm21751							
Gm29476							
Gm29166							
Gm21717							
Gm28194							
Gm28753							
Gm28475							
Gm28476							
Gm28193							
Gm28751							
Gm28752							
Gm28726							
Gm29267							
Gm29268							
Gm29269							
Gm28757							
Gm29270							
Gm28348							
Gm28973							
Gm29271							
Gm21734							
Gm28972							
Gm28970							
Gm28971							
Gm54345							
Gm20854							
Gm28349							
Gm21892							
Gm28346							
Gm28345							
Gm29090							
Gm28152							
Gm54346							
Gm29505							
Gm28823							
Gm28871							
Gm28220							
Gm29512							
Gm29511							
Gm20820	SYCP3	ortholog_one2many	23.4234	21.7573	0	0.00	0
Gm28219							
Gm28218							
Gm29121							
Gm54347							
Gm29120							
Gm29117							
Gm28057							
Gm21796							
Gm29302							
Gm20883	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm29119							
Gm29118							
Gm28440							
Gm29299							
Gm29116							
Gm29298							
Gm29092							
Gm29091							
Gm29320							
Gm29297							
Gm28366							
Gm29319							
Gm28317							
Gm28318							
Gm28313							
Gm28314							
Gm28315							
Gm29115							
Gm28316							
Gm28944							
Gm20906	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm28943							
Gm29111							
Gm28946							
Gm28110							
Gm28945							
Gm28109							
Gm28108							
Gm28106							
Gm28949							
Gm28948							
Gm28716							
Gm28717							
Gm28718							
Gm28950							
Gm29162							
Gm29169							
Gm21777							
Gm28866							
Gm29063							
Gm28737							
Gm28405							
Gm28738							
Gm28406							
Gm28978							
Gm29436							
Gm28197							
Gm20819							
Gm29437							
Gm28736							
Gm28977							
Gm21840							
Gm28407							
Gm28735							
Gm29391							
Gm29392							
Gm28672							
Gm28734							
Gm28232							
Gm28670							
Gm28732							
Gm28673							
Gm28733							
Gm28674							
Gm28233							
Gm28235							
Gm28234							
Gm28930							
Gm28236							
Gm29504							
Gm20747							
Gm29250							
Gm29251							
Gm29252							
Gm29248							
Gm29484							
Gm28908							
Gm28907							
Gm20929	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm28910							
Gm28909							
Gm28276							
Gm28274							
Gm28275							
Gm28290							
Gm28292							
Gm28291							
Gm28293							
Gm28698							
Gm29305							
Gm29303							
Gm29307							
Gm29557							
Gm54348							
Gm29306							
Gm29558							
Gm29555							
Gm28355							
Gm28354							
Gm28352							
Gm28200							
Gm28201							
Gm28202							
Gm28204							
Gm28205							
Gm28206							
Gm28207							
Gm28208							
Gm29224							
Gm29222							
Gm29221							
Gm29220							
Gm29132							
Gm21450							
Gm21843							
Gm28889							
Gm28691							
Gm28692							
Gm28690							
Gm28689							
Gm28687							
Gm20987							
Gm21918							
Gm29207							
Gm29204							
Gm21577							
Gm29206							
Gm29614							
Gm29613							
Gm29612							
Gm29343							
Gm29342							
Gm28598							
Gm28599							
Gm28185							
Gm29037							
Gm20823							
Gm29548							
Gm29547							
Gm29545							
Gm29544							
Gm29209							
Gm29549							
Gm21617							
Gm28589							
Gm29420							
Gm29421							
Gm21627	SYCP3	ortholog_one2many	24.2009	22.1757	0	0.00	0
Gm29422							
Gm28808							
Gm29060							
Gm29061							
Gm29062							
Gm29057							
Gm29625							
Gm29058							
Gm29059							
Gm29628							
Gm29623							
Gm29622							
Gm29265							
Gm20908	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm29259							
Gm28860							
Gm28252							
Gm28859							
Gm28254							
Gm28861							
Gm28255							
Gm20924							
Gm21848							
Gm29457							
Gm20736	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm28558							
Gm28560							
Gm28561							
Gm29584							
Gm28134							
Gm28135							
Gm28133							
Gm28137							
Gm28138							
Gm21837							
Gm29378							
Gm29379							
Gm29380							
Gm29381							
Gm28795							
Gm20852							
Gm29003							
Gm29001							
Ssty2							
Gm28646							
Gm28612							
Gm28613							
Gm21794							
Gm29219							
Gm29632							
Gm29631							
Gm29637							
Gm29082							
Gm29217							
Gm29636							
Gm29635							
Gm29634							
Gm29662							
Gm29660							
Gm29661							
Gm29659							
Gm20937	SYCP3	ortholog_one2many	23.8739	22.1757	0	0.00	0
Gm29450							
Gm29449							
Gm37690							
Gm32114							
Gm37075							
Gm37921							
Gm32180							
Gm38371							
Gm37657							
Gm37448							
Gm33163							
Gm37721							
Gm37129							
Gm37990							
