Gene name	White-tufted-ear marmoset gene name	White-tufted-ear marmoset homology type	%id. target White-tufted-ear marmoset gene identical to query gene	%id. query gene identical to target White-tufted-ear marmoset gene	White-tufted-ear marmoset Gene-order conservation score	White-tufted-ear marmoset Whole-genome alignment coverage	White-tufted-ear marmoset orthology confidence [0 low, 1 high]
AHCTF1	AHCTF1	ortholog_one2one	86.2586	87.8378	50	19.10	0
							
							
SCCPDH	SCCPDH	ortholog_one2one	76.0456	73.2601	50	0.00	0
							
							
5S_rRNA							
U6	U6	ortholog_one2one	81.3084	81.3084		0.00	0
							
5S_rRNA							
5S_rRNA							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	82.8767	86.121		0.00	0
Metazoa_SRP							
5S_rRNA							
5S_rRNA							
5S_rRNA							
5S_rRNA							
5S_rRNA							
5S_rRNA							
							
U6							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	94.0171	94.0171		0.00	0
U6							
Metazoa_SRP							
U1	U1	ortholog_many2many	70.8075	69.5122		0.00	0
U1	U1	ortholog_many2many	78.2609	76.8293		0.00	0
		ortholog_one2one	84.6154	86.2745		100.00	1
U1							
Y_RNA							
Metazoa_SRP							
U6	U6	ortholog_one2one	91.5888	90.7407		100.00	1
							
							
							
Metazoa_SRP							
							
Y_RNA	Y_RNA	ortholog_one2one	88.2353	89.1089		0.00	0
Metazoa_SRP							
Metazoa_SRP							
U6							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	82.0339	82.3129		0.00	0
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	84.0136	87.5887		0.00	0
							
							
							
							
							
							
Metazoa_SRP							
U6	U6	ortholog_one2one	80.7692	83.1683		100.00	1
		ortholog_one2one	81.5534	81.5534		100.00	1
U6	U6	ortholog_one2one	90.6542	90.6542		0.00	0
		ortholog_one2many	30.597	46.0674	0	0.00	0
GJA8	GJA8	ortholog_one2one	92.6437	92.6437	50	0.00	0
ID3	ID3	ortholog_one2one	85.7143	55.4348	75	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	87.8378	87.8378		0.00	0
							
CNST	CNST	ortholog_one2one	87.7241	88.4562	100	100.00	1
CCDC190	CCDC190	ortholog_one2one	77.4086	76.1438	50	0.00	0
							
							
TFB2M	TFB2M	ortholog_one2one	66.6667	67.8663	75	0.00	1
							
		ortholog_many2many	56.701	64.2336	0	0.00	0
		ortholog_many2many	47.0361	46.8549	0	0.00	0
		ortholog_many2many	42.5258	57.4913	0	0.00	0
		ortholog_many2many	40.3351	60.0768	0	0.00	0
		ortholog_many2many	63.6598	62.77	0	0.00	0
		ortholog_many2many	63.2732	63.7662	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	93.0693	92.1569		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	92.7273	92.7273		100.00	1
SMYD3	SMYD3	ortholog_one2one	96.9626	96.9626	50	37.51	0
U6	U6	ortholog_one2one	84.1122	85.7143		0.00	0
NPR1	NPR1	ortholog_one2one	97.8322	97.8322	100	100.00	1
KIF26B	KIF26B	ortholog_one2one	92.3113	92.619	50	21.78	0
							
Metazoa_SRP							
Metazoa_SRP							
U1	U1	ortholog_one2one	84.7561	85.8025		0.00	0
SH2D5	SH2D5	ortholog_one2one	95.3162	79.6478	100	88.43	1
EFCAB2	EFCAB2	ortholog_one2one	59.8425	93.8272	50	0.00	0
Metazoa_SRP							
U6							
mml-mir-7180							
KIAA1143	KIAA1143	ortholog_one2one	92.2078	92.2078	100	0.00	1
U6							
							
U6	U6	ortholog_one2one	66	64.7059		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	92.5676	92.5676		0.00	0
							
SERP1	SERP1	ortholog_one2one	100	100	75	0.00	1
HNRNPU	HNRNPU	ortholog_one2one	99.5152	99.5152	75	0.00	1
							
							
U6							
							
COX20	COX20	ortholog_one2many	80	80	75	0.00	1
COX20	COX20	ortholog_one2many	73.0769	79.8319	0	0.00	0
COX20		ortholog_one2many	67.6923	74.5763	0	0.00	0
							
		ortholog_one2one	67.8832	40.9692	0	0.00	0
							
							
PSEN2	PSEN2	ortholog_one2one	98.8839	92.0998	100	42.26	1
DESI2	DESI2	ortholog_one2one	99.4845	99.4845	100	0.00	1
							
Metazoa_SRP							
COL8A2	COL8A2	ortholog_one2one	98.1455	98.0057	100	100.00	1
CATSPERE	CATSPERE	ortholog_one2one	69.8947	79.8077	100	99.02	1
COQ8A	COQ8A	ortholog_one2one	95.6723	95.8204	75	0.00	1
ADPRS	ADPRS	ortholog_one2one	95.8791	95.8791	100	100.00	1
CIART	CIART	ortholog_one2one	92.987	92.987	100	0.00	1
							
ADSS2	ADSS	ortholog_one2one	96.0526	95.2174	100	44.00	1
TEKT2	TEKT2	ortholog_one2one	94.8837	94.8837	100	100.00	1
DTL	DTL	ortholog_one2one	97.8082	97.8082	100	100.00	1
SPMIP3	SPMIP3	ortholog_one2one	71.4286	60	100	35.82	1
							
Metazoa_SRP							
Metazoa_SRP							
							
mml-mir-3122							
AGO3	AGO3	ortholog_one2one	100	100	100	100.00	1
							
U6							
Metazoa_SRP							
							
							
E2F2	E2F2	ortholog_one2one	96.1098	96.1098	100	100.00	1
Metazoa_SRP							
ILF2		ortholog_one2many	92.944	97.9487	0	0.00	0
ILF2	ILF2	ortholog_one2many	94.4039	99.4872	100	100.00	1
ZBTB18	ZBTB18	ortholog_one2one	99.6234	99.6234	100	100.00	1
		ortholog_one2many	35.0877	16.4609	0	0.00	0
PPP2R5A	PPP2R5A	ortholog_one2one	77.1605	58.8697	100	0.00	1
							
							
							
							
POU3F1	POU3F1	ortholog_one2one	99.1131	98.8938	100	100.00	1
							
SNORA16B							
Metazoa_SRP							
ASAP3	ASAP3	ortholog_one2one	90.8084	87.42	75	100.00	1
AGO1	AGO1	ortholog_one2one	98.8331	98.7179	75	100.00	1
PACC1	PACC1	ortholog_one2one	88.4911	98.8571	75	13.40	1
DDOST	KIF17	ortholog_one2one	91.6342	91.5452	100	47.91	1
NENF		ortholog_one2one	66.8605	44.7471	50	100.00	0
AKT3	AKT3	ortholog_one2one	100	100	100	16.64	1
PPP2R3A	PPP2R3A	ortholog_one2one	95.625	93.1304	75	96.98	1
SNAPIN	SNAPIN	ortholog_one2one	99.2647	99.2647	100	85.29	1
SLC6A9	SLC6A9	ortholog_one2one	89.2351	87.8661	100	100.00	1
GPR160	GPR160	ortholog_one2one	90.8284	90.8284	75	0.00	1
PINK1	PINK1	ortholog_one2one	93.2874	93.2874	75	0.00	1
CHTOP	CHTOP	ortholog_one2one	89.5307	99.5984	100	76.73	1
Metazoa_SRP							
U4	U4	ortholog_one2one	62.0155	76.9231		0.00	0
TCEA3	TCEA3	ortholog_one2one	95.6897	92.2438	75	100.00	1
S100A1	S100A1	ortholog_one2one	74.2268	49.3151	100	99.42	0
CDA	CDA	ortholog_one2one	59.8901	74.6575	50	0.00	0
EPHB3	EPHB3	ortholog_one2one	94.7948	93.3925	100	0.00	1
CCDC24	CCDC24	ortholog_one2one	86.2745	84.8875	100	100.00	1
S100A13	S100A13	ortholog_one2one	82.1918	65.2174	100	97.62	1
	PSMG2	ortholog_one2many	94.3182	93.609	0	0.00	0
Metazoa_SRP							
AGO4	AGO4	ortholog_one2one	83.4525	94.7796	50	0.00	0
		ortholog_many2many	43.4426	44.9153	0	0.00	0
		ortholog_many2many	46.7213	60	0	0.00	0
S100A14							
MSL2	MSL2	ortholog_one2one	99.8267	99.8267	75	99.68	1
Y_RNA	Y_RNA	ortholog_one2one	81.0526	77.7778		0.00	0
		ortholog_many2many	19.9095	38.9381	0	0.00	0
		ortholog_many2many	25.7919	50	0	0.00	0
Metazoa_SRP							
							
							
							
							
B4GALT2	B4GALT2	ortholog_one2one	85.0785	81.6583	100	100.00	1
FAM43B	FAM43B	ortholog_one2one	96.0486	96.3415	50	0.00	0
S100A16	S100A16	ortholog_one2one	98.0583	98.0583	100	71.99	1
Metazoa_SRP							
CDC42BPA	CDC42BPA	ortholog_one2one	92.5203	98.5566	50	45.61	0
DNAH1	DNAH1	ortholog_one2one	95.592	95.592	100	11.78	1
ZNF436	ZNF436	ortholog_one2one	99.1471	98.9362	100	0.00	1
MAGEF1	MAGEF1	ortholog_one2one	84.6667	82.7362	100	0.00	1
							
S100A2	S100A2	ortholog_one2one	94.898	94.898	100	0.00	1
MUL1	MUL1	ortholog_one2one	98.0114	69.9797	75	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	94.0171	94.0171		0.00	0
							
PHC3	PHC3	ortholog_one2one	98.794	97.2305	100	4.40	1
SDCCAG8	SDCCAG8	ortholog_one2one	77.2999	77.5779	75	69.80	1
		ortholog_one2one	13.8138	30.0654	0	0.00	0
S100A3	S100A3	ortholog_one2one	92.0792	92.0792	100	0.00	1
		ortholog_many2many	52.4752	55.7895	0	0.00	0
		ortholog_many2many	51.4851	32.0988	0	0.00	0
		ortholog_many2many	35.6436	32.1429	0	0.00	0
GLUL	GLUL	ortholog_one2one	99.7319	73.6634	100	0.00	1
CAMK2N1	CAMK2N1	ortholog_one2one	100	100	100	0.00	1
S100A4	S100A4	ortholog_one2one	96.0396	96.0396	100	0.00	1
DPH2	DPH2	ortholog_one2one	94.4785	94.4785	100	100.00	1
HNRNPR	HNRNPR	ortholog_one2one	99.842	99.3711	100	96.74	1
S100A5	S100A5	ortholog_one2one	93.4783	93.4783	75	0.00	1
							
S100A6	S100A6	ortholog_one2one	98.8889	98.8889	75	0.00	1
		ortholog_one2one	27.957	38.806	0	0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	91.2162	91.2162		0.00	0
TEDDM1	TEDDM1	ortholog_one2one	83.5766	65.2422	100	57.14	1
PCCB	PCCB	ortholog_one2one	75.8794	79.7535	100	0.00	1
U6							
FCAMR	FCAMR	ortholog_one2one	55.7252	63.3681	100	0.00	1
							
Metazoa_SRP							
VWA5B1	VWA5B1	ortholog_one2one	89.3827	89.1626	100	22.64	1
GJA5	CXNI	ortholog_one2one	92.4581	92.4581	75	0.00	1
CLSPN	CLSPN	ortholog_one2one	91.6543	93.2525	50	0.00	0
							
C1H1orf116	C1orf116	ortholog_one2one	82.4615	90.2357	75	0.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	78.4247	76.5886		0.00	0
		ortholog_one2many	33.6	83.1683	0	0.00	0
HTR1D	HTR1D	ortholog_one2one	96.2865	96.2865	100	0.00	1
YOD1	YOD1	ortholog_one2one	97.1264	97.1264	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_many2many	83.7607	84.4828		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_many2many	84.6154	85.3448		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_many2many	87.1795	87.931		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_many2many	85.4701	86.2069		0.00	0
							
RGSL1	RGSL1	ortholog_one2one	80.5009	83.5655	100	92.23	1
							
ATF3	ATF3	ortholog_one2one	100	100	50	0.00	0
U6							
U6							
CHL1	CHL1	ortholog_one2one	96.8163	96.8163	25	47.78	0
GARIN4							
USP24	USP24	ortholog_one2one	98.6358	99.3511	100	93.29	1
		ortholog_one2many	80.198	80.198	100	0.00	1
LUZP1	LUZP1	ortholog_one2one	94.1395	92.5892	100	100.00	1
GCLM	GCLM	ortholog_one2one	99.635	99.635	100	52.53	1
BAP1	BAP1	ortholog_one2one	98.3539	93.7255	100	0.00	1
							
U6	U6	ortholog_one2one	73.8318	82.2917		0.00	0
IPO13	IPO13	ortholog_one2one	93.9	97.5078	100	100.00	1
							
PFKFB2	PFKFB2	ortholog_one2one	85.1485	84.4794	100	53.84	1
U7							
UBXN10	UBXN10	ortholog_one2one	88.2143	89.1697	100	0.00	1
C1H1orf54	C1orf54	ortholog_one2one	83.3333	83.9695	100	0.00	1
BATF3	BATF3	ortholog_one2one	66.6667	62.8205	75	0.00	1
S100A8	S100A8	ortholog_one2one	80.6452	84.2697	75	0.00	1
PLA2G2C							
C1H1orf216	C1orf216	ortholog_one2one	95.1965	95.1965	75	29.68	1
U6							
S100A12	S100A12	ortholog_one2one	73.3333	71.7391	75	0.00	1
S100A9	S100A9	ortholog_one2one	62.2807	77.1739	100	0.00	1
DNTTIP2	DNTTIP2	ortholog_one2one	89.5503	90.0266	100	0.00	1
PLA2G2F	PLA2G2F	ortholog_one2one	57.2491	72.9858	100	0.00	1
RNASEL	RNASEL	ortholog_one2one	85.83	84.3501	100	88.57	1
PGLYRP4	PGLYRP4	ortholog_one2one	91.1528	92.1409	100	0.00	1
NSL1	NSL1	ortholog_one2one	65.0754	92.1708	100	0.00	1
PSMB2	PSMB2	ortholog_one2one	100	100	100	0.00	1
							
U6	U6	ortholog_one2one	85.0467	87.5		0.00	0
PGLYRP3	PGLYRP3	ortholog_one2one	89.4428	89.4428	100	0.00	1
							
MIR760	MIR760	ortholog_one2one	71.028	95		0.00	0
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.5983	90.5983		0.00	0
PLA2G2D	PLA2G2D	ortholog_one2one	77.0186	84.9315	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	89.8649	89.8649		100.00	1
C4BPB	C4BPB	ortholog_one2one	86.1111	83.7838	75	0.00	1
KDM1A		ortholog_one2many	51.6055	93.5551	0	0.00	0
KDM1A	KDM1A	ortholog_one2many	99.656	99.2009	100	100.00	1
MIR4677							
LORICRIN							
RGS16	RGS16	ortholog_one2one	87.7451	88.6139	100	21.05	1
ARTN	ARTN	ortholog_one2one	94.7368	94.7368	100	100.00	1
		ortholog_one2many	91.6667	89.9371	0	0.00	0
		ortholog_one2many	84.6154	78.1065	0	0.00	0
TFAP2E	TFAP2E	ortholog_one2one	94.3439	94.3439	100	0.00	1
TATDN3	TATDN3	ortholog_one2one	95.9854	82.4451	100	12.32	1
PRR9	PRR9	ortholog_one2one	84.4828	84.4828	75	0.00	1
PLA2G5	PLA2G5	ortholog_one2one	80.2632	88.4058	100	100.00	1
							
PRKCI	PRKCI	ortholog_one2one	82.3188	94.9833	50	100.00	1
							
		ortholog_many2many	34.7368	22.449	0	0.00	0
		ortholog_many2many	32.6316	38.2716	0	0.00	0
		ortholog_many2many	31.5789	25	0	0.00	0
PHF7	PHF7	ortholog_one2one	93.1758	93.4211	100	0.00	1
							
SPATA45	SPATA45	ortholog_one2one	86.7347	86.7347	100	100.00	1
C4BPA							
RGS8	RGS8	ortholog_one2one	86.8687	75.1092	100	0.00	1
PLA2G2A		ortholog_one2one	61.1111	36.6667	100	95.08	0
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	81.1258	83.6177		100.00	1
NCDN	NCDN	ortholog_one2one	97.9424	94.8207	100	0.00	1
BCAR3	BCAR3	ortholog_one2one	92.2156	87.5	100	61.71	1
ZBTB8B	ZBTB8B	ortholog_one2one	95.9596	96.1538	100	0.00	1
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	81.4433	82.5784		0.00	0
FLVCR1	FLVCR1	ortholog_one2one	93.8739	93.8739	100	27.82	1
PLA2G2E	PLA2G2E	ortholog_one2one	94.3662	94.3662	100	0.00	1
VPS8	VPS8	ortholog_one2one	97.1989	97.1989	100	49.78	1
SEMA3G	SEMA3G	ortholog_one2one	86.8286	71.7001	100	0.00	1
ST3GAL3	ST3GAL3	ortholog_one2one	88.7179	77.2321	100	97.05	1
							
							
CEP170	CEP170	ortholog_one2one	97.008	91.5307	75	71.38	1
UTP11	UTP11	ortholog_one2one	87.3518	77.8169	100	48.95	1
							
OTUD3	OTUD3	ortholog_one2one	97.733	97.733	100	29.19	1
							
							
SPRR3	SPRR3	ortholog_one2one	75.1479	86.9863	50	0.00	0
							
VASH2	VASH2	ortholog_one2one	99.7183	99.7183	100	0.00	1
TNNC1	TNNC1	ortholog_one2one	69.0141	91.3043	100	0.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	38.6454	82.906		0.00	0
FNBP1L	FNBP1L	ortholog_one2one	99.7241	99.7241	100	44.82	1
BSDC1	BSDC1	ortholog_one2one	89.404	85.8051	100	99.20	1
		ortholog_one2many	30.1282	51.087	0	0.00	0
RNF186	RNF186	ortholog_one2one	90.3084	90.3084	100	0.00	1
NPL	NPL	ortholog_one2one	54.2781	60.597	100	0.00	1
HIVEP3	HIVEP3	ortholog_one2one	88.3894	91.3809	100	61.07	1
IVL							
CD55	CD55	ortholog_one2one	68.7279	66.3823	75	0.00	1
SMCP							
KIAA0319L	KIAA0319L	ortholog_one2one	94.6023	95.2336	100	90.85	1
ANGEL2	ANGEL2	ortholog_one2one	97.2426	97.2426	75	0.00	1
TMCO4	TMCO4	ortholog_one2one	94.3218	94.4708	100	14.99	1
EDN2		ortholog_one2one	90.7767	55.6548	100	0.00	1
U6	U6	ortholog_one2one	81.9149	70		0.00	0
							
STAG1	STAG1	ortholog_one2one	99.2846	95.0533	100	82.74	1
LCE1F	LCE1F	ortholog_one2many	70.9091	97.5	0	0.00	0
FOXO6	FOXO6	ortholog_one2one	99.1071	66.8675	100	100.00	1
							
LCE1C							
Y_RNA	Y_RNA	ortholog_one2one	89.8148	86.6071		0.00	0
Metazoa_SRP							
		ortholog_many2many	46.8468	22.6087	0	0.00	0
		ortholog_many2many	44.1441	31.8182	0	0.00	0
							
Y_RNA							
	LCE1F	ortholog_one2many	66.1017	97.5	0	0.00	0
TEX46	TEX46	ortholog_one2one	65.6627	88.6179	100	100.00	1
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	88.0342	88.0342		0.00	0
	LCE1F	ortholog_one2many	66.1017	97.5	0	0.00	0
							
Metazoa_SRP							
HTR6	HTR6	ortholog_one2one	97.5	97.5	100	0.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	84.8485	85.7143		0.00	0
Y_RNA							
NISCH	NISCH	ortholog_one2one	92.5314	93.0851	100	0.00	1
	LCE1F	ortholog_one2many	64.4068	95	0	0.00	0
LACTBL1	LACTBL1	ortholog_one2one	95.7952	95.7952	100	100.00	1
KDM4A	KDM4A	ortholog_one2one	98.3067	98.2143	100	0.00	1
Metazoa_SRP							
KPRP		ortholog_one2one	84.6287	84.6287	25	0.00	0
SKIL	SKIL	ortholog_one2one	86.8687	88.1406	100	0.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	83.7838	83.7838		0.00	0
DHX9	DHX9	ortholog_one2one	95.8431	97.9952	100	0.00	1
SCMH1	SCMH1	ortholog_one2one	84.9254	68.9697	100	100.00	1
KPLCE							
CR2	CR2	ortholog_one2one	86.2511	86.2511	75	0.00	1
NBL1	NBL1	ortholog_one2one	46.3235	87.5	100	0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	91.8919	91.8919		0.00	0
Metazoa_SRP							
CCDC18	CCDC18	ortholog_one2one	93.6595	87.4517	100	38.73	1
		ortholog_many2many	91.8182	85.5932	25	0.00	0
		ortholog_many2many	92.7273	91.0714	25	0.00	0
		ortholog_many2many	91.8182	90.1786	25	0.00	0
							
GTPBP8	GTPBP8	ortholog_one2one	82.3944	75.2412	50	0.00	0
PLD5	PLD5	ortholog_one2one	98.3209	98.3209	75	31.98	1
CNTN6	CNTN6	ortholog_one2one	97.0845	97.0845	25	32.60	0
		ortholog_many2many	89.0909	83.0508	25	0.00	0
		ortholog_many2many	90	88.3929	25	0.00	0
		ortholog_many2many	89.0909	87.5	25	0.00	0
CLDN11	CLDN11	ortholog_one2one	99.0338	99.0338	100	61.97	1
MRPS25	MRPS25	ortholog_one2one	93.6416	93.6416	100	0.00	1
TMIGD3	TMIGD3	ortholog_one2one	87.3199	78.4974	100	20.09	1
							
EPHB2	EPHB2	ortholog_one2one	89.9261	97.3	100	100.00	1
SLFNL1							
							
RPS6KC1	RPS6KC1	ortholog_one2one	96.1538	96.2441	75	41.66	1
							
TSSK3	TSSK3	ortholog_one2one	96.2687	96.2687	100	100.00	1
CR1		ortholog_one2one	16.3155	67.8208	50	45.71	0
NEPRO	NEPRO	ortholog_one2one	77.9152	79.1741	100	0.00	1
	NDUFB8	ortholog_one2many	83.871	83.871	0	0.00	0
		ortholog_one2one	27.9279	29.5238	0	0.00	0
SLC7A14	SLC7A14	ortholog_one2one	98.1842	98.1842	100	0.00	1
U6							
FAM229A	FAM229A	ortholog_one2one	88.9764	89.6825	100	100.00	1
U6	U6	ortholog_one2one	87.8505	92.1569		0.00	0
CRCT1	CRCT1	ortholog_one2one	96.1538	95.2381	50	0.00	0
RBSN	ZFYVE20	ortholog_one2one	95.9236	95.9236	100	0.00	1
LCE5A							
MAP1LC3C	MAP1LC3C	ortholog_one2many	83.6735	88.4892	50	0.00	0
C1H1orf162	C1orf162	ortholog_one2one	73.5484	74.026	100	0.00	1
CTPS1	CTPS1	ortholog_one2one	98.308	97.1572	100	99.89	1
							
SHCBP1L	SHCBP1L	ortholog_one2one	90.0915	90.5054	100	0.00	1
							
							
BECN2	BECN2	ortholog_one2one	81.2065	81.2065	100	0.00	1
MARCKSL1	MARCKSL1	ortholog_one2many	100	98.9848	100	100.00	1
MARCKSL1		ortholog_one2many	97.4359	96.4467	0	0.00	0
							
							
CRNN							
CR1L	CR1L	ortholog_one2one	83.6555	83.9506	75	75.03	1
Metazoa_SRP							
							
		ortholog_many2many	43.8889	42.1708	0	0.00	0
		ortholog_many2many	44.4444	41.958	0	0.00	0
		ortholog_many2many	37.5926	42.6471	0	0.00	0
		ortholog_many2many	44.4444	42.7046	0	0.00	0
		ortholog_many2many	43.8889	41.5061	0	0.00	0
		ortholog_many2many	44.8148	42.3077	0	0.00	0
		ortholog_many2many	44.2593	41.8564	0	0.00	0
		ortholog_many2many	35.3704	34.9177	0	0.00	0
		ortholog_many2many	25.7407	39.0449	0	0.00	0
		ortholog_many2many	44.0741	41.6813	0	0.00	0
		ortholog_many2many	36.2963	46.1176	0	0.00	0
		ortholog_many2many	25.1852	36.6577	0	0.00	0
		ortholog_many2many	25.5556	37.7049	0	0.00	0
		ortholog_many2many	25	36.9863	0	0.00	0
		ortholog_many2many	39.0741	45.671	0	0.00	0
		ortholog_many2many	32.5926	40.4598	0	0.00	0
		ortholog_many2many	34.2593	41.573	0	0.00	0
		ortholog_many2many	37.4074	43.0704	0	0.00	0
		ortholog_many2many	20.9259	38.0471	0	0.00	0
		ortholog_many2many	32.7778	40.6897	0	0.00	0
		ortholog_many2many	43.7037	41.9929	0	0.00	0
		ortholog_many2many	29.6296	37.9147	0	0.00	0
		ortholog_many2many	31.4815	41.9753	0	0.00	0
		ortholog_many2many	30.5556	38.5514	0	0.00	0
		ortholog_many2many	25	40.1786	0	0.00	0
		ortholog_many2many	37.037	45.2489	0	0.00	0
		ortholog_many2many	35	42.4719	0	0.00	0
		ortholog_many2many	28.5185	42.8969	0	0.00	0
